date,title,artist,current,previous,peak,weeks
2012-12-29,"Locked Out Of Heaven","Bruno Mars",1,1,1,11
2012-12-29,"Diamonds","Rihanna",2,2,1,12
2012-12-29,"Ho Hey","The Lumineers",3,4,3,28
2012-12-29,"Die Young","Ke$ha",4,3,2,12
2012-12-29,"One More Night","Maroon 5",5,5,1,26
2012-12-29,"I Cry","Flo Rida",6,6,6,12
2012-12-29,"Beauty And A Beat","Justin Bieber Featuring Nicki Minaj",7,9,7,10
2012-12-29,"Home","Phillip Phillips",8,7,7,25
2012-12-29,"Some Nights","fun.",9,8,3,43
2012-12-29,"I Knew You Were Trouble.","Taylor Swift",10,15,3,9
2012-12-29,"Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo",11,10,6,20
2012-12-29,"Don't You Worry Child","Swedish House Mafia Featuring John Martin",12,14,12,13
2012-12-29,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",13,21,13,11
2012-12-29,"Try","P!nk",14,16,14,8
2012-12-29,"Scream & Shout","will.i.am & Britney Spears",15,13,12,3
2012-12-29,"Girl On Fire","Alicia Keys Featuring Nicki Minaj",16,12,11,15
2012-12-29,"The A Team","Ed Sheeran",17,18,17,23
2012-12-29,"Gangnam Style","PSY",18,11,2,15
2012-12-29,"It's Time","Imagine Dragons",19,24,19,28
2012-12-29,"Cruise","Florida Georgia Line Featuring Nelly",20,17,16,18
2012-12-29,"Swimming Pools (Drank)","Kendrick Lamar",21,19,17,18
2012-12-29,"Clique","Kanye West, Jay-Z, Big Sean",22,22,12,15
2012-12-29,"Adorn","Miguel",23,23,17,20
2012-12-29,"Too Close","Alex Clare",24,20,7,38
2012-12-29,"All I Want For Christmas Is You","Mariah Carey",25,29,25,3
2012-12-29,"Va Va Voom","Nicki Minaj",26,26,22,9
2012-12-29,"We Are Never Ever Getting Back Together","Taylor Swift",27,25,1,19
2012-12-29,"As Long As You Love Me","Justin Bieber Featuring Big Sean",28,27,6,26
2012-12-29,"Don't Wake Me Up","Chris Brown",29,28,10,25
2012-12-29,"Don't Stop The Party","Pitbull Featuring TJR",30,31,30,9
2012-12-29,"Little Talks","Of Monsters And Men",31,41,31,30
2012-12-29,"F**kin Problems","A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",32,42,32,7
2012-12-29,"Sweet Nothing","Calvin Harris Featuring Florence Welch",33,44,33,6
2012-12-29,"I Will Wait","Mumford & Sons",34,33,23,19
2012-12-29,"Bandz A Make Her Dance","Juicy J Featuring Lil Wayne & 2 Chainz",35,30,29,14
2012-12-29,"Thinkin Bout You","Frank Ocean",36,32,32,23
2012-12-29,"Wanted","Hunter Hayes",37,34,16,34
2012-12-29,"Hall Of Fame","The Script Featuring will.i.am",38,36,36,12
2012-12-29,"No Worries","Lil Wayne Featuring Detail",39,39,39,15
2012-12-29,"Stupid Boy","Cassadee Pope",40,0,40,1
2012-12-29,"Better Dig Two","The Band Perry",41,40,40,7
2012-12-29,"I'm Different","2 Chainz",42,54,42,5
2012-12-29,"Lights","Ellie Goulding",43,38,2,52
2012-12-29,"Blow Me (One Last Kiss)","P!nk",44,35,5,24
2012-12-29,"Call Me Maybe","Carly Rae Jepsen",45,45,1,43
2012-12-29,"Little Things","One Direction",46,53,41,5
2012-12-29,"Anything Could Happen","Ellie Goulding",47,56,47,10
2012-12-29,"Somebody That I Used To Know","Gotye Featuring Kimbra",48,46,1,50
2012-12-29,"Catch My Breath","Kelly Clarkson",49,52,49,8
2012-12-29,"Goodbye In Her Eyes","Zac Brown Band",50,48,48,10
2012-12-29,"Beer Money","Kip Moore",51,55,51,13
2012-12-29,"Feel Again","OneRepublic",52,37,36,16
2012-12-29,"Til My Last Day","Justin Moore",53,51,51,14
2012-12-29,"Every Storm (Runs Out Of Rain)","Gary Allan",54,50,50,11
2012-12-29,"Radioactive","Imagine Dragons",55,65,55,16
2012-12-29,"Creepin'","Eric Church",56,59,56,17
2012-12-29,"How Country Feels","Randy Houser",57,62,57,11
2012-12-29,"Daylight","Maroon 5",58,77,58,2
2012-12-29,"Kiss Tomorrow Goodbye","Luke Bryan",59,58,29,17
2012-12-29,"The Only Way I Know","Jason Aldean With Luke Bryan & Eric Church",60,64,60,6
2012-12-29,"Wicked Games","The Weeknd",61,63,61,7
2012-12-29,"Birthday Song","2 Chainz Featuring Kanye West",62,60,47,19
2012-12-29,"Remember You","Wiz Khalifa Featuring The Weeknd",63,75,63,4
2012-12-29,"Ball","T.I. Featuring Lil Wayne",64,70,50,9
2012-12-29,"Madness","Muse",65,67,60,17
2012-12-29,"Tornado","Little Big Town",66,76,66,6
2012-12-29,"Did It For The Girl","Greg Bates",67,66,66,13
2012-12-29,"Don't Judge Me","Chris Brown",68,79,68,7
2012-12-29,"Southern Comfort Zone","Brad Paisley",69,73,68,11
2012-12-29,"Let It Be","Terry McDermott",70,0,70,1
2012-12-29,"The One That Got Away","Jake Owen",71,68,51,19
2012-12-29,"Skyfall","Adele",72,61,8,11
2012-12-29,"Somebody's Heartbreak","Hunter Hayes",73,81,73,4
2012-12-29,"El Cerrito Place","Kenny Chesney",74,72,72,10
2012-12-29,"Begin Again","Taylor Swift",75,78,7,11
2012-12-29,"Diced Pineapples","Rick Ross Featuring Wale & Drake",76,71,71,11
2012-12-29,"Poetic Justice","Kendrick Lamar Featuring Drake",77,83,76,8
2012-12-29,"Live While We're Young","One Direction",78,74,3,11
2012-12-29,"One Of Those Nights","Tim McGraw",79,90,79,3
2012-12-29,"Rest Of My Life","Ludacris Featuring Usher & David Guetta",80,86,72,4
2012-12-29,"Stubborn Love","The Lumineers",81,85,81,2
2012-12-29,"Love Sosa","Chief Keef",82,0,82,1
2012-12-29,"Turn On The Lights","Future",83,82,50,19
2012-12-29,"Tip It On Back","Dierks Bentley",84,89,84,4
2012-12-29,"Celebration","Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",85,95,82,6
2012-12-29,"Take A Walk","Passion Pit",86,91,85,16
2012-12-29,"Ready Or Not","Bridgit Mendler",87,97,78,9
2012-12-29,"Merry Go 'round","Kacey Musgraves",88,0,88,1
2012-12-29,"Guap","Big Sean",89,0,89,1
2012-12-29,"Two Black Cadillacs","Carrie Underwood",90,0,90,1
2012-12-29,"Neva End","Future",91,99,91,2
2012-12-29,"Young & Gettin' It","Meek Mill Featuring Kirko Bangz",92,88,88,7
2012-12-29,"Who Booty","Jonn Hart Featuring IamSU!",93,0,93,1
2012-12-29,"Ice","Kelly Rowland Featuring Lil Wayne",94,94,88,9
2012-12-29,"Dance For You","Beyonce",95,98,78,15
2012-12-29,"All Gold Everything","Trinidad James",96,0,96,1
2012-12-29,"Love And War","Tamar Braxton",97,57,57,2
2012-12-29,"Representin'","Ludacris Featuring Kelly Rowland",98,100,97,3
2012-12-29,"My Life","50 Cent Featuring Eminem & Adam Levine",99,80,27,3
2012-12-29,"Finally Found You","Enrique Iglesias Featuring Sammy Adams",100,92,24,14
2012-12-22,"Locked Out Of Heaven","Bruno Mars",1,2,1,10
2012-12-22,"Diamonds","Rihanna",2,1,1,11
2012-12-22,"Die Young","Ke$ha",3,3,2,11
2012-12-22,"Ho Hey","The Lumineers",4,5,4,27
2012-12-22,"One More Night","Maroon 5",5,4,1,25
2012-12-22,"I Cry","Flo Rida",6,8,6,11
2012-12-22,"Home","Phillip Phillips",7,7,7,24
2012-12-22,"Some Nights","fun.",8,6,3,42
2012-12-22,"Beauty And A Beat","Justin Bieber Featuring Nicki Minaj",9,14,9,9
2012-12-22,"Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo",10,9,6,19
2012-12-22,"Gangnam Style","PSY",11,10,2,14
2012-12-22,"Girl On Fire","Alicia Keys Featuring Nicki Minaj",12,11,11,14
2012-12-22,"Scream & Shout","will.i.am & Britney Spears",13,12,12,2
2012-12-22,"Don't You Worry Child","Swedish House Mafia Featuring John Martin",14,21,14,12
2012-12-22,"I Knew You Were Trouble.","Taylor Swift",15,32,3,8
2012-12-22,"Try","P!nk",16,20,16,7
2012-12-22,"Cruise","Florida Georgia Line Featuring Nelly",17,16,16,17
2012-12-22,"The A Team","Ed Sheeran",18,23,18,22
2012-12-22,"Swimming Pools (Drank)","Kendrick Lamar",19,17,17,17
2012-12-22,"Too Close","Alex Clare",20,13,7,37
2012-12-22,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz",21,28,21,10
2012-12-22,"Clique","Kanye West, Jay-Z, Big Sean",22,18,12,14
2012-12-22,"Adorn","Miguel",23,19,17,19
2012-12-22,"It's Time","Imagine Dragons",24,25,22,27
2012-12-22,"We Are Never Ever Getting Back Together","Taylor Swift",25,15,1,18
2012-12-22,"Va Va Voom","Nicki Minaj",26,24,22,8
2012-12-22,"As Long As You Love Me","Justin Bieber Featuring Big Sean",27,26,6,25
2012-12-22,"Don't Wake Me Up","Chris Brown",28,22,10,24
2012-12-22,"All I Want For Christmas Is You","Mariah Carey",29,0,29,2
2012-12-22,"Bandz A Make Her Dance","Juicy J Featuring Lil Wayne & 2 Chainz",30,29,29,13
2012-12-22,"Don't Stop The Party","Pitbull Featuring TJR",31,31,30,8
2012-12-22,"Thinkin Bout You","Frank Ocean",32,35,32,22
2012-12-22,"I Will Wait","Mumford & Sons",33,34,23,18
2012-12-22,"Wanted","Hunter Hayes",34,37,16,33
2012-12-22,"Blow Me (One Last Kiss)","P!nk",35,30,5,23
2012-12-22,"Hall Of Fame","The Script Featuring will.i.am",36,40,36,11
2012-12-22,"Feel Again","OneRepublic",37,36,36,15
2012-12-22,"Lights","Ellie Goulding",38,38,2,51
2012-12-22,"No Worries","Lil Wayne Featuring Detail",39,42,39,14
2012-12-22,"Better Dig Two","The Band Perry",40,44,40,6
2012-12-22,"Little Talks","Of Monsters And Men",41,45,41,29
2012-12-22,"F**kin Problems","A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",42,59,42,6
2012-12-22,"Everybody Talks","Neon Trees",43,33,6,39
2012-12-22,"Sweet Nothing","Calvin Harris Featuring Florence Welch",44,58,44,5
2012-12-22,"Call Me Maybe","Carly Rae Jepsen",45,41,1,42
2012-12-22,"Somebody That I Used To Know","Gotye Featuring Kimbra",46,47,1,49
2012-12-22,"Good Time","Owl City & Carly Rae Jepsen",47,39,8,24
