date,title,artist,current,previous,peak,weeks
2003-12-27,"Hey Ya!","OutKast",1,1,1,11
2003-12-27,"The Way You Move","OutKast Featuring Sleepy Brown",2,2,2,14
2003-12-27,"Milkshake","Kelis",3,4,3,13
2003-12-27,"Stand Up","Ludacris Featuring Shawnna",4,3,1,17
2003-12-27,"You Don't Know My Name","Alicia Keys",5,9,5,7
2003-12-27,"Walked Outta Heaven","Jagged Edge",6,6,6,17
2003-12-27,"Here Without You","3 Doors Down",7,5,5,18
2003-12-27,"Suga Suga","Baby Bash Featuring Frankie J",8,7,7,19
2003-12-27,"Holidae In","Chingy Featuring Ludacris & Snoop Dogg",9,8,3,15
2003-12-27,"Change Clothes","JAY-Z",10,13,10,7
2003-12-27,"Step In The Name Of Love","R. Kelly",11,10,9,19
2003-12-27,"Baby Boy","Beyonce Featuring Sean Paul",12,11,1,20
2003-12-27,"Damn!","YoungBloodZ Featuring Lil Jon",13,12,4,21
2003-12-27,"It's My Life","No Doubt",14,16,14,9
2003-12-27,"Get Low","Lil Jon & The East Side Boyz Featuring Ying Yang Twins",15,14,2,35
2003-12-27,"Someday","Nickelback",16,18,16,19
2003-12-27,"Me, Myself And I","Beyonce",17,22,17,7
2003-12-27,"Slow Jamz","Twista Featuring Kanye West & Jamie Foxx",18,26,18,4
2003-12-27,"Read Your Mind","Avant",19,20,19,13
2003-12-27,"Runnin (Dying To Live)","Tupac Featuring The Notorious B.I.G.",20,19,19,11
2003-12-27,"Stunt 101","G Unit",21,15,13,9
2003-12-27,"Why Don't You & I","Santana Featuring Alex Band Or Chad Kroeger",22,21,8,23
2003-12-27,"Wat Da Hook Gon Be","Murphy Lee Featuring Jermaine Dupri",23,17,17,12
2003-12-27,"Perfect","Simple Plan",24,24,24,9
2003-12-27,"Headstrong","Trapt",25,23,16,36
2003-12-27,"White Flag","Dido",26,28,26,15
2003-12-27,"Numb","Linkin Park",27,31,27,8
2003-12-27,"So Far Away","Staind",28,27,24,22
2003-12-27,"There Goes My Life","Kenny Chesney",29,34,29,8
2003-12-27,"The First Cut Is The Deepest","Sheryl Crow",30,37,30,10
2003-12-27,"Bright Lights","matchbox twenty",31,25,23,14
2003-12-27,"Why Can't I?","Liz Phair",32,32,32,15
2003-12-27,"Gigolo","Nick Cannon Featuring R. Kelly",33,41,33,7
2003-12-27,"Salt Shaker","Ying Yang Twins Featuring Lil Jon & The East Side Boyz",34,45,34,7
2003-12-27,"Right Thurr","Chingy",35,29,2,33
2003-12-27,"The Voice Within","Christina Aguilera",36,40,36,5
2003-12-27,"Harder To Breathe","Maroon 5",37,33,18,19
2003-12-27,"(There's Gotta Be) More To Life","Stacie Orrico",38,30,30,15
2003-12-27,"Through The Wire","Kanye West",39,52,39,5
2003-12-27,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",40,35,1,27
2003-12-27,"I Love This Bar","Toby Keith",41,36,26,17
2003-12-27,"You Can't Take The Honky Tonk Out Of The Girl","Brooks & Dunn",42,42,42,8
2003-12-27,"Invisible","Clay Aiken",43,43,43,6
2003-12-27,"Remember When","Alan Jackson",44,47,44,3
2003-12-27,"Breathe","Michelle Branch",45,39,36,8
2003-12-27,"Cowboys Like Us","George Strait",46,38,38,13
2003-12-27,"Not Today","Mary J. Blige Featuring Eve",47,49,47,3
2003-12-27,"Unwell","matchbox twenty",48,46,5,41
2003-12-27,"More & More","Joe",49,55,48,6
2003-12-27,"Rain On Me","Ashanti",50,44,7,18
2003-12-27,"Fallen","Sarah McLachlan",51,51,51,10
2003-12-27,"Gangsta Nation","Westside Connection Featuring Nate Dogg",52,62,52,4
2003-12-27,"Forthenight","Musiq",53,54,53,8
2003-12-27,"My Baby","Bow Wow Featuring Jagged Edge",54,58,54,4
2003-12-27,"(I Hate) Everything About You","Three Days Grace",55,60,55,5
