date,title,artist,current,previous,peak,weeks
1998-12-26,"I'm Your Angel","R. Kelly & Celine Dion",1,1,1,4
1998-12-26,"Nobody's Supposed To Be Here","Deborah Cox",2,2,2,13
1998-12-26,"Lately","Divine",3,3,1,16
1998-12-26,"From This Moment On","Shania Twain",4,4,4,4
1998-12-26,"...Baby One More Time","Britney Spears",5,8,5,6
1998-12-26,"Because Of You","98 Degrees",6,6,3,13
1998-12-26,"Doo Wop (That Thing)","Lauryn Hill",7,5,1,7
1998-12-26,"Love Like This","Faith Evans",8,7,7,7
1998-12-26,"Have You Ever?","Brandy",9,10,9,4
1998-12-26,"Lullaby","Shawn Mullins",10,9,8,4
1998-12-26,"Goodbye","Spice Girls",11,0,11,1
1998-12-26,"Trippin'","Total Featuring Missy Elliott",12,11,11,8
1998-12-26,"Save Tonight","Eagle-Eye Cherry",13,12,12,4
1998-12-26,"This Kiss","Faith Hill",14,13,7,41
1998-12-26,"Hands","Jewel",15,16,15,4
1998-12-26,"Jumper","Third Eye Blind",16,15,15,4
1998-12-26,"Slide","Goo Goo Dolls",17,19,17,4
1998-12-26,"Iris","Goo Goo Dolls",18,14,9,4
1998-12-26,"The First Night","Monica",19,17,1,20
1998-12-26,"Can I Get A...","Jay-Z Featuring Amil (Of Major Coinz) & Ja",20,21,20,13
1998-12-26,"Love Me","112 Featuring Mase",21,24,17,10
1998-12-26,"I'll Be","Edwin McCain",22,22,5,14
1998-12-26,"How Deep Is Your Love","Dru Hill Featuring Redman",23,18,3,12
1998-12-26,"My Favorite Mistake","Sheryl Crow",24,20,20,4
1998-12-26,"Take Me There","BLACKstreet & Mya Featuring Mase & Blinky Blink",25,27,25,4
1998-12-26,"Thank U","Alanis Morissette",26,23,17,4
1998-12-26,"One Week","Barenaked Ladies",27,25,1,13
1998-12-26,"Angel","Sarah McLachlan",28,41,28,4
1998-12-26,"Are You That Somebody?","Aaliyah",29,26,21,4
1998-12-26,"Miami","Will Smith",30,33,30,4
1998-12-26,"Inside Out","Eve 6",31,28,28,4
1998-12-26,"Too Close","Next",32,30,1,46
1998-12-26,"Touch It","Monifah",33,29,9,21
1998-12-26,"(God Must Have Spent) A Little More Time On You","'N Sync",34,44,34,4
1998-12-26,"Hard Knock Life (Ghetto Anthem)","JAY-Z",35,34,32,8
1998-12-26,"These Are The Times","Dru Hill",36,35,35,4
1998-12-26,"Angel Of Mine","Monica",37,51,37,4
1998-12-26,"Changes","2Pac",38,43,38,4
1998-12-26,"You're Beginning To Get To Me","Clay Walker",39,42,39,4
1998-12-26,"Someone You Used To Know","Collin Raye",40,37,37,6
1998-12-26,"The Power Of Good-Bye","Madonna",41,31,11,11
1998-12-26,"Pushin' Weight","Ice Cube Featuring Mr. Short Khop",42,49,28,9
