date,title,artist,current,previous,peak,weeks
2002-12-28,"Lose Yourself","Eminem",1,1,1,13
2002-12-28,"Work It","Missy "Misdemeanor" Elliott",2,2,2,16
2002-12-28,"Jenny From The Block","Jennifer Lopez Featuring Styles & Jadakiss",3,3,3,12
2002-12-28,"'03 Bonnie & Clyde","Jay-Z Featuring Beyonce Knowles",4,5,4,10
2002-12-28,"Air Force Ones","Nelly Featuring Kyjuan, Ali & Murphy Lee",5,4,4,8
2002-12-28,"Beautiful","Christina Aguilera",6,10,6,6
2002-12-28,"Bump, Bump, Bump","B2K & P. Diddy",7,12,7,5
2002-12-28,"Don't Mess With My Man","Nivea Featuring Brian & Brandon Casey",8,8,8,21
2002-12-28,"Underneath It All","No Doubt Featuring Lady Saw",9,6,3,18
2002-12-28,"The Game Of Love","Santana Featuring Michelle Branch",10,7,5,13
2002-12-28,"Love Of My Life (An Ode To Hip Hop)","Erykah Badu Featuring Common",11,11,11,17
2002-12-28,"Gimme The Light","Sean Paul",12,9,7,35
2002-12-28,"She Hates Me","Puddle Of Mudd",13,14,13,12
2002-12-28,"Landslide","Dixie Chicks",14,15,13,15
2002-12-28,"Miss You","Aaliyah",15,24,15,5
2002-12-28,"I'm With You","Avril Lavigne",16,26,16,4
2002-12-28,"Luv U Better","LL Cool J",17,13,4,19
2002-12-28,"dontchange","Musiq",18,17,17,17
2002-12-28,"Thugz Mansion","2Pac",19,30,19,4
2002-12-28,"Hey Ma","Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",20,16,3,18
2002-12-28,"Family Portrait","P!nk",21,25,21,7
2002-12-28,"Your Body Is A Wonderland","John Mayer",22,23,22,9
2002-12-28,"She'll Leave You With A Smile","George Strait",23,27,23,13
2002-12-28,"One Last Breath","Creed",24,20,6,30
2002-12-28,"All I Have","Jennifer Lopez Featuring LL Cool J",25,0,25,1
2002-12-28,"Dilemma","Nelly Featuring Kelly Rowland",26,18,1,25
2002-12-28,"When The Last Time","Clipse",27,19,19,16
2002-12-28,"Who's Your Daddy?","Toby Keith",28,22,22,13
2002-12-28,"Cry Me A River","Justin Timberlake",29,44,29,2
2002-12-28,"These Days","Rascal Flatts",30,28,23,13
2002-12-28,"19 Somethin'","Mark Wills",31,34,31,6
2002-12-28,"Ignition","R. Kelly",32,35,32,8
2002-12-28,"Disease","matchbox twenty",33,29,29,11
2002-12-28,"Picture","Kid Rock Featuring Sheryl Crow Or Allison Moorer",34,46,34,5
2002-12-28,"Die Another Day","Madonna",35,21,8,11
2002-12-28,"I Should Be...","Dru Hill",36,38,36,4
2002-12-28,"Fabulous","Jaheim Featuring Tha Rayne",37,33,33,7
2002-12-28,"When I'm Gone","3 Doors Down",38,49,38,6
2002-12-28,"Made You Look","Nas",39,58,39,2
2002-12-28,"Stole","Kelly Rowland",40,31,27,14
2002-12-28,"Complicated","Avril Lavigne",41,36,2,31
2002-12-28,"Like I Love You","Justin Timberlake",42,32,11,17
2002-12-28,"Do That...","Baby Featuring P. Diddy",43,54,43,7
2002-12-28,"Fall Into Me","Emerson Drive",44,45,44,7
2002-12-28,"Satisfaction","Eve",45,57,45,5
2002-12-28,"Somebody Like You","Keith Urban",46,37,23,20
2002-12-28,"Lifestyles Of The Rich And Famous","Good Charlotte",47,53,47,3
2002-12-28,"React","Erick Sermon Featuring Redman",48,41,36,11
2002-12-28,"Wanksta","50 Cent",49,50,49,5
2002-12-28,"All My Life","Foo Fighters",50,43,43,9
2002-12-28,"Talkin' To Me","Amerie",51,56,51,4
2002-12-28,"Red Rag Top","Tim McGraw",52,40,40,12
2002-12-28,"Paradise","LL Cool J Featuring Amerie",53,69,53,3
2002-12-28,"I Care 4 U","Aaliyah",54,51,16,19
2002-12-28,"Thug Lovin'","Ja Rule Featuring Bobby Brown",55,42,42,6
2002-12-28,"Sk8er Boi","Avril Lavigne",56,39,10,16
2002-12-28,"The Baby","Blake Shelton",57,60,57,4
2002-12-28,"You Know You're Right","Nirvana",58,52,45,11
2002-12-28,"I Just Wanna Be Mad","Terri Clark",59,59,59,8
2002-12-28,"A Lot Of Things Different","Kenny Chesney",60,55,55,5
2002-12-28,"Something","Lasgo",61,67,61,9
2002-12-28,"Make It Clap","Busta Rhymes Featuring Spliff Star",62,68,62,8
2002-12-28,"Always","Saliva",63,66,63,3
2002-12-28,"The Red","Chevelle",64,75,64,5
2002-12-28,"Don't Know Why","Norah Jones",65,62,52,14
2002-12-28,"Dirrty","Christina Aguilera Featuring Redman",66,83,48,15
2002-12-28,"Mesmerize","Ja Rule Featuring Ashanti",67,0,67,1
2002-12-28,"You Can't Hide Beautiful","Aaron Lines",68,0,68,1
2002-12-28,"Cochise","Audioslave",69,73,69,6
2002-12-28,"These Are The Days","O-Town",70,64,64,4
2002-12-28,"Spin","Lifehouse",71,82,71,7
2002-12-28,"Fine Again","Seether",72,0,72,1
2002-12-28,"Bother","Stone Sour",73,72,56,9
2002-12-28,"Prayer","Disturbed",74,74,58,14
