date,title,artist,current,previous,peak,weeks
2001-12-29,"How You Remind Me","Nickelback",1,1,1,17
2001-12-29,"U Got It Bad","Usher",2,2,1,15
2001-12-29,"Family Affair","Mary J. Blige",3,3,1,23
2001-12-29,"Get The Party Started","P!nk",4,5,4,10
2001-12-29,"Hero","Enrique Iglesias",5,4,3,14
2001-12-29,"Whenever, Wherever","Shakira",6,7,6,10
2001-12-29,"Always On Time","Ja Rule Featuring Ashanti",7,9,7,7
2001-12-29,"Differences","Ginuwine",8,6,4,23
2001-12-29,"My Sacrifice","Creed",9,11,9,10
2001-12-29,"Livin' It Up","Ja Rule Featuring Case",10,8,6,18
2001-12-29,"A Woman's Worth","Alicia Keys",11,13,11,10
2001-12-29,"Turn Off The Light","Nelly Furtado",12,10,5,20
2001-12-29,"Gone","'N Sync",13,12,11,15
2001-12-29,"Superman (It's Not Easy)","Five For Fighting",14,15,14,18
2001-12-29,"Wherever You Will Go","The Calling",15,19,15,8
2001-12-29,"Rock The Boat","Aaliyah",16,17,14,17
2001-12-29,"I Do!!","Toya",17,20,16,31
2001-12-29,"I'm Real","Jennifer Lopez Featuring Ja Rule",18,14,1,26
2001-12-29,"Only Time","Enya",19,16,10,25
2001-12-29,"Where The Stars And Stripes And The Eagle Fly","Aaron Tippin",20,25,20,11
2001-12-29,"Butterflies","Michael Jackson",21,26,21,7
2001-12-29,"We Thuggin'","Fat Joe Featuring R. Kelly",22,23,22,10
2001-12-29,"Caramel","City High Featuring Eve",23,24,19,12
2001-12-29,"Fallin'","Alicia Keys",24,18,1,29
2001-12-29,"#1","Nelly",25,22,22,11
2001-12-29,"In The End","Linkin Park",26,32,26,9
2001-12-29,"Hey Baby","No Doubt Featuring Bounty Killer",27,36,27,4
2001-12-29,"Son Of A Gun","Janet Featuring Missy Elliott, P. Diddy & Carly Simon",28,29,28,6
2001-12-29,"Emotion","Destiny's Child",29,21,10,14
2001-12-29,"Where Were You (When The World Stopped Turning)","Alan Jackson",30,30,30,6
2001-12-29,"It's Been Awhile","Staind",31,27,5,38
2001-12-29,"Dig In","Lenny Kravitz",32,31,31,12
2001-12-29,"I Wanna Talk About Me","Toby Keith",33,28,28,12
2001-12-29,"Roll Out (My Business)","Ludacris",34,42,34,8
2001-12-29,"7 Days","Craig David",35,35,35,4
2001-12-29,"Standing Still","Jewel",36,41,36,7
2001-12-29,"Run","George Strait",37,34,34,10
2001-12-29,"Lights, Camera, Action!","Mr. Cheeks",38,38,38,12
2001-12-29,"Good Morning Beautiful","Steve Holy",39,43,39,5
2001-12-29,"Hanging By A Moment","Lifehouse",40,33,2,47
2001-12-29,"Break Ya Neck","Busta Rhymes",41,44,41,8
2001-12-29,"Drops Of Jupiter (Tell Me)","Train",42,39,5,42
2001-12-29,"Riding With Private Malone","David Ball",43,40,36,10
2001-12-29,"I'm Tryin'","Trace Adkins",44,48,44,11
2001-12-29,"Alive","P.O.D.",45,53,45,9
2001-12-29,"Wrapped Up In You","Garth Brooks",46,49,46,10
2001-12-29,"Bouncin' Back (Bumpin' Me Against The Wall)","Mystikal",47,54,47,3
2001-12-29,"Wrapped Around","Brad Paisley",48,55,48,7
2001-12-29,"You Gets No Love","Faith Evans",49,47,38,13
2001-12-29,"Raise Up","Petey Pablo",50,45,25,21
2001-12-29,"The Whole World","OutKast Featuring Killer Mike",51,68,51,2
2001-12-29,"Girls, Girls, Girls","JAY-Z",52,37,17,12
2001-12-29,"No More Drama","Mary J. Blige",53,64,53,3
2001-12-29,"Blurry","Puddle Of Mudd",54,72,54,2
2001-12-29,"Lifetime","Maxwell",55,52,22,17
2001-12-29,"Bring On The Rain","Jo Dee Messina With Tim McGraw",56,57,56,4
2001-12-29,"Can't Fight The Moonlight","LeAnn Rimes",57,78,57,24
2001-12-29,"Everywhere","Michelle Branch",58,51,12,18
2001-12-29,"The World's Greatest","R. Kelly",59,0,59,1
2001-12-29,"Take Away","Missy "Misdemeanor" Elliott Featuring Ginuwine & Tweet",60,60,60,3
2001-12-29,"Brotha","Angie Stone",61,63,61,8
2001-12-29,"Young'n (Holla Back)","Fabolous",62,67,62,5
2001-12-29,"Ooohhhwee","Master P Featuring Weebie",63,0,63,1
2001-12-29,"I'm A Slave 4 U","Britney Spears",64,50,27,11
2001-12-29,"Goodbye","Jagged Edge",65,58,58,7
2001-12-29,"The Long Goodbye","Brooks & Dunn",66,75,66,2
2001-12-29,"Love Of A Woman","Travis Tritt",67,59,39,16
2001-12-29,"Let's Stay Home Tonight","Joe",68,70,68,2
2001-12-29,"Wish You Were Here","Incubus",69,62,60,15
2001-12-29,"Welcome To Atlanta","Jermaine Dupri & Ludacris",70,0,70,1
2001-12-29,"With Me","Lonestar",71,65,63,10
2001-12-29,"Dance With Me","112",72,66,39,16
2001-12-29,"God Bless The USA","Lee Greenwood",73,69,16,14
2001-12-29,"Ain't It Funny","Jennifer Lopez Featuring Ja Rule",74,0,74,1
2001-12-29,"From Her Mama (Mama Got A**)","Juvenile",75,74,74,8
2001-12-29,"Fade","Staind",76,71,62,11
2001-12-29,"Don't You Forget It","Glenn Lewis",77,77,77,5
2001-12-29,"Stuck In A Moment You Can't Get Out Of","U2",78,73,52,14
2001-12-29,"Smooth Criminal","Alien Ant Farm",79,56,23,19
2001-12-29,"Drowning","Backstreet Boys",80,61,28,11
2001-12-29,"Never Too Far/Hero Medley","Mariah Carey",81,0,81,1
2001-12-29,"AM To PM","Christina Milian",82,83,27,19
2001-12-29,"Where I Come From","Alan Jackson",83,80,34,19
2001-12-29,"Love Of My Life","Brian McKnight",84,76,51,16
