date,title,artist,current,previous,peak,weeks,new
1969-12-27,"Led Zeppelin II","Led Zeppelin",1,2,1,8,False
1969-12-27,"Abbey Road","The Beatles",2,1,1,11,False
1969-12-27,"Let It Bleed","The Rolling Stones",3,5,3,4,False
1969-12-27,"Tom Jones Live In Las Vegas","Tom Jones",4,3,3,7,False
1969-12-27,"Willy And The Poorboys","Creedence Clearwater Revival",5,11,5,3,False
1969-12-27,"Was Captured Live At The Forum","Three Dog Night",6,12,6,5,False
1969-12-27,"Green River","Creedence Clearwater Revival",7,4,1,16,False
1969-12-27,"Blood, Sweat & Tears","Blood, Sweat & Tears",8,8,1,48,False
1969-12-27,"Crosby,Stills & Nash","Crosby, Stills & Nash",9,9,6,27,False
1969-12-27,"Puzzle People","The Temptations",10,6,5,12,False
1969-12-27,"Santana","Santana",11,7,4,16,False
1969-12-27,"From Memphis To Vegas / From Vegas To Memphis","Elvis Presley",12,14,12,5,False
1969-12-27,"The Band","The Band",13,17,11,11,False
1969-12-27,"Easy Rider","Soundtrack",14,10,10,17,False
1969-12-27,"Joe Cocker!","Joe Cocker",15,19,15,6,False
1969-12-27,"In-A-Gadda-Da-Vida","Iron Butterfly",16,16,4,76,False
1969-12-27,"Volunteers","Jefferson Airplane",17,13,13,6,False
1969-12-27,"Monster","Steppenwolf",18,21,18,7,False
1969-12-27,"Hair","Original Cast Recording",19,25,1,74,False
1969-12-27,"Bobby Sherman","Bobby Sherman",20,27,20,8,False
1969-12-27,"Hot Buttered Soul","Isaac Hayes",21,20,8,25,False
1969-12-27,"Johnny Cash At San Quentin","Johnny Cash",22,15,1,26,False
1969-12-27,"a group called Smith","Smith",23,23,17,15,False
1969-12-27,"The Best Of Charley Pride","Charley Pride",24,26,24,9,False
1969-12-27,"Alice's Restaurant","Soundtrack",25,24,17,82,False
1969-12-27,"I Got Dem Ol' Kozmic Blues Again Mama!","Janis Joplin",26,18,5,12,False
1969-12-27,"The Best Of Tommy James & The Shondells","Tommy James",27,48,27,3,False
1969-12-27,"Through The Past, Darkly (Big Hits Vol. 2)","The Rolling Stones",28,22,2,16,False
1969-12-27,"Led Zeppelin","Led Zeppelin",29,34,10,46,False
1969-12-27,"Album 1700","Peter, Paul & Mary",30,40,15,48,False
1969-12-27,"The Brass Are Comin'","Herb Alpert & The Tijuana Brass",31,31,31,6,False
1969-12-27,"Blind Faith","Blind Faith",32,32,1,20,False
