date,title,artist,current,previous,peak,weeks,new
2018-12-29,"Dying To Live","Kodak Black",1,0,1,1,True
2018-12-29,"Championships","Meek Mill",2,2,1,3,False
2018-12-29,"A Star Is Born (Soundtrack)","Lady Gaga & Bradley Cooper",3,4,1,11,False
2018-12-29,"Christmas","Michael Buble",4,3,1,71,False
2018-12-29,"Spider-Man: Into The Spider-Verse","Soundtrack",5,0,5,1,True
2018-12-29,"ASTROWORLD","Travis Scott",6,6,1,20,False
2018-12-29,"Christmas Is Here!","Pentatonix",7,11,7,8,False
2018-12-29,"Bohemian Rhapsody (Soundtrack)","Queen",8,13,3,9,False
2018-12-29,"Scorpion","Drake",9,10,1,25,False
2018-12-29,"The Greatest Showman","Soundtrack",10,12,1,54,False
2018-12-29,"Springsteen On Broadway","Bruce Springsteen",11,0,11,1,True
2018-12-29,"beerbongs & bentleys","Post Malone",12,14,1,34,False
2018-12-29,"A Pentatonix Christmas","Pentatonix",13,16,1,30,False
2018-12-29,"Merry Christmas","Mariah Carey",14,17,3,80,False
2018-12-29,"The Christmas Song","Nat King Cole",15,18,15,40,False
2018-12-29,"A Charlie Brown Christmas (Soundtrack)","Vince Guaraldi Trio",16,20,16,71,False
2018-12-29,"Skins","XXXTENTACION",17,1,1,2,False
2018-12-29,"Love","Michael Buble",18,19,2,5,False
2018-12-29,"DUMMY BOY","6ix9ine",19,8,2,4,False
2018-12-29,"Street Gossip","Lil Baby",20,9,2,3,False
2018-12-29,"A Christmas Gift For You From Phil Spector","Various Artists",21,50,21,3,False
2018-12-29,"Goodbye & Good Riddance","Juice WRLD",22,21,4,31,False
2018-12-29,"Sweetener","Ariana Grande",23,23,1,18,False
2018-12-29,"Drip Harder","Lil Baby & Gunna",24,22,4,11,False
2018-12-29,"Ultimate Christmas","Frank Sinatra",25,27,25,12,False
2018-12-29,"Look Up Child","Lauren Daigle",26,32,3,15,False
2018-12-29,"The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection","Bing Crosby",27,33,27,34,False
2018-12-29,"Invasion Of Privacy","Cardi B",28,29,1,37,False
2018-12-29,"Evil Genius","Gucci Mane",29,5,5,2,False
2018-12-29,"This One's For You","Luke Combs",30,31,4,81,False
2018-12-29,"The Classic Christmas Album","Perry Como",31,36,31,6,False
2018-12-29,"Origins","Imagine Dragons",32,34,2,6,False
2018-12-29,"Greatest Hits I II & III: The Platinum Collection","Queen",33,28,9,123,False
2018-12-29,"Tha Carter V","Lil Wayne",34,25,1,12,False
2018-12-29,"?","XXXTENTACION",35,24,1,40,False
2018-12-29,"Classic Christmas Album","Andy Williams",36,38,36,13,False
2018-12-29,"Hamilton: An American Musical","Original Broadway Cast",37,44,3,169,False
2018-12-29,"A Legendary Christmas","John Legend",38,30,26,8,False
2018-12-29,"Noel","Josh Groban",39,41,1,88,False
2018-12-29,"Rudolph The Red Nosed Reindeer And Other Christmas Classics","Gene Autry",40,42,40,6,False
2018-12-29,"Pray For The Wicked","Panic! At The Disco",41,48,1,26,False
2018-12-29,"Trench","twenty one pilots",42,55,2,11,False
2018-12-29,"That's Christmas To Me","Pentatonix",43,46,2,48,False
2018-12-29,"Not All Heroes Wear Capes","Metro Boomin",44,35,1,7,False
2018-12-29,"÷ (Divide)","Ed Sheeran",45,47,1,94,False
2018-12-29,"Dont Smile At Me","Billie Eilish",46,37,24,52,False
2018-12-29,"Kamikaze","Eminem",47,40,1,16,False
2018-12-29,"The Beatles [White Album]","The Beatles",48,57,1,190,False
2018-12-29,"Ella Mai","Ella Mai",49,43,5,10,False
2018-12-29,"It's Christmas Time","Elvis Presley",50,51,41,70,False
2018-12-29,"Wrapped In Red","Kelly Clarkson",51,58,3,37,False
2018-12-29,"Rudolph The Red-Nosed Reindeer","Burl Ives",52,54,52,35,False
2018-12-29,"Telling All My Secrets","Mitchell Tenpenny",53,0,53,1,True
2018-12-29,"STOKELEY","Ski Mask The Slump God",54,26,6,3,False
2018-12-29,"A Love Letter To You 3","Trippie Redd",55,39,3,6,False
2018-12-29,"Stoney","Post Malone",56,49,4,106,False
2018-12-29,"Egypt Station","Paul McCartney",57,0,1,6,False
2018-12-29,"Si","Andrea Bocelli",58,45,1,8,False
2018-12-29,"Delta","Mumford & Sons",59,52,1,5,False
2018-12-29,"Experiment","Kane Brown",60,67,1,6,False
2018-12-29,"Icarus Falls","Zayn",61,0,61,1,True
2018-12-29,"American Teen","Khalid",62,59,4,94,False
2018-12-29,"Evolve","Imagine Dragons",63,65,2,78,False
2018-12-29,"Christmas Classics","Bing Crosby",64,61,49,21,False
2018-12-29,"Warmer In The Winter","Lindsey Stirling",65,64,22,16,False
2018-12-29,"Dan + Shay","Dan + Shay",66,66,6,26,False
2018-12-29,"Queen","Nicki Minaj",67,53,2,19,False
2018-12-29,"Traveller","Chris Stapleton",68,70,1,171,False
2018-12-29,"The Dean Martin Christmas Album","Dean Martin",69,63,63,8,False
2018-12-29,"17","XXXTENTACION",70,56,2,69,False
2018-12-29,"Rumours","Fleetwood Mac",71,83,1,301,False
2018-12-29,"Thriller","Michael Jackson",72,101,1,346,False
2018-12-29,"The Greatest Showman: Reimagined","Various Artists",73,93,3,5,False
2018-12-29,"Love Yourself: Answer","BTS",74,82,1,17,False
