date,title,artist,current,previous,peak,weeks,new
1994-12-31,"Miracles: The Holiday Album","Kenny G",1,2,1,7,False
1994-12-31,"Vitalogy","Pearl Jam",2,1,1,4,False
1994-12-31,"The Hits","Garth Brooks",3,0,3,1,True
1994-12-31,"Hell Freezes Over","Eagles",4,6,1,6,False
1994-12-31,"Merry Christmas","Mariah Carey",5,4,3,7,False
1994-12-31,"II","Boyz II Men",6,5,1,16,False
1994-12-31,"Live At The BBC","The Beatles",7,3,3,2,False
1994-12-31,"Dookie","Green Day",8,7,4,45,False
1994-12-31,"Smash","The Offspring",9,10,4,31,False
1994-12-31,"MTV Unplugged In New York","Nirvana",10,8,1,7,False
1994-12-31,"The Lion King","Soundtrack",11,9,1,29,False
1994-12-31,"Wildflowers","Tom Petty",12,11,8,7,False
1994-12-31,"No Need To Argue","The Cranberries",13,15,9,11,False
1994-12-31,"Monster","R.E.M.",14,13,1,12,False
1994-12-31,"Big Ones","Aerosmith",15,12,6,7,False
1994-12-31,"Duets II","Frank Sinatra",16,14,9,5,False
1994-12-31,"Cross Road","Bon Jovi",17,17,8,9,False
1994-12-31,"Greatest Hits","Bob Seger & The Silver Bullet Band",18,20,8,8,False
1994-12-31,"Yes I Am","Melissa Etheridge",19,23,16,65,False
1994-12-31,"Bedtime Stories","Madonna",20,16,3,8,False
1994-12-31,"CrazySexyCool","TLC",21,18,15,5,False
1994-12-31,"From The Cradle","Eric Clapton",22,24,1,14,False
1994-12-31,"The Sign","Ace Of Base",23,21,1,56,False
1994-12-31,"My Life","Mary J. Blige",24,19,9,3,False
1994-12-31,"Purple","Stone Temple Pilots",25,25,1,28,False
1994-12-31,"The Best Of Sade","Sade",26,22,9,6,False
1994-12-31,"Live At The Acropolis","Yanni",27,29,5,42,False
1994-12-31,"The 3 Tenors In Concert 1994","Carreras, Domingo, Pavarotti (Mehta)",28,34,4,16,False
1994-12-31,"Fields Of Gold - Best Of Sting 1984-1994","Sting",29,28,7,6,False
1994-12-31,"Not A Moment Too Soon","Tim McGraw",30,30,1,39,False
1994-12-31,"Tuesday Night Music Club","Sheryl Crow",31,26,8,42,False
1994-12-31,"Murder Was The Case","Soundtrack",32,27,1,9,False
1994-12-31,"Forrest Gump","Soundtrack",33,37,2,24,False
1994-12-31,"The Tractors","The Tractors",34,31,30,16,False
1994-12-31,"The Concert","Barbra Streisand",35,35,10,12,False
1994-12-31,"Hold Me, Thrill Me, Kiss Me","Gloria Estefan",36,32,9,9,False
1994-12-31,"Candlebox","Candlebox",37,33,7,58,False
1994-12-31,"August And Everything After","Counting Crows",38,45,4,53,False
1994-12-31,"Rhythm Of Love","Anita Baker",39,42,3,14,False
1994-12-31,"Weezer","Weezer",40,48,40,19,False
1994-12-31,"Pulp Fiction","Soundtrack",41,41,21,10,False
1994-12-31,"No Quarter","Jimmy Page & Robert Plant",42,39,4,6,False
1994-12-31,"Chant","The Benedictine Monks Of Santo Domingo De Silos",43,62,3,40,False
1994-12-31,"Holly & Ivy","Natalie Cole",44,36,36,6,False
1994-12-31,"Stones In The Road","Mary Chapin Carpenter",45,40,10,11,False
1994-12-31,"Who I Am","Alan Jackson",46,46,5,25,False
1994-12-31,"The Icon Is Love","Barry White",47,38,20,11,False
1994-12-31,"Voodoo Lounge","The Rolling Stones",48,43,2,23,False
1994-12-31,"Waitin' On Sundown","Brooks & Dunn",49,47,15,12,False
1994-12-31,"Songs","Luther Vandross",50,44,5,13,False
1994-12-31,"House Of Love","Amy Grant",51,52,13,17,False
1994-12-31,"Lead On","George Strait",52,49,26,6,False
1994-12-31,"Woodstock 94","Various Artists",53,50,50,6,False
1994-12-31,"Superunknown","Soundgarden",54,58,1,41,False
1994-12-31,"Breathless","Kenny G",55,69,2,109,False
1994-12-31,"Cracked Rear View","Hootie & The Blowfish",56,60,41,23,False
1994-12-31,"Read My Mind","Reba McEntire",57,54,2,34,False
1994-12-31,"Pisces Iscariot","The Smashing Pumpkins",58,55,4,11,False
1994-12-31,"Singin' With The Big Bands","Barry Manilow",59,75,59,10,False
1994-12-31,"You Might Be A Redneck If...","Jeff Foxworthy",60,67,60,19,False
1994-12-31,"Third Rock From The Sun","Joe Diffie",61,63,53,21,False
1994-12-31,"Regulate...G Funk Era","Warren G",62,68,2,28,False
1994-12-31,"When Love Finds You","Vince Gill",63,64,6,28,False
1994-12-31,"The Sweetest Days","Vanessa Williams",64,61,61,2,False
1994-12-31,"Creepin On Ah Come Up (EP)","Bone Thugs-N-Harmony",65,65,12,23,False
1994-12-31,"The Downward Spiral","Nine Inch Nails",66,74,2,41,False
1994-12-31,"Brandy","Brandy",67,73,42,12,False
1994-12-31,"Jason's Lyric","Soundtrack",68,59,17,12,False
1994-12-31,"The Diary","Scarface",69,56,2,9,False
1994-12-31,"All-4-One","All-4-One",70,71,7,36,False
1994-12-31,"Bootlegs & B-Sides","Ice Cube",71,53,19,4,False
1994-12-31,"The Christmas Album Volume II","Neil Diamond",72,51,51,6,False
1994-12-31,"She","Harry Connick, Jr.",73,78,16,23,False
1994-12-31,"Throwing Copper","Live",74,83,38,34,False
1994-12-31,"Forest","George Winston",75,86,62,10,False
1994-12-31,"Music Box","Mariah Carey",76,79,1,68,False
1994-12-31,"Youthanasia","Megadeth",77,70,4,7,False
1994-12-31,"Chant Noel","The Benedictine Monks Of Santo Domingo De Silos",78,80,78,6,False
1994-12-31,"Kickin' It Up","John Michael Montgomery",79,77,1,47,False
1994-12-31,"Very Necessary","Salt-N-Pepa",80,84,4,62,False
1994-12-31,"MTV Party To Go Volume 6","Various Artists",81,76,76,4,False
1994-12-31,"Tical","Method Man",82,66,4,5,False
1994-12-31,"Jock Rock Volume 1","Various Artists",83,82,82,8,False
1994-12-31,"Blackstreet","BLACKstreet",84,87,52,26,False
1994-12-31,"janet.","Janet Jackson",85,88,1,83,False
1994-12-31,"The Bodyguard","Whitney Houston",86,89,1,109,False
1994-12-31,"Amerikkka's Nightmare","Spice 1",87,72,22,4,False
1994-12-31,"Toni Braxton","Toni Braxton",88,98,1,75,False
1994-12-31,"One Emotion","Clint Black",89,93,37,11,False
1994-12-31,"Live Through This","Hole",90,102,55,25,False
1994-12-31,"Greatest Hits","Tom Petty And The Heartbreakers",91,96,5,57,False
1994-12-31,"Greatest Hits Volume Two","Reba McEntire",92,99,5,64,False
1994-12-31,"Storm In The Heartland","Billy Ray Cyrus",93,85,73,6,False
1994-12-31,"Nineteen Ninety Quad","69 Boyz",94,97,63,25,False
1994-12-31,"The Colour Of My Love","Celine Dion",95,101,4,58,False
1994-12-31,"Ten","Pearl Jam",96,110,2,157,False
1994-12-31,"The Unplugged Collection Volume One","Various Artists",97,116,97,2,False
1994-12-31,"I See It Now","Tracy Lawrence",98,91,28,13,False
1994-12-31,"Playtyme Is Over","Immature",99,121,95,19,False
1994-12-31,"The Lion King Sing-Along (EP)","Soundtrack Cast",100,124,40,27,False
1994-12-31,"Promised Land","Queensryche",101,95,3,9,False
1994-12-31,"Siamese Dream","The Smashing Pumpkins",102,112,10,73,False
1994-12-31,"Healing Hands Of Time","Willie Nelson",103,179,103,7,False
1994-12-31,"The Phantom Of The Opera: Highlights","Original London Cast Recording",104,115,46,252,False
1994-12-31,"American Thighs","Veruca Salt",105,109,97,9,False
1994-12-31,"Dare Iz A Darkside","Redman",106,81,13,4,False
1994-12-31,"Get A Grip","Aerosmith",107,106,1,87,False
1994-12-31,"Dance Naked","John Mellencamp",108,108,13,26,False
1994-12-31,"If Every Day Was Like Christmas","Elvis Presley",109,94,94,5,False
1994-12-31,"The Division Bell","Pink Floyd",110,118,1,37,False
1994-12-31,"Greatest Hits III","Alabama",111,111,90,12,False
1994-12-31,"A Low Down Dirty Shame","Soundtrack",112,92,70,6,False
1994-12-31,"In Pieces","Garth Brooks",113,90,1,68,False
1994-12-31,"Nevermind","Nirvana",114,117,1,163,False
1994-12-31,"Amorica","The Black Crowes",115,100,11,7,False
1994-12-31,"The Jerky Boys 2","The Jerky Boys",116,123,12,18,False
1994-12-31,"Dulcinea","Toad The Wet Sprocket",117,114,34,30,False
1994-12-31,"Interview With The Vampire","Soundtrack",118,0,118,1,True
1994-12-31,"Metallica","Metallica",119,120,1,175,False
1994-12-31,"A Family Christmas","John Tesh",120,103,103,4,False
1994-12-31,"Shaq-Fu: Da Return","Shaquille O'Neal",121,113,67,6,False
1994-12-31,"Kick A Little","Little Texas",122,122,51,12,False
1994-12-31,"Take Me As I Am","Faith Hill",123,125,59,44,False
1994-12-31,"Fumbling Towards Ecstasy","Sarah McLachlan",124,142,50,44,False
1994-12-31,"New Miserable Experience","Gin Blossoms",125,132,30,88,False
1994-12-31,"Reality Bites","Soundtrack",126,131,13,45,False
