chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2025-08-09,1,Ordinary,Alex Warren,1,1,25
2025-08-09,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",2,2,6
2025-08-09,3,What I Want,Morgan Wallen Featuring Tate McRae,4,1,11
2025-08-09,4,Daisies,Justin Bieber,3,2,3
2025-08-09,5,Just In Case,Morgan Wallen,5,2,19
2025-08-09,6,Love Me Not,Ravyn Lenae,6,6,18
2025-08-09,7,Lose Control,Teddy Swims,7,1,102
2025-08-09,8,A Bar Song (Tipsy),Shaboozey,8,1,68
2025-08-09,9,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",12,9,6
2025-08-09,10,Die With A Smile,Lady Gaga & Bruno Mars,10,1,50
2025-08-09,11,I'm The Problem,Morgan Wallen,11,2,26
2025-08-09,12,Luther,Kendrick Lamar & SZA,9,1,36
2025-08-09,13,Manchild,Sabrina Carpenter,13,1,8
2025-08-09,14,Pink Pony Club,Chappell Roan,15,4,59
2025-08-09,15,Beautiful Things,Benson Boone,14,2,79
2025-08-09,16,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",21,16,5
2025-08-09,17,Good News,Shaboozey,22,17,36
2025-08-09,18,Mutt,Leon Thomas,20,12,26
2025-08-09,19,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",19,19,5
2025-08-09,20,I Had Some Help,Post Malone Featuring Morgan Wallen,17,1,64
2025-08-09,21,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,-,21,4
2025-08-09,22,Birds Of A Feather,Billie Eilish,18,2,63
2025-08-09,23,Which One,Drake & Central Cee,-,23,1
2025-08-09,24,I Got Better,Morgan Wallen,25,7,11
2025-08-09,25,Mystical Magical,Benson Boone,24,17,14
2025-08-09,26,Sorry I'm Here For Someone Else,Benson Boone,28,19,22
2025-08-09,27,All The Way,BigXthaPlug Featuring Bailey Zimmerman,27,4,17
2025-08-09,28,Free,"Rumi, JINU, EJAE & Andrew Choi",30,28,5
2025-08-09,29,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",31,29,5
2025-08-09,30,Undressed,sombr,29,25,17
2025-08-09,31,What Did I Miss?,Drake,23,2,4
2025-08-09,32,Back To Friends,sombr,42,31,18
2025-08-09,33,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",39,33,5
2025-08-09,34,Blue Strips,jessie murph,26,15,16
