chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2025-12-06,1,The Fate Of Ophelia,Taylor Swift,1,1,8
2025-12-06,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",2,1,23
2025-12-06,3,Ordinary,Alex Warren,3,1,42
2025-12-06,4,Man I Need,Olivia Dean,4,4,14
2025-12-06,5,All I Want For Christmas Is You,Mariah Carey,8,1,75
2025-12-06,6,Last Christmas,Wham!,11,3,49
2025-12-06,7,Rockin' Around The Christmas Tree,Brenda Lee,13,1,67
2025-12-06,8,Jingle Bell Rock,Bobby Helms,14,3,64
2025-12-06,9,Mutt,Leon Thomas,6,6,43
2025-12-06,10,Opalite,Taylor Swift,5,2,8
2025-12-06,11,Choosin' Texas,Ella Langley,16,11,6
2025-12-06,12,Folded,Kehlani,9,7,24
2025-12-06,13,Santa Tell Me,Ariana Grande,19,5,32
2025-12-06,14,Daisies,Justin Bieber,7,2,20
2025-12-06,15,Back To Friends,sombr,12,10,35
2025-12-06,16,I Got Better,Morgan Wallen,10,7,28
2025-12-06,17,It's The Most Wonderful Time Of The Year,Andy Williams,30,5,48
2025-12-06,18,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",29,9,52
2025-12-06,19,Underneath The Tree,Kelly Clarkson,27,9,35
2025-12-06,20,Sleigh Ride,The Ronettes,37,8,35
2025-12-06,21,It's Beginning To Look A Lot Like Christmas,Michael Buble,32,12,27
2025-12-06,22,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,34,7,38
2025-12-06,23,Feliz Navidad,Jose Feliciano,49,6,39
2025-12-06,24,A Holly Jolly Christmas,Burl Ives,40,4,47
2025-12-06,25,Christmas (Baby Please Come Home),Darlene Love,48,15,28
2025-12-06,26,Tit For Tat,Tate McRae,26,3,9
2025-12-06,27,So Easy (To Fall In Love),Olivia Dean,18,18,9
2025-12-06,28,It Depends,Chris Brown Featuring Bryson Tiller,17,16,18
2025-12-06,29,Nobody's Girl,Tate McRae,-,29,1
2025-12-06,30,Manchild,Sabrina Carpenter,20,1,25
2025-12-06,31,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,-,16,19
2025-12-06,32,Don't Mind If I Do,Riley Green Featuring Ella Langley,33,32,17
2025-12-06,33,Tears,Sabrina Carpenter,22,3,13
2025-12-06,34,White Christmas (1947),Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,-,12,40
2025-12-06,35,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",21,3,22
2025-12-06,36,Somewhere Over Laredo,Lainey Wilson,39,36,21
2025-12-06,37,Where Is My Husband!,RAYE,47,37,9
2025-12-06,38,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,-,12,28
2025-12-06,39,Run Rudolph Run,Chuck Berry,-,10,27
2025-12-06,40,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",24,4,23
2025-12-06,41,Gabriela,KATSEYE,31,31,19
2025-12-06,42,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,-,21,25
2025-12-06,43,For Good,Cynthia Erivo & Ariana Grande,-,43,1
2025-12-06,44,Anything But Love,Tate McRae,-,44,1
2025-12-06,45,Deck The Halls,Nat King Cole,-,16,18
2025-12-06,46,Hell At Night,BigXthaPlug Featuring Ella Langley,51,35,16
2025-12-06,47,wgft,Gunna Featuring Burna Boy,45,40,16
2025-12-06,48,6 Months Later,Megan Moroney,38,30,23
2025-12-06,49,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,-,20,13
2025-12-06,50,Blue Christmas,Elvis Presley,-,18,17
2025-12-06,51,Happen To Me,Russell Dickerson,43,28,32
2025-12-06,52,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",36,8,22
2025-12-06,53,Elizabeth Taylor,Taylor Swift,28,3,8
2025-12-06,54,No Broke Boys,Disco Lines & Tinashe,41,36,20
2025-12-06,55,20 Cigarettes,Morgan Wallen,50,20,27
