chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2024-06-22,1,The Tortured Poets Department,Taylor Swift,1,1,8
2024-06-22,2,Hit Me Hard And Soft,Billie Eilish,3,2,4
2024-06-22,3,Brat,Charli XCX,-,3,1
2024-06-22,4,One Thing At A Time,Morgan Wallen,4,1,67
2024-06-22,5,Forever,Bon Jovi,-,5,1
2024-06-22,6,Golden Hour : Part.1 (EP),ATEEZ,2,2,2
2024-06-22,7,Dangerous: The Double Album,Morgan Wallen,6,1,179
2024-06-22,8,Stick Season,Noah Kahan,7,2,81
2024-06-22,9,"Where I've Been, Isn't Where I'm Going",Shaboozey,5,5,2
2024-06-22,10,The Rise And Fall Of A Midwest Princess,Chappell Roan,12,10,12
2024-06-22,11,We Don't Trust You,Future & Metro Boomin,8,1,12
2024-06-22,12,Zach Bryan,Zach Bryan,10,1,42
2024-06-22,13,SOS,SZA,11,1,79
2024-06-22,14,One Of Wun,Gunna,9,2,5
2024-06-22,15,American Heartbreak,Zach Bryan,14,5,108
2024-06-22,16,Fireworks & Rollerblades,Benson Boone,13,6,10
2024-06-22,17,The Diamond Collection,Post Malone,28,12,30
2024-06-22,18,Lover,Taylor Swift,16,1,251
2024-06-22,19,Eternal Sunshine,Ariana Grande,19,1,14
2024-06-22,20,Timeless,Meghan Trainor,-,20,1
2024-06-22,21,Curtain Call: The Hits,Eminem,26,1,688
2024-06-22,22,This One's For You,Luke Combs,20,4,367
2024-06-22,23,Guts,Olivia Rodrigo,21,1,40
2024-06-22,24,1989 (Taylor's Version),Taylor Swift,22,1,33
2024-06-22,25,Un Verano Sin Ti,Bad Bunny,27,1,110
2024-06-22,26,I've Tried Everything But Therapy (Part I),Teddy Swims,24,17,36
2024-06-22,27,Midnights,Taylor Swift,25,1,86
2024-06-22,28,Timeless,KAYTRANADA,-,28,1
2024-06-22,29,Papercuts,Linkin Park,30,6,9
2024-06-22,30,Cowboy Carter,Beyonce,18,1,11
2024-06-22,31,Gettin' Old,Luke Combs,31,4,64
2024-06-22,32,Nadie Sabe Lo Que Va A Pasar Manana,Bad Bunny,62,1,35
2024-06-22,33,Utopia,Travis Scott,29,1,46
2024-06-22,34,Emails I Can't Send,Sabrina Carpenter,66,23,38
2024-06-22,35,Clancy,Twenty One Pilots,15,3,3
2024-06-22,36,DAMN.,Kendrick Lamar,32,1,374
2024-06-22,37,Ehhthang Ehhthang,GloRilla,23,18,10
2024-06-22,38,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,35,18,698
2024-06-22,39,Rumours,Fleetwood Mac,36,1,585
2024-06-22,40,For All The Dogs,Drake,33,1,36
2024-06-22,41,"good kid, m.A.A.d city",Kendrick Lamar,34,2,607
2024-06-22,42,Genesis,Peso Pluma,38,3,51
2024-06-22,43,Sour,Olivia Rodrigo,39,1,160
2024-06-22,44,Diamonds,Elton John,40,7,344
2024-06-22,45,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,41,5,839
2024-06-22,46,To The Limit: The Essential Collection,Eagles,45,30,9
