chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2024-09-21,1,Short n' Sweet,Sabrina Carpenter,1,1,3
2024-09-21,2,F-1 Trillion,Post Malone,2,1,4
2024-09-21,3,The Rise And Fall Of A Midwest Princess,Chappell Roan,3,2,25
2024-09-21,4,One Thing At A Time,Morgan Wallen,4,1,80
2024-09-21,5,The Tortured Poets Department,Taylor Swift,5,1,21
2024-09-21,6,Hit Me Hard And Soft,Billie Eilish,6,2,17
2024-09-21,7,The Great American Bar Scene,Zach Bryan,8,2,11
2024-09-21,8,Stick Season,Noah Kahan,9,2,94
2024-09-21,9,Dangerous: The Double Album,Morgan Wallen,11,1,192
2024-09-21,10,Luck And Strange,David Gilmour,-,10,1
2024-09-21,11,SOS,SZA,14,1,92
2024-09-21,12,Zach Bryan,Zach Bryan,13,1,55
2024-09-21,13,Brat,Charli xcx,12,3,14
2024-09-21,14,Cowboys And Dreamers,George Strait,-,14,1
2024-09-21,15,Exodo,Peso Pluma,16,5,12
2024-09-21,16,American Heartbreak,Zach Bryan,15,5,121
2024-09-21,17,"Where I've Been, Isn't Where I'm Going",Shaboozey,18,5,15
2024-09-21,18,Incomodo,Tito Double P,21,18,3
2024-09-21,19,abouTZU: The 1st Mini Album (EP),TZUYU,-,19,1
2024-09-21,20,I've Tried Everything But Therapy (Part I),Teddy Swims,22,17,49
2024-09-21,21,Twisters: The Album,Soundtrack,17,7,8
2024-09-21,22,Fireworks & Rollerblades,Benson Boone,19,6,23
2024-09-21,23,Lover,Taylor Swift,20,1,264
2024-09-21,24,That Ain't No Man That's The Devil,Jessie Murph,-,24,1
2024-09-21,25,We Don't Trust You,Future & Metro Boomin,23,1,25
2024-09-21,26,The Secret Of Us,Gracie Abrams,26,2,12
2024-09-21,27,Folklore,Taylor Swift,24,1,216
2024-09-21,28,Guts,Olivia Rodrigo,27,1,53
2024-09-21,29,Midnights,Taylor Swift,28,1,99
2024-09-21,30,Blonde,Frank Ocean,36,1,399
