chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2023-02-18,1,Flowers,Miley Cyrus,1,1,4
2023-02-18,2,Kill Bill,SZA,2,2,9
2023-02-18,3,Last Night,Morgan Wallen,27,3,2
2023-02-18,4,Unholy,Sam Smith & Kim Petras,5,1,20
2023-02-18,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",3,3,10
2023-02-18,6,Cuff It,Beyonce,15,6,26
2023-02-18,7,Anti-Hero,Taylor Swift,4,1,16
2023-02-18,8,Die For You,The Weeknd,6,6,28
2023-02-18,9,I'm Good (Blue),David Guetta & Bebe Rexha,7,4,24
2023-02-18,10,As It Was,Harry Styles,9,1,45
2023-02-18,11,Rich Flex,Drake & 21 Savage,8,2,14
2023-02-18,12,Just Wanna Rock,Lil Uzi Vert,10,10,17
2023-02-18,13,Thought You Should Know,Morgan Wallen,21,12,26
2023-02-18,14,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,-,14,1
2023-02-18,15,Made You Look,Meghan Trainor,11,11,16
2023-02-18,16,Under The Influence,Chris Brown,13,12,22
2023-02-18,17,Golden Hour,JVKE,12,10,24
2023-02-18,18,You Proof,Morgan Wallen,18,5,39
2023-02-18,19,Rock And A Hard Place,Bailey Zimmerman,16,16,35
2023-02-18,20,Something In The Orange,Zach Bryan,14,10,42
2023-02-18,21,Thank God,Kane Brown With Katelyn Brown,17,17,22
2023-02-18,22,Bad Habit,Steve Lacy,20,1,32
2023-02-18,23,"Going, Going, Gone",Luke Combs,24,23,13
2023-02-18,24,Escapism,RAYE Featuring 070 Shake,23,22,10
2023-02-18,25,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",25,8,10
2023-02-18,26,Lavender Haze,Taylor Swift,19,2,16
2023-02-18,27,Calm Down,Rema & Selena Gomez,26,26,23
2023-02-18,28,Players,Coi Leray,38,28,6
2023-02-18,29,Shirt,SZA,32,11,15
2023-02-18,30,Sure Thing,Miguel,36,30,28
2023-02-18,31,The Kind Of Love We Make,Luke Combs,30,8,29
2023-02-18,32,Heart Like A Truck,Lainey Wilson,33,32,13
2023-02-18,33,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,22,9,4
2023-02-18,34,Snooze,SZA,35,29,9
2023-02-18,35,Until I Found You,Stephen Sanchez,28,23,32
2023-02-18,36,Wait For U,Future Featuring Drake & Tems,34,1,38
2023-02-18,37,I Like You (A Happier Song),Post Malone Featuring Doja Cat,31,3,33
2023-02-18,38,I Wrote The Book,Morgan Wallen,58,38,2
2023-02-18,39,Bebe Dame,Fuerza Regida X Grupo Frontera,37,25,7
