chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2023-04-08,1,Like Crazy,Jimin,-,1,1
2023-04-08,2,Flowers,Miley Cyrus,1,1,11
2023-04-08,3,Last Night,Morgan Wallen,2,1,9
2023-04-08,4,Kill Bill,SZA,3,2,16
2023-04-08,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",4,3,17
2023-04-08,6,Die For You,The Weeknd & Ariana Grande,5,1,35
2023-04-08,7,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,6,3,8
2023-04-08,8,Calm Down,Rema & Selena Gomez,8,8,30
2023-04-08,9,Anti-Hero,Taylor Swift,7,1,23
2023-04-08,10,Players,Coi Leray,9,9,13
2023-04-08,11,You Proof,Morgan Wallen,13,5,46
2023-04-08,12,As It Was,Harry Styles,15,1,52
2023-04-08,13,Rock And A Hard Place,Bailey Zimmerman,10,10,42
2023-04-08,14,Under The Influence,Chris Brown,14,12,29
2023-04-08,15,I'm Good (Blue),David Guetta & Bebe Rexha,16,4,31
2023-04-08,16,Lavender Haze,Taylor Swift,17,2,23
2023-04-08,17,Favorite Song,Toosii,21,17,6
2023-04-08,18,Sure Thing,Miguel,23,18,35
2023-04-08,19,Thought You Should Know,Morgan Wallen,11,7,33
2023-04-08,20,Thinkin' Bout Me,Morgan Wallen,20,9,4
2023-04-08,21,Just Wanna Rock,Lil Uzi Vert,19,10,24
2023-04-08,22,Escapism,RAYE Featuring 070 Shake,24,22,17
2023-04-08,23,Unholy,Sam Smith & Kim Petras,18,1,27
2023-04-08,24,Love You Anyway,Luke Combs,49,15,7
2023-04-08,25,One Thing At A Time,Morgan Wallen,25,10,17
2023-04-08,26,Eyes Closed,Ed Sheeran,-,26,1
2023-04-08,27,Something In The Orange,Zach Bryan,33,10,49
2023-04-08,28,TQG,Karol G x Shakira,22,7,5
2023-04-08,29,Thank God,Kane Brown With Katelyn Brown,28,13,29
2023-04-08,30,Rich Flex,Drake & 21 Savage,27,2,21
2023-04-08,31,Ella Baila Sola,Eslabon Armado X Peso Pluma,26,26,2
2023-04-08,32,Heart Like A Truck,Lainey Wilson,35,29,20
2023-04-08,33,5 Leaf Clover,Luke Combs,45,33,2
2023-04-08,34,La Bebe,Yng Lvcas x Peso Pluma,77,34,2
2023-04-08,35,Until I Found You,Stephen Sanchez,29,23,39
2023-04-08,36,Cuff It,Beyonce,31,6,33
2023-04-08,37,Snooze,SZA,36,29,16
2023-04-08,38,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",34,8,17
2023-04-08,39,All Of The Girls You Loved Before,Taylor Swift,12,12,2
2023-04-08,40,Wait In The Truck,HARDY Featuring Lainey Wilson,43,23,30
2023-04-08,41,Spin Bout U,Drake & 21 Savage,40,5,21
2023-04-08,42,"Going, Going, Gone",Luke Combs,32,23,20
2023-04-08,43,Bloody Mary,Lady Gaga,41,41,13
2023-04-08,44,Fast Car,Luke Combs,-,44,1
2023-04-08,45,Shirt,SZA,44,11,22
2023-04-08,46,Golden Hour,JVKE,42,10,31
2023-04-08,47,What He Didn't Do,Carly Pearce,37,37,15
2023-04-08,48,Everything I Love,Morgan Wallen,38,14,9
2023-04-08,49,Ain't That Some,Morgan Wallen,39,11,4
2023-04-08,50,Low Down,Lil Baby,-,50,2
2023-04-08,51,Red Ruby Da Sleeze,Nicki Minaj,47,13,4
2023-04-08,52,Beso,Rosalia & Rauw Alejandro,-,52,1
2023-04-08,53,Handle On You,Parker McCollum,58,53,13
2023-04-08,54,Growin' Up And Gettin' Old,Luke Combs,-,54,4
2023-04-08,55,I Wrote The Book,Morgan Wallen,46,18,9
2023-04-08,56,Painting Pictures,Superstar Pride,48,25,7
2023-04-08,57,Bebe Dame,Fuerza Regida X Grupo Frontera,50,25,14
2023-04-08,58,Wild As Her,Corey Kent,57,57,25
2023-04-08,59,Man Made A Bar,Morgan Wallen Featuring Eric Church,51,15,4
2023-04-08,60,Cowgirls,Morgan Wallen Featuring ERNEST,54,40,4
2023-04-08,61,Next Thing You Know,Jordan Davis,55,55,10
