chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2023-11-04,1,Cruel Summer,Taylor Swift,1,1,25
2023-11-04,2,Paint The Town Red,Doja Cat,2,1,12
2023-11-04,3,Snooze,SZA,3,2,46
2023-11-04,4,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,6,1,9
2023-11-04,5,Fast Car,Luke Combs,7,2,31
2023-11-04,6,Last Night,Morgan Wallen,9,1,39
2023-11-04,7,Thinkin' Bout Me,Morgan Wallen,10,7,34
2023-11-04,8,IDGAF,Drake Featuring Yeat,4,2,3
2023-11-04,9,Monaco,Bad Bunny,5,5,2
2023-11-04,10,Fukumean,Gunna,11,4,19
2023-11-04,11,Vampire,Olivia Rodrigo,12,1,17
2023-11-04,12,Dance The Night,Dua Lipa,13,6,22
2023-11-04,13,First Person Shooter,Drake Featuring J. Cole,8,1,3
2023-11-04,14,Greedy,Tate McRae,17,14,6
2023-11-04,15,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,16,11,3
2023-11-04,16,Flowers,Miley Cyrus,18,1,41
2023-11-04,17,Need A Favor,Jelly Roll,23,14,30
2023-11-04,18,Used To Be Young,Miley Cyrus,26,8,9
2023-11-04,19,Barbie World,Nicki Minaj & Ice Spice With Aqua,19,7,18
2023-11-04,20,Anti-Hero,Taylor Swift,25,1,53
2023-11-04,21,Water,Tyla,46,21,4
2023-11-04,22,Virginia Beach,Drake,15,3,3
2023-11-04,23,Religiously,Bailey Zimmerman,29,13,25
2023-11-04,24,What Was I Made For?,Billie Eilish,40,14,15
2023-11-04,25,Good Good,"Usher, Summer Walker & 21 Savage",39,25,11
2023-11-04,26,My Love Mine All Mine,Mitski,35,26,5
2023-11-04,27,Save Me,Jelly Roll With Lainey Wilson,37,27,19
2023-11-04,28,Kill Bill,SZA,36,1,46
2023-11-04,29,Dial Drunk,Noah Kahan With Post Malone,33,25,19
2023-11-04,30,What It Is (Block Boy),Doechii Featuring Kodak Black,41,29,25
2023-11-04,31,Agora Hills,Doja Cat,55,18,5
2023-11-04,32,All My Life,Lil Durk Featuring J. Cole,27,2,24
2023-11-04,33,Daylight,David Kushner,45,33,28
2023-11-04,34,Bad Idea Right?,Olivia Rodrigo,42,7,11
2023-11-04,35,Lil Boo Thang,Paul Russell,58,35,6
2023-11-04,36,White Horse,Chris Stapleton,43,31,14
2023-11-04,37,Perro Negro,Bad Bunny & Feid,20,20,2
2023-11-04,38,Creepin',"Metro Boomin, The Weeknd & 21 Savage",44,3,47
2023-11-04,39,Slime You Out,Drake Featuring SZA,21,1,6
2023-11-04,40,I Know ?,Travis Scott,51,11,13
2023-11-04,41,Try That In A Small Town,Jason Aldean,50,1,15
2023-11-04,42,Fina,Bad Bunny & Young Miko,14,14,2
2023-11-04,43,Stick Season,Noah Kahan,75,43,4
2023-11-04,44,Too Much,"The Kid LAROI, Jung Kook & Central Cee",-,44,1
2023-11-04,45,Watermelon Moonshine,Lainey Wilson,31,21,18
2023-11-04,46,Pretty Little Poison,Warren Zeiders,-,46,7
2023-11-04,47,Qlona,Karol G & Peso Pluma,62,28,11
2023-11-04,48,Single Soon,Selena Gomez,59,19,9
2023-11-04,49,Lose Control,Teddy Swims,74,49,11
2023-11-04,50,Get Him Back!,Olivia Rodrigo,79,11,7
2023-11-04,51,Wild Ones,Jessie Murph & Jelly Roll,76,49,3
2023-11-04,52,Strangers,Kenya Grace,77,52,6
2023-11-04,53,Bongos,Cardi B & Megan Thee Stallion,69,14,7
2023-11-04,54,Rich Men North Of Richmond,Oliver Anthony Music,64,1,11
2023-11-04,55,Great Gatsby,Rod Wave,73,30,6
2023-11-04,56,Meltdown,Travis Scott Featuring Drake,67,3,13
2023-11-04,57,Lady Gaga,"Peso Pluma, Gabito Ballesteros & Junior H",71,35,18
2023-11-04,58,On My Mama,Victoria Monet,97,58,6
2023-11-04,59,500lbs,Lil Tecca,90,59,5
2023-11-04,60,Everything I Love,Morgan Wallen,96,14,35
2023-11-04,61,Gently,Drake Featuring Bad Bunny,49,12,3
2023-11-04,62,LaLa,Myke Towers,91,43,16
2023-11-04,63,Un Preview,Bad Bunny,47,43,5
2023-11-04,64,Hey Driver,Zach Bryan Featuring The War And Treaty,87,14,9
2023-11-04,65,SkeeYee,Sexyy Red,94,62,8
2023-11-04,66,Can't Have Mine,Dylan Scott,-,66,4
2023-11-04,67,Truck Bed,HARDY,100,55,19
2023-11-04,68,Segun Quien,Maluma & Carin Leon,-,68,4
2023-11-04,69,Calling For You,Drake Featuring 21 Savage,56,5,3
2023-11-04,70,Turks & Caicos,Rod Wave Featuring 21 Savage,98,24,6
2023-11-04,71,El Amor de Su Vida,Grupo Frontera & Grupo Firme,-,68,9
2023-11-04,72,Hibiki,Bad Bunny & Mora,24,24,2
2023-11-04,73,Mr. October,Bad Bunny,28,28,2
