chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2023-01-28,1,Flowers,Miley Cyrus,-,1,1
2023-01-28,2,Kill Bill,SZA,2,2,6
2023-01-28,3,Anti-Hero,Taylor Swift,1,1,13
2023-01-28,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",5,4,7
2023-01-28,5,Unholy,Sam Smith & Kim Petras,3,1,17
2023-01-28,6,I'm Good (Blue),David Guetta & Bebe Rexha,4,4,21
2023-01-28,7,Die For You,The Weeknd,6,6,25
2023-01-28,8,Rich Flex,Drake & 21 Savage,7,2,11
2023-01-28,9,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,-,9,1
2023-01-28,10,As It Was,Harry Styles,8,1,42
2023-01-28,11,Golden Hour,JVKE,11,11,21
2023-01-28,12,Bad Habit,Steve Lacy,9,1,29
2023-01-28,13,Something In The Orange,Zach Bryan,10,10,39
2023-01-28,14,Under The Influence,Chris Brown,12,12,19
2023-01-28,15,Made You Look,Meghan Trainor,14,12,13
2023-01-28,16,Just Wanna Rock,Lil Uzi Vert,16,16,14
2023-01-28,17,Cuff It,Beyonce,13,10,23
2023-01-28,18,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",19,8,7
2023-01-28,19,Thank God,Kane Brown With Katelyn Brown,18,17,19
2023-01-28,20,You Proof,Morgan Wallen,15,5,36
2023-01-28,21,Rock And A Hard Place,Bailey Zimmerman,17,17,32
2023-01-28,22,Escapism,RAYE Featuring 070 Shake,28,22,7
2023-01-28,23,Shirt,SZA,22,11,12
2023-01-28,24,I Like You (A Happier Song),Post Malone Featuring Doja Cat,21,3,30
2023-01-28,25,Bebe Dame,Fuerza Regida X Grupo Frontera,31,25,4
2023-01-28,26,"Going, Going, Gone",Luke Combs,29,26,10
2023-01-28,27,Wait For U,Future Featuring Drake & Tems,26,1,35
2023-01-28,28,Until I Found You,Stephen Sanchez,23,23,29
2023-01-28,29,Super Freaky Girl,Nicki Minaj,20,1,23
2023-01-28,30,Tomorrow 2,GloRilla & Cardi B,25,9,17
2023-01-28,31,Thought You Should Know,Morgan Wallen,27,12,23
2023-01-28,32,Snooze,SZA,48,29,6
2023-01-28,33,Heart Like A Truck,Lainey Wilson,32,32,10
2023-01-28,34,Lavender Haze,Taylor Swift,30,2,13
2023-01-28,35,Calm Down,Rema & Selena Gomez,38,35,20
2023-01-28,36,Nobody Gets Me,SZA,34,10,6
2023-01-28,37,Wait In The Truck,HARDY Featuring Lainey Wilson,37,37,20
2023-01-28,38,The Kind Of Love We Make,Luke Combs,33,8,26
2023-01-28,39,Lift Me Up,Rihanna,24,2,12
2023-01-28,40,What My World Spins Around,Jordan Davis,40,40,23
2023-01-28,41,Sunroof,Nicky Youre & dazy,36,4,30
2023-01-28,42,Sure Thing,Miguel,49,36,25
2023-01-28,43,Unstoppable,Sia,44,28,23
2023-01-28,44,She Had Me At Heads Carolina,Cole Swindell,35,16,30
2023-01-28,45,I Ain't Worried,OneRepublic,39,6,28
2023-01-28,46,Low,SZA,46,17,6
2023-01-28,47,Victoria's Secret,Jax,45,35,25
2023-01-28,48,Vegas,Doja Cat,41,10,29
2023-01-28,49,About Damn Time,Lizzo,42,1,36
2023-01-28,50,Que Vuelvas,Carin Leon X Grupo Frontera,53,50,4
2023-01-28,51,Whiskey On You,Nate Smith,47,44,31
2023-01-28,52,Blind,SZA,51,12,6
2023-01-28,53,Tennessee Orange,Megan Moroney,58,53,6
2023-01-28,54,Players,Coi Leray,78,54,3
2023-01-28,55,Pick Me Up,Gabby Barrett,60,55,22
2023-01-28,56,On Wat U On,Moneybagg Yo x GloRilla,-,56,1
2023-01-28,57,Bloody Mary,Lady Gaga,62,57,3
2023-01-28,58,Handle On You,Parker McCollum,67,58,3
2023-01-28,59,Romantic Homicide,d4vd,57,33,20
2023-01-28,60,What He Didn't Do,Carly Pearce,61,60,5
2023-01-28,61,Love Language,SZA,56,21,6
2023-01-28,62,No Se Va,Grupo Frontera,69,57,15
2023-01-28,63,Forget Me,Lewis Capaldi,65,63,10
2023-01-28,64,Spin Bout U,Drake & 21 Savage,59,5,11
2023-01-28,65,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,52,32,17
2023-01-28,66,Here With Me,d4vd,77,66,3
2023-01-28,67,Snap,Rosa Linn,74,67,12
2023-01-28,68,Shut Up My Moms Calling,Hotel Ugly,76,68,3
2023-01-28,69,Freestyle,Lil Baby,68,63,16
2023-01-28,70,Wild As Her,Corey Kent,71,70,15
2023-01-28,71,The Color Violet,Tory Lanez,70,70,3
2023-01-28,72,La Bachata,Manuel Turizo,79,67,18
2023-01-28,73,Half Of Me,Thomas Rhett Featuring Riley Green,63,52,19
2023-01-28,74,Circo Loco,Drake & 21 Savage,66,8,11
2023-01-28,75,Nonsense,Sabrina Carpenter,-,75,1
2023-01-28,76,Vibe,TAEYANG Featuring Jimin,-,76,1
2023-01-28,77,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,64,22,7
2023-01-28,78,La Jumpa,Arcangel & Bad Bunny,81,68,5
2023-01-28,79,Love You Better,Future,88,12,10
2023-01-28,80,Gato de Noche,Nengo Flow & Bad Bunny,75,60,4
2023-01-28,81,Seek & Destroy,SZA,72,24,6
2023-01-28,82,One Thing At A Time,Morgan Wallen,82,37,7
2023-01-28,83,Monotonia,Shakira + Ozuna,-,65,3
2023-01-28,84,Ghost In The Machine,SZA Featuring Phoebe Bridgers,80,40,6
2023-01-28,85,Ditto,NewJeans,96,85,2
2023-01-28,86,Down Home,Jimmie Allen,73,61,9
2023-01-28,87,Heyy,Lil Baby,86,21,12
2023-01-28,88,Out In The Middle,Zac Brown Band,87,86,6
