chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-06-04,1,As It Was,Harry Styles,2,1,8
2022-06-04,2,First Class,Jack Harlow,1,1,7
2022-06-04,3,Wait For U,Future Featuring Drake & Tems,4,1,4
2022-06-04,4,Late Night Talking,Harry Styles,-,4,1
2022-06-04,5,About Damn Time,Lizzo,9,5,6
2022-06-04,6,Heat Waves,Glass Animals,12,1,71
2022-06-04,7,Big Energy,Latto,10,3,31
2022-06-04,8,Music For A Sushi Restaurant,Harry Styles,-,8,1
2022-06-04,9,Matilda,Harry Styles,-,9,1
2022-06-04,10,Me Porto Bonito,Bad Bunny & Chencho Corleone,14,10,3
2022-06-04,11,Enemy,Imagine Dragons X JID,17,5,27
2022-06-04,12,Stay,The Kid LAROI & Justin Bieber,21,1,46
2022-06-04,13,Daylight,Harry Styles,-,13,1
2022-06-04,14,Little Freak,Harry Styles,-,14,1
2022-06-04,15,Grapejuice,Harry Styles,-,15,1
2022-06-04,16,Titi Me Pregunto,Bad Bunny,18,5,3
2022-06-04,17,Moscow Mule,Bad Bunny,15,4,3
2022-06-04,18,Ghost,Justin Bieber,25,5,35
2022-06-04,19,Woman,Doja Cat,24,7,43
2022-06-04,20,N95,Kendrick Lamar,3,3,2
2022-06-04,21,Satellite,Harry Styles,-,21,1
2022-06-04,22,Cinema,Harry Styles,-,22,1
2022-06-04,23,Wasted On You,Morgan Wallen,28,9,28
2022-06-04,24,Daydreaming,Harry Styles,-,24,1
2022-06-04,25,Keep Driving,Harry Styles,-,25,1
2022-06-04,26,You Proof,Morgan Wallen,6,6,2
2022-06-04,27,Bad Habits,Ed Sheeran,30,2,48
2022-06-04,28,Boyfriend,Dove Cameron,36,28,15
2022-06-04,29,Love Of My Life,Harry Styles,-,29,1
2022-06-04,30,Boyfriends,Harry Styles,-,30,1
2022-06-04,31,Party,Bad Bunny & Rauw Alejandro,27,14,3
2022-06-04,32,Despues de La Playa,Bad Bunny,26,6,3
2022-06-04,33,Super Gremlin,Kodak Black,32,3,29
2022-06-04,34,Thats What I Want,Lil Nas X,34,8,36
2022-06-04,35,Numb Little Bug,Em Beihold,42,35,17
2022-06-04,36,Shivers,Ed Sheeran,37,4,37
2022-06-04,37,Bam Bam,Camila Cabello Featuring Ed Sheeran,39,21,12
2022-06-04,38,Cold Heart (PNAU Remix),Elton John & Dua Lipa,38,7,38
2022-06-04,39,Puffin On Zootiez,Future,31,4,4
2022-06-04,40,Sweetest Pie,Megan Thee Stallion & Dua Lipa,45,15,11
2022-06-04,41,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer",5,5,2
2022-06-04,42,Something In The Orange,Zach Bryan,75,42,5
2022-06-04,43,Cooped Up,Post Malone Featuring Roddy Ricch,29,29,2
2022-06-04,44,Trouble With A Heartbreak,Jason Aldean,48,33,10
2022-06-04,45,Provenza,Karol G,35,25,5
2022-06-04,46,'Til You Can't,Cody Johnson,43,18,33
2022-06-04,47,MAMIII,Becky G X Karol G,44,15,15
2022-06-04,48,Take My Name,Parmalee,56,48,8
2022-06-04,49,Silent Hill,Kendrick Lamar & Kodak Black,7,7,2
2022-06-04,50,Ojitos Lindos,Bad Bunny & Bomba Estereo,49,26,3
2022-06-04,51,AA,Walker Hayes,46,28,20
2022-06-04,52,Thousand Miles,The Kid LAROI,57,15,5
2022-06-04,53,In A Minute,Lil Baby,60,14,7
2022-06-04,54,To The Moon!,JNR CHOI & Sam Tompkins,58,38,13
2022-06-04,55,Tarot,Bad Bunny & Jhay Cortez,52,18,3
2022-06-04,56,Un Ratito,Bad Bunny,53,16,3
2022-06-04,57,Damn Strait,Scotty McCreery,62,57,8
2022-06-04,58,Get Into It (Yuh),Doja Cat,67,58,25
2022-06-04,59,Hotel Lobby (Unc And Phew),Quavo & Takeoff,-,59,1
2022-06-04,60,She's All I Wanna Be,Tate McRae,64,44,16
2022-06-04,61,Rich Spirit,Kendrick Lamar,13,13,2
2022-06-04,62,Thought You Should Know,Morgan Wallen,50,12,3
2022-06-04,63,Efecto,Bad Bunny,65,34,3
2022-06-04,64,2step,Ed Sheeran Featuring Lil Baby,70,51,5
2022-06-04,65,Fall In Love,Bailey Zimmerman,92,65,4
2022-06-04,66,Slow Down Summer,Thomas Rhett,76,43,14
2022-06-04,67,When You're Gone,Shawn Mendes,66,38,8
