chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-03-12,1,Heat Waves,Glass Animals,2,1,59
2022-03-12,2,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",1,1,10
2022-03-12,3,abcdefu,GAYLE,3,3,15
2022-03-12,4,Super Gremlin,Kodak Black,5,4,17
2022-03-12,5,Stay,The Kid LAROI & Justin Bieber,6,1,34
2022-03-12,6,Easy On Me,Adele,4,1,21
2022-03-12,7,Ghost,Justin Bieber,7,7,23
2022-03-12,8,Shivers,Ed Sheeran,8,4,25
2022-03-12,9,Bad Habits,Ed Sheeran,9,2,36
2022-03-12,10,Cold Heart (PNAU Remix),Elton John & Dua Lipa,10,7,26
2022-03-12,11,Thats What I Want,Lil Nas X,11,9,24
2022-03-12,12,Need To Know,Doja Cat,12,8,38
2022-03-12,13,Enemy,Imagine Dragons X JID,20,13,15
2022-03-12,14,Pushin P,Gunna & Future Featuring Young Thug,14,7,8
2022-03-12,15,Levitating,Dua Lipa,16,2,69
2022-03-12,16,Industry Baby,Lil Nas X & Jack Harlow,15,1,32
2022-03-12,17,Big Energy,Latto,21,17,19
2022-03-12,18,Surface Pressure,Jessica Darrow,13,8,10
2022-03-12,19,Ahhh Ha,Lil Durk,42,19,2
2022-03-12,20,Save Your Tears,The Weeknd & Ariana Grande,19,1,61
2022-03-12,21,Woman,Doja Cat,24,21,31
2022-03-12,22,One Right Now,Post Malone & The Weeknd,22,6,17
2022-03-12,23,Hrs And Hrs,Muni Long,23,16,10
2022-03-12,24,MAMIII,Becky G X Karol G,17,15,3
2022-03-12,25,I Hate U,SZA,28,7,13
2022-03-12,26,Buy Dirt,Jordan Davis Featuring Luke Bryan,31,22,30
2022-03-12,27,'Til You Can't,Cody Johnson,25,25,21
2022-03-12,28,Light Switch,Charlie Puth,29,28,6
2022-03-12,29,Good 4 U,Olivia Rodrigo,27,1,42
