date,title,artist,current,previous,peak,weeks,new
2019-12-28,"Fine Line","Harry Styles",1,0,1,1,True
2019-12-28,"Fully Loaded: God's Country","Blake Shelton",2,0,2,1,True
2019-12-28,"Please Excuse Me For Being Antisocial","Roddy Ricch",3,1,1,2,False
2019-12-28,"Hollywood's Bleeding","Post Malone",4,4,1,15,False
2019-12-28,"Frozen II","Soundtrack",5,7,1,5,False
2019-12-28,"Christmas","Michael Buble",6,8,1,80,False
2019-12-28,"The Best Of Pentatonix Christmas","Pentatonix",7,9,7,8,False
2019-12-28,"Merry Christmas","Mariah Carey",8,12,3,89,False
2019-12-28,"When We All Fall Asleep, Where Do We Go?","Billie Eilish",9,11,1,38,False
2019-12-28,"Lover","Taylor Swift",10,13,1,17,False
2019-12-28,"The Christmas Song","Nat King Cole",11,15,7,47,False
2019-12-28,"Goodbye & Good Riddance","Juice WRLD",12,6,4,83,False
2019-12-28,"A Charlie Brown Christmas (Soundtrack)","Vince Guaraldi Trio",13,20,13,78,False
2019-12-28,"What You See Is What You Get","Luke Combs",14,17,1,6,False
2019-12-28,"A Love Letter To You 4","Trippie Redd",15,14,1,4,False
2019-12-28,"City Morgue, Volume II: As Good As Dead","City Morgue",16,0,16,1,True
2019-12-28,"KIRK","DaBaby",17,18,1,12,False
2019-12-28,"Romance","Camila Cabello",18,3,3,2,False
2019-12-28,"Over It","Summer Walker",19,16,2,11,False
2019-12-28,"Death Race For Love","Juice WRLD",20,10,1,41,False
2019-12-28,"The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection","Bing Crosby",21,21,18,41,False
2019-12-28,"Fear Inoculum","Tool",22,0,1,14,False
2019-12-28,"Ultimate Christmas","Frank Sinatra",23,0,18,18,False
2019-12-28,"AI YoungBoy 2","YoungBoy Never Broke Again",24,19,1,10,False
2019-12-28,"A Christmas Gift For You From Phil Spector","Various Artists",25,24,12,8,False
2019-12-28,"Rudolph The Red-Nosed Reindeer","Burl Ives",26,28,26,41,False
2019-12-28,"A Legendary Christmas","John Legend",27,32,26,14,False
2019-12-28,"Cuz I Love You","Lizzo",28,38,4,35,False
2019-12-28,"Abbey Road","The Beatles",29,31,1,340,False
2019-12-28,"Greatest Hits","Queen",30,26,11,365,False
2019-12-28,"Ghetto Gospel","Rod Wave",31,22,10,7,False
2019-12-28,"The Classic Christmas Album","Perry Como",32,33,22,12,False
2019-12-28,"Rockin' Around The Christmas Tree: The Decca Christmas Recordings","Brenda Lee",33,41,33,6,False
2019-12-28,"Bad Vibes Forever","XXXTENTACION",34,5,5,2,False
2019-12-28,"Rudolph The Red Nosed Reindeer And Other Christmas Classics","Gene Autry",35,36,24,12,False
2019-12-28,"So Much Fun","Young Thug",36,27,1,18,False
2019-12-28,"Dont Smile At Me","Billie Eilish",37,35,14,104,False
2019-12-28,"Classic Christmas Album","Andy Williams",38,42,27,19,False
2019-12-28,"It's Christmas Time","Elvis Presley",39,47,39,75,False
2019-12-28,"beerbongs & bentleys","Post Malone",40,29,1,86,False
2019-12-28,"Wrapped In Red","Kelly Clarkson",41,45,3,43,False
2019-12-28,"Divinely Uninspired To A Hellish Extent","Lewis Capaldi",42,34,20,31,False
2019-12-28,"No.6 Collaborations Project","Ed Sheeran",43,43,1,23,False
2019-12-28,"Christmas Classics","Bing Crosby",44,53,19,26,False
2019-12-28,"Melly vs. Melvin","YNW Melly",45,48,8,4,False
2019-12-28,"ASTROWORLD","Travis Scott",46,40,1,72,False
2019-12-28,"The Best Of Bobby Helms","Bobby Helms",47,58,47,2,False
2019-12-28,"Indigo","Chris Brown",48,39,1,25,False
2019-12-28,"This One's For You","Luke Combs",49,46,4,133,False
2019-12-28,"Free Spirit","Khalid",50,44,1,37,False
2019-12-28,"The Dean Martin Christmas Album","Dean Martin",51,51,49,13,False
2019-12-28,"Thank U, Next","Ariana Grande",52,37,1,45,False
2019-12-28,"Diamonds","Elton John",53,54,7,110,False
2019-12-28,"Scorpion","Drake",54,49,1,77,False
2019-12-28,"Hamilton: An American Musical","Original Broadway Cast",55,57,3,221,False
2019-12-28,"BUBBA","KAYTRANADA",56,0,56,1,True
2019-12-28,"Stoney","Post Malone",57,55,4,158,False
2019-12-28,"Chixtape 5","Tory Lanez",58,50,2,5,False
2019-12-28,"Last Christmas (Soundtrack)","George Michael & Wham!",59,64,55,6,False
2019-12-28,"The Andy Williams Christmas Album","Andy Williams",60,67,60,7,False
2019-12-28,"9","Jason Aldean",61,56,2,4,False
2019-12-28,"Perfect Ten","Mustard",62,61,8,25,False
2019-12-28,"We Love You Tecca","Lil Tecca",63,52,4,16,False
2019-12-28,"True 2 Myself","Lil Tjay",64,60,5,10,False
2019-12-28,"Summertime Shootout 3: Coldest Summer Ever","Fabolous",65,30,7,3,False
2019-12-28,"?","XXXTENTACION",66,59,1,92,False
2019-12-28,"Noel","Josh Groban",67,74,1,93,False
2019-12-28,"American Teen","Khalid",68,69,4,146,False
2019-12-28,"Chronicle The 20 Greatest Hits","Creedence Clearwater Revival",69,79,22,450,False
2019-12-28,"7 (EP)","Lil Nas X",70,63,2,26,False
2019-12-28,"Baby On Baby","DaBaby",71,68,7,42,False
2019-12-28,"The Search","NF",72,62,1,21,False
2019-12-28,"Rumours","Fleetwood Mac",73,86,1,351,False
2019-12-28,"Look Up Child","Lauren Daigle",74,78,3,67,False
2019-12-28,"The Kids Are Coming (EP)","Tones And I",75,76,62,11,False
2019-12-28,"Guardians Of The Galaxy: Awesome Mix Vol. 1","Soundtrack",76,102,1,138,False
2019-12-28,"Shawn Mendes","Shawn Mendes",77,66,1,82,False
2019-12-28,"Legend: The Best Of...","Bob Marley And The Wailers",78,88,5,605,False
2019-12-28,"Hoodie SZN","A Boogie Wit da Hoodie",79,70,1,52,False
2019-12-28,"Christmas Portrait","Carpenters",80,82,67,54,False
2019-12-28,"Thriller","Michael Jackson",81,99,1,397,False
2019-12-28,"Quality Control: Control The Streets, Volume 2","Various Artists",82,77,3,18,False
2019-12-28,"The Greatest Showman","Soundtrack",83,72,1,106,False
2019-12-28,"Traveller","Chris Stapleton",84,89,1,223,False
2019-12-28,"Happiness Begins","Jonas Brothers",85,73,1,28,False
2019-12-28,"Back In Black","AC/DC",86,103,4,390,False
2019-12-28,"÷ (Divide)","Ed Sheeran",87,83,1,146,False
2019-12-28,"Luv Is Rage 2","Lil Uzi Vert",88,96,1,121,False
