chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-02-12,1,Encanto,Soundtrack,1,1,10
2022-02-12,2,Dawn FM,The Weeknd,4,2,4
2022-02-12,3,DS4EVER,Gunna,3,1,4
2022-02-12,4,Dangerous: The Double Album,Morgan Wallen,5,1,56
2022-02-12,5,Colors,YoungBoy Never Broke Again,2,2,2
2022-02-12,6,30,Adele,6,1,11
2022-02-12,7,Certified Lover Boy,Drake,7,1,22
2022-02-12,8,The Highlights,The Weeknd,8,2,51
2022-02-12,9,Planet Her,Doja Cat,10,2,32
2022-02-12,10,Sour,Olivia Rodrigo,12,1,37
2022-02-12,11,Red (Taylor's Version),Taylor Swift,11,1,12
2022-02-12,12,Hall Of Fame,Polo G,14,1,34
2022-02-12,13,"Dave's Picks, Volume 41: Baltimore Civic Center, Baltimore, MD - 5/26/77",Grateful Dead,-,13,1
2022-02-12,14,Me Vs. Me,NLE Choppa,-,14,1
2022-02-12,15,Fighting Demons,Juice WRLD,15,2,8
2022-02-12,16,F*ck Love,The Kid LAROI,17,1,80
2022-02-12,17,=,Ed Sheeran,16,1,14
2022-02-12,18,My Turn,Lil Baby,19,1,101
2022-02-12,19,Country Stuff: The Album,Walker Hayes,9,9,2
2022-02-12,20,Shoot For The Stars Aim For The Moon,Pop Smoke,21,1,83
2022-02-12,21,Montero,Lil Nas X,26,2,20
2022-02-12,22,Goodbye & Good Riddance,Juice WRLD,23,4,194
2022-02-12,23,Hollywood's Bleeding,Post Malone,25,1,126
2022-02-12,24,Happier Than Ever,Billie Eilish,20,1,27
2022-02-12,25,Still Over It,Summer Walker,18,1,13
2022-02-12,26,SoulFly,Rod Wave,24,1,45
2022-02-12,27,What You See Is What You Get,Luke Combs,27,1,117
2022-02-12,28,"good kid, m.A.A.d city",Kendrick Lamar,29,2,484
2022-02-12,29,Legends Never Die,Juice WRLD,31,1,82
2022-02-12,30,Rumours,Fleetwood Mac,22,1,462
2022-02-12,31,Face,Babyface Ray,-,31,1
2022-02-12,32,Justice,Justin Bieber,32,1,46
2022-02-12,33,Greatest Hits,Queen,35,8,476
2022-02-12,34,YHLQMDLG,Bad Bunny,43,2,101
2022-02-12,35,Future Nostalgia,Dua Lipa,34,3,96
2022-02-12,36,Sniper Gang Presents Syko Bob & SnapKatt: Nightmare Babies,Various Artists,30,30,11
2022-02-12,37,Donda,Kanye West,33,1,23
2022-02-12,38,A Gangsta's Pain,Moneybagg Yo,36,1,41
2022-02-12,39,Frayed At Both Ends,Aaron Lewis,-,39,1
2022-02-12,40,Folklore,Taylor Swift,37,1,80
2022-02-12,41,This One's For You,Luke Combs,42,4,244
2022-02-12,42,Death Race For Love,Juice WRLD,38,1,152
2022-02-12,43,Hamilton: An American Musical,Original Broadway Cast,45,2,332
2022-02-12,44,Who Is Nardo Wick?,Nardo Wick,39,19,9
2022-02-12,45,Diamonds,Elton John,41,7,221
2022-02-12,46,Dreamland,Glass Animals,48,7,65
2022-02-12,47,Lover,Taylor Swift,59,1,128
2022-02-12,48,The Voice Of The Heroes,Lil Baby & Lil Durk,51,1,35
2022-02-12,49,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),40,2,12
2022-02-12,50,Traveller,Chris Stapleton,46,1,334
2022-02-12,51,Fine Line,Harry Styles,47,1,112
2022-02-12,52,If I Know Me,Morgan Wallen,52,10,175
2022-02-12,53,Take Care,Drake,70,1,466
2022-02-12,54,The Melodic Blue,Baby Keem,55,5,21
2022-02-12,55,El Ultimo Tour del Mundo,Bad Bunny,60,1,62
2022-02-12,56,Channel Orange,Frank Ocean,50,2,65
2022-02-12,57,Luv Is Rage 2,Lil Uzi Vert,57,1,232
2022-02-12,58,Sing 2,Soundtrack,58,41,6
2022-02-12,59,Starting Over,Chris Stapleton,49,3,64
2022-02-12,60,DAMN.,Kendrick Lamar,56,1,251
2022-02-12,61,Greatest Hits,2Pac,61,3,408
