chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2021-12-25,1,30,Adele,1,1,4
2021-12-25,2,Fighting Demons,Juice WRLD,-,2,1
2021-12-25,3,Red (Taylor's Version),Taylor Swift,2,1,5
2021-12-25,4,Christmas,Michael Buble,4,1,98
2021-12-25,5,Sour,Olivia Rodrigo,5,1,30
2021-12-25,6,Dangerous: The Double Album,Morgan Wallen,6,1,49
2021-12-25,7,Merry Christmas,Mariah Carey,8,3,106
2021-12-25,8,A Charlie Brown Christmas (Soundtrack),Vince Guaraldi Trio,9,8,97
2021-12-25,9,Certified Lover Boy,Drake,7,1,15
2021-12-25,10,Hall Of Fame,Polo G,3,1,27
2021-12-25,11,The Christmas Song,Nat King Cole,11,6,63
2021-12-25,12,Planet Her,Doja Cat,10,2,25
2021-12-25,13,=,Ed Sheeran,14,1,7
2021-12-25,14,A Christmas Gift For You From Phil Spector,Various Artists,16,12,21
2021-12-25,15,The Highlights,The Weeknd,12,2,44
2021-12-25,16,Happier Than Ever,Billie Eilish,18,1,20
2021-12-25,17,The Best Of Pentatonix Christmas,Pentatonix,15,7,25
2021-12-25,18,The Andy Williams Christmas Album,Andy Williams,21,18,19
2021-12-25,19,From The Bayou,YoungBoy Never Broke Again & Birdman,-,19,1
2021-12-25,20,Christmas Classics,Bing Crosby,20,18,41
2021-12-25,21,The Dreaming,MONSTA X,-,21,1
2021-12-25,22,Richer Than I Ever Been,Rick Ross,-,22,1
2021-12-25,23,Still Over It,Summer Walker,13,1,6
2021-12-25,24,Rudolph The Red-Nosed Reindeer,Burl Ives,28,16,47
2021-12-25,25,Ultimate Christmas,Frank Sinatra,30,12,30
2021-12-25,26,B4 AVA,A Boogie Wit da Hoodie,-,26,1
2021-12-25,27,My Gift,Carrie Underwood,24,5,20
2021-12-25,28,When Christmas Comes Around...,Kelly Clarkson,22,22,7
2021-12-25,29,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),17,2,5
2021-12-25,30,Rockin' Around The Christmas Tree: The Decca Christmas Recordings,Brenda Lee,37,17,17
2021-12-25,31,Let It Be (Soundtrack),The Beatles,26,1,70
2021-12-25,32,Fine Line,Harry Styles,27,1,105
2021-12-25,33,Wrapped In Red,Kelly Clarkson,35,3,55
2021-12-25,34,Abbey Road,The Beatles,40,1,441
2021-12-25,35,Donda,Kanye West,32,1,16
2021-12-25,36,F*ck Love,The Kid LAROI,25,1,73
2021-12-25,37,Evermore,Taylor Swift,38,1,53
2021-12-25,38,Montero,Lil Nas X,29,2,13
2021-12-25,39,The Best Of Bobby Helms,Bobby Helms,48,27,12
2021-12-25,40,SoulFly,Rod Wave,33,1,38
2021-12-25,41,Keys,Alicia Keys,-,41,1
2021-12-25,42,Shoot For The Stars Aim For The Moon,Pop Smoke,36,1,76
2021-12-25,43,Rudolph The Red Nosed Reindeer And Other Christmas Classics,Gene Autry,45,21,23
2021-12-25,44,My Turn,Lil Baby,39,1,94
2021-12-25,45,What You See Is What You Get,Luke Combs,31,1,110
2021-12-25,46,Greatest Hits,Queen,44,8,469
2021-12-25,47,Whole Lotta Red,Playboi Carti,51,1,45
2021-12-25,48,Folklore,Taylor Swift,46,1,73
2021-12-25,49,"good kid, m.A.A.d city",Kendrick Lamar,53,2,477
2021-12-25,50,Legends Never Die,Juice WRLD,41,1,75
2021-12-25,51,Justice,Justin Bieber,43,1,39
2021-12-25,52,White Christmas,Bing Crosby,57,45,46
2021-12-25,53,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,59,1,142
2021-12-25,54,The Dean Martin Christmas Album,Dean Martin,55,36,24
2021-12-25,55,A Gangsta's Pain,Moneybagg Yo,42,1,34
2021-12-25,56,Fearless (Taylor's Version),Taylor Swift,56,1,35
2021-12-25,57,Hollywood's Bleeding,Post Malone,50,1,119
2021-12-25,58,Rumours,Fleetwood Mac,52,1,455
2021-12-25,59,Alone At Prom,Tory Lanez,-,59,1
2021-12-25,60,Who Is Nardo Wick?,Nardo Wick,19,19,2
2021-12-25,61,Diamonds,Elton John,58,7,214
2021-12-25,62,Goodbye & Good Riddance,Juice WRLD,47,4,187
2021-12-25,63,"Sincerely, Kentrell",YoungBoy Never Broke Again,34,1,12
2021-12-25,64,Last Christmas (Soundtrack),George Michael & Wham!,80,43,18
2021-12-25,65,Future Nostalgia,Dua Lipa,49,3,89
2021-12-25,66,Barn,Neil Young / Crazy Horse,-,66,1
2021-12-25,67,Lover,Taylor Swift,64,1,121
2021-12-25,68,Greatest Christmas Songs,Perry Como,-,68,1
2021-12-25,69,The Classic Christmas Album,Elvis Presley,78,28,47
