chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2021-03-27,1,Dangerous: The Double Album,Morgan Wallen,1,1,10
2021-03-27,2,Shoot For The Stars Aim For The Moon,Pop Smoke,2,1,37
2021-03-27,3,Future Nostalgia,Dua Lipa,6,3,50
2021-03-27,4,After Hours,The Weeknd,4,1,52
2021-03-27,5,When It's All Said And Done... Take Time,Giveon,-,5,1
2021-03-27,6,Shiesty Season,Pooh Shiesty,3,3,6
2021-03-27,7,My Turn,Lil Baby,7,1,55
2021-03-27,8,The Voice,Lil Durk,5,2,13
2021-03-27,9,The Lunar Injection Kool Aid Eclipse Conspiracy,Rob Zombie,-,9,1
2021-03-27,10,Folklore,Taylor Swift,29,1,34
2021-03-27,11,What You See Is What You Get,Luke Combs,10,1,71
2021-03-27,12,Spaceman,Nick Jonas,-,12,1
2021-03-27,13,Hollywood's Bleeding,Post Malone,14,1,80
2021-03-27,14,Legends Never Die,Juice WRLD,13,1,36
2021-03-27,15,Fine Line,Harry Styles,22,1,66
2021-03-27,16,Positions,Ariana Grande,8,1,20
2021-03-27,17,Evermore,Taylor Swift,25,1,14
2021-03-27,18,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,21,1,103
2021-03-27,19,Good News,Megan Thee Stallion,18,2,17
2021-03-27,20,Hot Pink,Doja Cat,20,9,72
2021-03-27,21,The Highlights,The Weeknd,16,2,6
2021-03-27,22,Revelacion (EP),Selena Gomez,-,22,1
2021-03-27,23,El Ultimo Tour del Mundo,Bad Bunny,17,1,16
2021-03-27,24,F*ck Love,The Kid LAROI,19,3,34
2021-03-27,25,Goodbye & Good Riddance,Juice WRLD,23,4,148
2021-03-27,26,Tickets To My Downfall,Machine Gun Kelly,24,1,25
2021-03-27,27,Greatest Hits,Queen,26,8,430
2021-03-27,28,The GOAT,Polo G,27,2,44
2021-03-27,29,Hamilton: An American Musical,Original Broadway Cast,28,2,286
2021-03-27,30,Pray 4 Love,Rod Wave,34,2,50
2021-03-27,31,This One's For You,Luke Combs,31,4,198
2021-03-27,32,YHLQMDLG,Bad Bunny,33,2,55
2021-03-27,33,Thats What They All Say,Jack Harlow,32,5,14
2021-03-27,34,Rumours,Fleetwood Mac,38,1,416
2021-03-27,35,Only The Family Presents: Loyal Bros Compilation,Various Artists,12,12,2
2021-03-27,36,Curtain Call: The Hits,Eminem,36,1,520
