chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2021-05-01,1,Young Stoner Life: Slime Language 2,Young Thug & Various Artists,-,1,1
2021-05-01,2,Fearless (Taylor's Version),Taylor Swift,1,1,2
2021-05-01,3,Dangerous: The Double Album,Morgan Wallen,4,1,15
2021-05-01,4,Justice,Justin Bieber,3,1,5
2021-05-01,5,Heart,Eric Church,-,5,1
2021-05-01,6,SoulFly,Rod Wave,5,1,4
2021-05-01,7,The Battle At Garden’s Gate,Greta Van Fleet,-,7,1
2021-05-01,8,The Highlights,The Weeknd,7,2,11
2021-05-01,9,Future Nostalgia,Dua Lipa,10,3,55
2021-05-01,10,Shoot For The Stars Aim For The Moon,Pop Smoke,9,1,42
2021-05-01,11,Destined 2 Win,Lil Tjay,8,5,3
2021-05-01,12,What You See Is What You Get,Luke Combs,14,1,76
2021-05-01,13,My Turn,Lil Baby,12,1,60
2021-05-01,14,Positions,Ariana Grande,6,1,25
2021-05-01,15,El Ultimo Tour del Mundo,Bad Bunny,20,1,21
2021-05-01,16,When It's All Said And Done... Take Time,Giveon,17,5,6
2021-05-01,17,Legends Never Die,Juice WRLD,16,1,41
2021-05-01,18,Shiesty Season,Pooh Shiesty,15,3,11
2021-05-01,19,Hollywood's Bleeding,Post Malone,18,1,85
2021-05-01,20,The GOAT,Polo G,19,2,49
2021-05-01,21,The Voice,Lil Durk,21,2,18
2021-05-01,22,YHLQMDLG,Bad Bunny,27,2,60
2021-05-01,23,My Savior,Carrie Underwood,34,4,4
2021-05-01,24,Good News,Megan Thee Stallion,24,2,22
2021-05-01,25,Big Grim Reaper,Big Scarr,-,25,1
2021-05-01,26,Fine Line,Harry Styles,22,1,71
2021-05-01,27,Let The Bad Times Roll,The Offspring,-,27,1
2021-05-01,28,Greatest Hits,Queen,26,8,435
2021-05-01,29,F*ck Love,The Kid LAROI,25,3,39
2021-05-01,30,Goodbye & Good Riddance,Juice WRLD,28,4,153
2021-05-01,31,The Best Of DMX,DMX,2,2,9
2021-05-01,32,Dancing With The Devil...The Art Of Starting Over,Demi Lovato,13,2,3
2021-05-01,33,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,31,1,108
2021-05-01,34,This One's For You,Luke Combs,32,4,203
2021-05-01,35,Starting Over,Chris Stapleton,43,3,23
2021-05-01,36,Hot Pink,Doja Cat,30,9,77
2021-05-01,37,Tickets To My Downfall,Machine Gun Kelly,35,1,30
2021-05-01,38,Hamilton: An American Musical,Original Broadway Cast,37,2,291
2021-05-01,39,Folklore,Taylor Swift,33,1,39
2021-05-01,40,Rumours,Fleetwood Mac,38,1,421
2021-05-01,41,Evermore,Taylor Swift,29,1,19
2021-05-01,42,Curtain Call: The Hits,Eminem,39,1,525
2021-05-01,43,Death Race For Love,Juice WRLD,40,1,111
