chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2021-09-04,1,Sour,Olivia Rodrigo,3,1,14
2021-09-04,2,Trip At Knight,Trippie Redd,-,2,1
2021-09-04,3,SoulFly,Rod Wave,38,1,22
2021-09-04,4,Planet Her,Doja Cat,2,2,9
2021-09-04,5,Solar Power,Lorde,-,5,1
2021-09-04,6,Happier Than Ever,Billie Eilish,1,1,4
2021-09-04,7,F*ck Love,The Kid LAROI,4,1,57
2021-09-04,8,The Chaos Chapter : FREEZE,TOMORROW X TOGETHER,-,5,10
2021-09-04,9,Dangerous: The Double Album,Morgan Wallen,5,1,33
2021-09-04,10,One In A Million,Aaliyah,-,10,68
2021-09-04,11,The Voice Of The Heroes,Lil Baby & Lil Durk,8,1,12
2021-09-04,12,Future Nostalgia,Dua Lipa,10,3,73
2021-09-04,13,Shoot For The Stars Aim For The Moon,Pop Smoke,12,1,60
2021-09-04,14,What You See Is What You Get,Luke Combs,14,1,94
2021-09-04,15,Hall Of Fame,Polo G,13,1,11
2021-09-04,16,My Turn,Lil Baby,16,1,78
2021-09-04,17,After Hours,The Weeknd,15,1,71
2021-09-04,18,A Gangsta's Pain,Moneybagg Yo,17,1,18
2021-09-04,19,Legends Never Die,Juice WRLD,19,1,59
2021-09-04,20,Hollywood's Bleeding,Post Malone,18,1,103
2021-09-04,21,Justice,Justin Bieber,20,1,23
2021-09-04,22,Greatest Hits,Queen,21,8,453
2021-09-04,23,The Ballad Of Dood & Juanita,Sturgill Simpson,-,23,1
2021-09-04,24,Goodbye & Good Riddance,Juice WRLD,22,4,171
2021-09-04,25,Good Things,Dan + Shay,6,6,2
2021-09-04,26,Folklore,Taylor Swift,27,1,57
2021-09-04,27,Rumours,Fleetwood Mac,23,1,439
2021-09-04,28,The Off-Season,J. Cole,24,1,15
2021-09-04,29,Long Term Effects Of Suffering,$uicideBoy$,7,7,2
2021-09-04,30,This One's For You,Luke Combs,28,4,221
2021-09-04,31,Positions,Ariana Grande,31,1,43
2021-09-04,32,Faith,Pop Smoke,25,1,6
2021-09-04,33,Fine Line,Harry Styles,33,1,89
2021-09-04,34,Tickets To My Downfall,Machine Gun Kelly,29,1,48
2021-09-04,35,ASTROWORLD,Travis Scott,35,1,160
2021-09-04,36,Hamilton: An American Musical,Original Broadway Cast,41,2,309
2021-09-04,37,If I Know Me,Morgan Wallen,34,10,152
2021-09-04,38,Chronicle The 20 Greatest Hits,Creedence Clearwater Revival,36,18,538
2021-09-04,39,Inside (The Songs),Bo Burnham,30,7,12
2021-09-04,40,Culture III,Migos,32,2,11
2021-09-04,41,Curtain Call: The Hits,Eminem,43,1,543
2021-09-04,42,Diamonds,Elton John,40,7,198
2021-09-04,43,Still Sleep?,Sleepy Hallow,47,38,13
2021-09-04,44,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,42,1,126
