chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2021-04-17,1,Justice,Justin Bieber,2,1,3
2021-04-17,2,Dancing With The Devil...The Art Of Starting Over,Demi Lovato,-,2,1
2021-04-17,3,SoulFly,Rod Wave,1,1,2
2021-04-17,4,Dangerous: The Double Album,Morgan Wallen,5,1,13
2021-04-17,5,Destined 2 Win,Lil Tjay,-,5,1
2021-04-17,6,The Highlights,The Weeknd,6,2,9
2021-04-17,7,Shoot For The Stars Aim For The Moon,Pop Smoke,7,1,40
2021-04-17,8,My Savior,Carrie Underwood,4,4,2
2021-04-17,9,Future Nostalgia,Dua Lipa,9,3,53
2021-04-17,10,What You See Is What You Get,Luke Combs,14,1,74
2021-04-17,11,My Turn,Lil Baby,12,1,58
2021-04-17,12,Shiesty Season,Pooh Shiesty,13,3,9
2021-04-17,13,The Voice,Lil Durk,15,2,16
2021-04-17,14,Hollywood's Bleeding,Post Malone,17,1,83
2021-04-17,15,When It's All Said And Done... Take Time,Giveon,16,5,4
2021-04-17,16,Legends Never Die,Juice WRLD,19,1,39
2021-04-17,17,Positions,Ariana Grande,18,1,23
2021-04-17,18,Fine Line,Harry Styles,24,1,69
2021-04-17,19,Good News,Megan Thee Stallion,21,2,20
2021-04-17,20,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,26,1,106
2021-04-17,21,The GOAT,Polo G,30,2,47
2021-04-17,22,Greatest Hits,Queen,29,8,433
2021-04-17,23,F*ck Love,The Kid LAROI,23,3,37
2021-04-17,24,El Ultimo Tour del Mundo,Bad Bunny,25,1,19
2021-04-17,25,Hot Pink,Doja Cat,28,9,75
2021-04-17,26,This One's For You,Luke Combs,34,4,201
2021-04-17,27,Rumours,Fleetwood Mac,36,1,419
2021-04-17,28,Goodbye & Good Riddance,Juice WRLD,32,4,151
2021-04-17,29,Folklore,Taylor Swift,27,1,37
2021-04-17,30,"Cuttin' Grass, Vol. 2: The Cowboy Arms Sessions",Sturgill Simpson,-,30,2
2021-04-17,31,Clouds (The Mixtape),NF,3,3,2
2021-04-17,32,Dum And Dummer 2,Young Dolph & Key Glock,8,8,2
2021-04-17,33,Evermore,Taylor Swift,31,1,17
2021-04-17,34,Tickets To My Downfall,Machine Gun Kelly,33,1,28
2021-04-17,35,Hamilton: An American Musical,Original Broadway Cast,35,2,289
2021-04-17,36,YHLQMDLG,Bad Bunny,37,2,58
2021-04-17,37,KG0516,Karol G,20,20,2
2021-04-17,38,Legend: The Best Of...,Bob Marley And The Wailers,53,5,673
2021-04-17,39,Chronicle The 20 Greatest Hits,Creedence Clearwater Revival,45,18,518
2021-04-17,40,If I Know Me,Morgan Wallen,41,10,132
2021-04-17,41,ASTROWORLD,Travis Scott,43,1,140
2021-04-17,42,Thats What They All Say,Jack Harlow,38,5,17
2021-04-17,43,Starting Over,Chris Stapleton,46,3,21
2021-04-17,44,Death Race For Love,Juice WRLD,42,1,109
2021-04-17,45,Diamonds,Elton John,49,7,178
2021-04-17,46,Curtain Call: The Hits,Eminem,44,1,523
2021-04-17,47,OK Orchestra,AJR,10,10,2
2021-04-17,48,beerbongs & bentleys,Post Malone,47,1,154
2021-04-17,49,El Dorado,24kGoldn,22,22,2
2021-04-17,50,Scorpion,Drake,52,1,145
2021-04-17,51,BLAME IT ON BABY,DaBaby,48,1,51
2021-04-17,52,Pray 4 Love,Rod Wave,39,2,53
2021-04-17,53,1,The Beatles,56,1,467
2021-04-17,54,Ctrl,SZA,51,3,200
2021-04-17,55,Traveller,Chris Stapleton,55,1,291
2021-04-17,56,Eternal Atake,Lil Uzi Vert,54,1,57
2021-04-17,57,"good kid, m.A.A.d city",Kendrick Lamar,58,2,441
2021-04-17,58,Stoney,Post Malone,59,4,226
2021-04-17,59,Journey's Greatest Hits,Journey,67,10,663
2021-04-17,60,Only The Family Presents: Loyal Bros Compilation,Various Artists,57,12,5
2021-04-17,61,Back In Black,AC/DC,74,4,458
2021-04-17,62,Dont Smile At Me,Billie Eilish,60,14,172
2021-04-17,63,Please Excuse Me For Being Antisocial,Roddy Ricch,62,1,70
2021-04-17,64,Over It,Summer Walker,64,2,79
2021-04-17,65,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,63,20,99
2021-04-17,66,Life Rolls On,Florida Georgia Line,66,21,8
