date,title,artist,current,previous,peak,weeks,new
2017-12-30,"What Makes You Country","Luke Bryan",1,0,1,1,True
2017-12-30,"reputation","Taylor Swift",2,3,1,5,False
2017-12-30,"÷ (Divide)","Ed Sheeran",3,4,1,41,False
2017-12-30,"A Pentatonix Christmas","Pentatonix",4,5,1,20,False
2017-12-30,"Quality Control: Control The Streets, Vol. 1","Various Artists",5,0,5,1,True
2017-12-30,"Double Or Nothing","Big Sean & Metro Boomin",6,0,6,1,True
2017-12-30,"From A Room: Volume 2","Chris Stapleton",7,2,2,2,False
2017-12-30,"The Thrill Of It All","Sam Smith",8,7,1,6,False
2017-12-30,"Christmas","Michael Buble",9,8,1,62,False
2017-12-30,"Stoney","Post Malone",10,11,4,53,False
2017-12-30,"DAMN.","Kendrick Lamar",11,16,1,35,False
2017-12-30,"The Anthology: Part I, The First Five Years","Garth Brooks",12,10,4,4,False
2017-12-30,"Songs Of Experience","U2",13,1,1,2,False
2017-12-30,"That's Christmas To Me","Pentatonix",14,12,2,40,False
2017-12-30,"Luv Is Rage 2","Lil Uzi Vert",15,13,1,16,False
2017-12-30,"You Make It Feel Like Christmas","Gwen Stefani",16,27,16,6,False
2017-12-30,"Evolve","Imagine Dragons",17,15,2,25,False
2017-12-30,"Heartbreak On A Full Moon","Chris Brown",18,14,3,7,False
2017-12-30,"Merry Christmas","Mariah Carey",19,20,3,72,False
2017-12-30,"American Teen","Khalid",20,18,4,41,False
2017-12-30,"Noel","Josh Groban",21,22,1,80,False
2017-12-30,"Hamilton: An American Musical","Original Broadway Cast",22,24,3,116,False
2017-12-30,"Project Baby Two","Kodak Black",23,17,2,17,False
2017-12-30,"Without Warning","21 Savage, Offset & Metro Boomin",24,19,4,7,False
2017-12-30,"Lil Pump","Lil Pump",25,21,3,10,False
2017-12-30,"Tell Me You Love Me","Demi Lovato",26,6,3,11,False
2017-12-30,"Beautiful Trauma","P!nk",27,23,1,9,False
2017-12-30,"A Charlie Brown Christmas (Soundtrack)","Vince Guaraldi Trio",28,32,23,63,False
2017-12-30,"War & Leisure","Miguel",29,9,9,2,False
2017-12-30,"Ctrl","SZA",30,31,3,27,False
2017-12-30,"Warmer In The Winter","Lindsey Stirling",31,26,22,8,False
2017-12-30,"From A Room: Volume 1","Chris Stapleton",32,28,2,32,False
2017-12-30,"24K Magic","Bruno Mars",33,25,2,56,False
2017-12-30,"Traveller","Chris Stapleton",34,33,1,118,False
2017-12-30,"Red Pill Blues","Maroon 5",35,30,2,6,False
2017-12-30,"More Life","Drake",36,34,1,39,False
2017-12-30,"boom.","Walker Hayes",37,0,37,1,True
2017-12-30,"hopeless fountain kingdom","Halsey",38,35,1,28,False
2017-12-30,"My Kind Of Christmas","Reba",39,52,39,6,False
2017-12-30,"17","XXXTENTACION",40,36,2,16,False
2017-12-30,"Perception","NF",41,39,1,10,False
2017-12-30,"Ultimate Christmas","Frank Sinatra",42,49,42,5,False
2017-12-30,"Life Changes","Thomas Rhett",43,43,1,14,False
2017-12-30,"Kane Brown","Kane Brown",44,44,5,54,False
2017-12-30,"Greatest Hits","Tom Petty And The Heartbreakers",45,72,2,245,False
2017-12-30,"Moana","Soundtrack",46,45,2,56,False
2017-12-30,"The Christmas Song","Nat King Cole",47,53,47,33,False
2017-12-30,"Starboy","The Weeknd",48,46,1,55,False
