date,title,artist,current,previous,peak,weeks
2014-12-27,"Blank Space","Taylor Swift",1,1,1,7
2014-12-27,"Take Me To Church","Hozier",2,2,2,18
2014-12-27,"Uptown Funk!","Mark Ronson Featuring Bruno Mars",3,5,3,5
2014-12-27,"Lips Are Movin","Meghan Trainor",4,8,4,8
2014-12-27,"I'm Not The Only One","Sam Smith",5,7,5,15
2014-12-27,"Thinking Out Loud","Ed Sheeran",6,24,6,10
2014-12-27,"All About That Bass","Meghan Trainor",7,3,1,23
2014-12-27,"Animals","Maroon 5",8,4,3,17
2014-12-27,"Love Me Harder","Ariana Grande & The Weeknd",9,10,7,10
2014-12-27,"Shake It Off","Taylor Swift",10,6,1,17
2014-12-27,"Jealous","Nick Jonas",11,9,8,14
2014-12-27,"Only","Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",12,32,12,7
2014-12-27,"The Heart Wants What It Wants","Selena Gomez",13,12,6,6
2014-12-27,"I Don't F**k With You","Big Sean Featuring E-40",14,14,11,12
2014-12-27,"Habits (Stay High)","Tove Lo",15,11,3,29
2014-12-27,"Tuesday","I LOVE MAKONNEN Featuring Drake",16,16,12,12
2014-12-27,"Don't","Ed Sheeran",17,17,9,27
2014-12-27,"Waves","Mr. Probz",18,18,14,17
2014-12-27,"Bang Bang","Jessie J, Ariana Grande & Nicki Minaj",19,19,3,20
2014-12-27,"7/11","Beyonce",20,13,13,3
2014-12-27,"Blame","Calvin Harris Featuring John Newman",21,22,19,14
2014-12-27,"No Type","Rae Sremmurd",22,20,16,12
2014-12-27,"The Hanging Tree","James Newton Howard Featuring Jennifer Lawrence",23,15,12,3
2014-12-27,"Hot Boy","Bobby Shmurda",24,21,6,20
2014-12-27,"Stay With Me","Sam Smith",25,23,2,36
2014-12-27,"Centuries","Fall Out Boy",26,26,22,14
2014-12-27,"CoCo","O.T. Genasis",27,28,27,4
2014-12-27,"Beg For It","Iggy Azalea Featuring M0",28,29,28,8
2014-12-27,"Don't Tell 'Em","Jeremih Featuring YG",29,25,6,25
2014-12-27,"Black Widow","Iggy Azalea Featuring Rita Ora",30,30,3,24
2014-12-27,"Trumpets","Jason Derulo",31,27,14,29
2014-12-27,"Riptide","Vance Joy",32,37,32,25
2014-12-27,"Lifestyle","Rich Gang Featuring Young Thug & Rich Homie Quan",33,33,16,22
2014-12-27,"Chandelier","Sia",34,31,8,32
2014-12-27,"Heroes (We Could Be)","Alesso Featuring Tove Lo",35,49,35,11
2014-12-27,"Rather Be","Clean Bandit Featuring Jess Glynne",36,36,10,27
2014-12-27,"I Don't Mind","Usher Featuring Juicy J",37,45,37,4
2014-12-27,"Something In The Water","Carrie Underwood",38,52,24,11
2014-12-27,"Shotgun Rider","Tim McGraw",39,43,39,11
2014-12-27,"All I Want For Christmas Is You","Mariah Carey",40,50,21,9
2014-12-27,"L.A.LOVE (la la)","Fergie",41,35,27,10
2014-12-27,"Stolen Dance","Milky Chance",42,44,41,21
2014-12-27,"Rude","MAGIC!",43,42,1,34
2014-12-27,"Hold You Down","DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",44,41,39,15
2014-12-27,"Try Me","DeJ Loaf",45,48,45,8
2014-12-27,"Cool Kids","Echosmith",46,39,13,23
2014-12-27,"Touchin, Lovin","Trey Songz Featuring Nicki Minaj",47,46,43,15
2014-12-27,"Mary, Did You Know?","Pentatonix",48,38,26,4
2014-12-27,"New Flame","Chris Brown Featuring Usher & Rick Ross",49,47,27,22
2014-12-27,"About The Money","T.I. Featuring Young Thug",50,53,42,19
2014-12-27,"Talladega","Eric Church",51,60,51,8
2014-12-27,"Perfect Storm","Brad Paisley",52,57,52,10
2014-12-27,"Night Changes","One Direction",53,51,31,4
2014-12-27,"Lonely Tonight","Blake Shelton Featuring Ashley Monroe",54,95,54,2
2014-12-27,"Anaconda","Nicki Minaj",55,55,2,19
2014-12-27,"Make It Rain","Ed Sheeran",56,34,34,2
2014-12-27,"Ghost","Ella Henderson",57,62,52,7
2014-12-27,"Sun Daze","Florida Georgia Line",58,65,58,8
2014-12-27,"The Old Rugged Cross","Craig Wayne Boyd",59,0,59,1
2014-12-27,"Dangerous","David Guetta Featuring Sam Martin",60,56,56,8
2014-12-27,"I See You","Luke Bryan",61,70,61,3
