date,title,artist,current,previous,peak,weeks,new
2020-12-26,"Evermore","Taylor Swift",1,0,1,1,True
2020-12-26,"Man On The Moon III: The Chosen","Kid Cudi",2,0,2,1,True
2020-12-26,"Folklore","Taylor Swift",3,11,1,21,False
2020-12-26,"Christmas","Michael Buble",4,4,1,89,False
2020-12-26,"Thats What They All Say","Jack Harlow",5,0,5,1,True
2020-12-26,"My Gift","Carrie Underwood",6,5,5,12,False
2020-12-26,"Shoot For The Stars Aim For The Moon","Pop Smoke",7,6,1,24,False
2020-12-26,"The Christmas Song","Nat King Cole",8,7,7,55,False
2020-12-26,"El Ultimo Tour del Mundo","Bad Bunny",9,2,1,3,False
2020-12-26,"Merry Christmas","Mariah Carey",10,10,3,98,False
2020-12-26,"Positions","Ariana Grande",11,3,1,7,False
2020-12-26,"A Charlie Brown Christmas (Soundtrack)","Vince Guaraldi Trio",12,14,12,87,False
2020-12-26,"The Best Of Pentatonix Christmas","Pentatonix",13,8,7,17,False
2020-12-26,"Fine Line","Harry Styles",14,19,1,53,False
2020-12-26,"Good News","Megan Thee Stallion",15,9,2,4,False
2020-12-26,"What You See Is What You Get","Luke Combs",16,15,1,58,False
2020-12-26,"A Christmas Gift For You From Phil Spector","Various Artists",17,20,12,14,False
2020-12-26,"Legends Never Die","Juice WRLD",18,13,1,23,False
2020-12-26,"BE","BTS",19,18,1,4,False
2020-12-26,"Plastic Hearts","Miley Cyrus",20,12,2,3,False
2020-12-26,"F*ck Love","The Kid LAROI",21,16,3,21,False
2020-12-26,"My Turn","Lil Baby",22,17,1,42,False
2020-12-26,"The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection","Bing Crosby",23,22,14,45,False
2020-12-26,"The Classic Christmas Album","Perry Como",24,32,18,18,False
2020-12-26,"Wonder","Shawn Mendes",25,1,1,2,False
2020-12-26,"A Holly Dolly Christmas","Dolly Parton",26,21,16,11,False
2020-12-26,"When We All Fall Asleep, Where Do We Go?","Billie Eilish",27,27,1,90,False
2020-12-26,"Starting Over","Chris Stapleton",28,26,3,5,False
2020-12-26,"Hollywood's Bleeding","Post Malone",29,24,1,67,False
2020-12-26,"The Classic Christmas Album","Elvis Presley",30,36,30,41,False
2020-12-26,"We Need A Little Christmas","Pentatonix",31,23,23,5,False
2020-12-26,"Rockin' Around The Christmas Tree: The Decca Christmas Recordings","Brenda Lee",32,40,17,11,False
2020-12-26,"Cuttin' Grass, Vol. 1: The Butcher Shoppe Sessions","Sturgill Simpson",33,0,24,2,False
2020-12-26,"Ultimate Christmas","Frank Sinatra",34,28,12,24,False
2020-12-26,"Hamilton: An American Musical","Original Broadway Cast",35,29,2,273,False
2020-12-26,"Greatest Hits","Queen",36,34,8,417,False
2020-12-26,"Classic Christmas Album","Andy Williams",37,38,23,25,False
2020-12-26,"Wrapped In Red","Kelly Clarkson",38,39,3,49,False
2020-12-26,"After Hours","The Weeknd",39,25,1,39,False
2020-12-26,"The Best Of Bobby Helms","Bobby Helms",40,59,27,8,False
2020-12-26,"Pluto x Baby Pluto","Future & Lil Uzi Vert",41,30,2,5,False
2020-12-26,"Goodbye & Good Riddance","Juice WRLD",42,31,4,135,False
2020-12-26,"The Dean Martin Christmas Album","Dean Martin",43,42,38,18,False
2020-12-26,"Greatest Hits","Fleetwood Mac",44,52,14,173,False
2020-12-26,"The Best Of Burl Ives: 20th Century Masters The Christmas Collection","Burl Ives",45,55,45,3,False
2020-12-26,"BLAME IT ON BABY","DaBaby",46,37,1,35,False
2020-12-26,"Power Up","AC/DC",47,41,1,5,False
2020-12-26,"Christmas Classics","Bing Crosby",48,50,19,33,False
2020-12-26,"Rudolph The Red Nosed Reindeer And Other Christmas Classics","Gene Autry",49,35,21,17,False
2020-12-26,"The GOAT","Polo G",50,44,2,31,False
2020-12-26,"This One's For You","Luke Combs",51,53,4,185,False
2020-12-26,"Tickets To My Downfall","Machine Gun Kelly",52,45,1,12,False
2020-12-26,"Pray 4 Love","Rod Wave",53,47,2,37,False
2020-12-26,"YHLQMDLG","Bad Bunny",54,43,2,42,False
2020-12-26,"Dont Smile At Me","Billie Eilish",55,64,14,156,False
2020-12-26,"Death Race For Love","Juice WRLD",56,46,1,93,False
2020-12-26,"Future Nostalgia","Dua Lipa",57,51,4,37,False
2020-12-26,"Savage Mode II","21 Savage & Metro Boomin",58,48,1,11,False
2020-12-26,"Abbey Road","The Beatles",59,57,1,392,False
2020-12-26,"Diamonds","Elton John",60,62,7,162,False
2020-12-26,"Welcome To O'Block","King Von",61,54,5,7,False
2020-12-26,"If I Know Me","Morgan Wallen",62,56,13,116,False
2020-12-26,"ASTROWORLD","Travis Scott",63,61,1,124,False
2020-12-26,"Legend: The Best Of...","Bob Marley And The Wailers",64,69,5,657,False
2020-12-26,"Traveller","Chris Stapleton",65,70,1,275,False
2020-12-26,"Divinely Uninspired To A Hellish Extent","Lewis Capaldi",66,71,20,83,False
2020-12-26,"Last Christmas (Soundtrack)","George Michael & Wham!",67,65,43,12,False
2020-12-26,"Lover","Taylor Swift",68,76,1,69,False
2020-12-26,"A Legendary Christmas","John Legend",69,97,22,18,False
2020-12-26,"Top","YoungBoy Never Broke Again",70,60,1,14,False
2020-12-26,"Letter To You","Bruce Springsteen",71,119,2,8,False
2020-12-26,"Eternal Atake","Lil Uzi Vert",72,58,1,41,False
2020-12-26,"Please Excuse Me For Being Antisocial","Roddy Ricch",73,66,1,54,False
2020-12-26,"Over It","Summer Walker",74,63,2,63,False
2020-12-26,"Man On The Moon: The End Of Day","Kid Cudi",75,118,4,153,False
2020-12-26,"Just Cause Y'all Waited 2","Lil Durk",76,67,2,32,False
2020-12-26,"The Jackson 5 Christmas Album","Jackson 5",77,112,53,5,False
2020-12-26,"Back In Black","AC/DC",78,96,4,442,False
2020-12-26,"Rumours","Fleetwood Mac",79,104,1,403,False
2020-12-26,"Feliz Navidad","Jose Feliciano",80,85,54,10,False
2020-12-26,"good kid, m.A.A.d city","Kendrick Lamar",81,93,2,425,False
2020-12-26,"Chronicle The 20 Greatest Hits","Creedence Clearwater Revival",82,80,18,502,False
2020-12-26,"Ones","Selena",83,83,83,11,False
2020-12-26,"beerbongs & bentleys","Post Malone",84,73,1,138,False
2020-12-26,"The Andy Williams Christmas Album","Andy Williams",85,68,40,12,False
2020-12-26,"Noel","Josh Groban",86,87,1,97,False
2020-12-26,"Curtain Call: The Hits","Eminem",87,84,1,507,False
2020-12-26,"Chilombo","Jhene Aiko",88,77,2,41,False
2020-12-26,"Thriller","Michael Jackson",89,81,1,449,False
2020-12-26,"B4 The Storm","Internet Money",90,74,10,16,False
2020-12-26,"Manic","Halsey",91,78,2,48,False
2020-12-26,"Scorpion","Drake",92,88,1,129,False
2020-12-26,"A Very Trainor Christmas","Meghan Trainor",93,91,91,4,False
2020-12-26,"Guardians Of The Galaxy: Awesome Mix Vol. 1","Soundtrack",94,141,1,143,False
2020-12-26,"Stoney","Post Malone",95,92,4,210,False
2020-12-26,"Thank U, Next","Ariana Grande",96,99,1,97,False
2020-12-26,"American Teen","Khalid",97,107,4,198,False
2020-12-26,"Nevermind","Nirvana",98,101,1,503,False
2020-12-26,"2014 Forest Hills Drive","J. Cole",99,102,1,315,False
2020-12-26,"The White Stripes Greatest Hits","The White Stripes",100,33,33,2,False
2020-12-26,"?","XXXTENTACION",101,98,1,144,False
2020-12-26,"Under The Mistletoe","Justin Bieber",102,82,1,53,False
2020-12-26,"Berry Christmas (EP)","Chuck Berry",103,142,82,5,False
2020-12-26,"High Off Life","Future",104,86,1,31,False
2020-12-26,"Journey's Greatest Hits","Journey",105,105,10,647,False
2020-12-26,"1","The Beatles",106,117,1,451,False
2020-12-26,"A Pentatonix Christmas","Pentatonix",107,79,1,39,False
2020-12-26,"The Album","BLACKPINK",108,110,2,11,False
2020-12-26,"Swimming","Mac Miller",109,116,3,119,False
2020-12-26,"IGOR","Tyler, The Creator",110,120,1,68,False
2020-12-26,"Love Goes","Sam Smith",111,90,5,7,False
2020-12-26,"Wish Me Well 3","YFN Lucci",112,49,49,2,False
2020-12-26,"Timeless: The All-Time Greatest Hits","Bee Gees",113,0,41,7,False
2020-12-26,"Wunna","Gunna",114,95,1,30,False
2020-12-26,"Circles","Mac Miller",115,114,3,46,False
2020-12-26,"Greatest Hits","Tom Petty And The Heartbreakers",116,132,2,388,False
2020-12-26,"Greatest Hits","Guns N' Roses",117,126,3,514,False
2020-12-26,"Until I Return","YoungBoy Never Broke Again",118,89,10,5,False
2020-12-26,"Ultimate Sinatra","Frank Sinatra",119,103,32,134,False
2020-12-26,"Frozen II","Soundtrack",120,113,1,57,False
2020-12-26,"Dark Lane Demo Tapes","Drake",121,106,2,33,False
2020-12-26,"÷ (Divide)","Ed Sheeran",122,129,1,198,False
2020-12-26,"A Drummer Boy Christmas","for KING & COUNTRY",123,111,50,4,False
2020-12-26,"Born To Die","Lana Del Rey",124,164,2,372,False
2020-12-26,"You Make It Feel Like Christmas","Gwen Stefani",125,127,16,18,False
2020-12-26,"Harmony","Josh Groban",126,94,17,4,False
2020-12-26,"Cuttin' Grass, Vol. 2: The Cowboy Arms Sessions","Sturgill Simpson",127,0,127,1,True
2020-12-26,"1989","Taylor Swift",128,166,1,314,False
2020-12-26,"Everyday Is Christmas","Sia",129,0,27,12,False
2020-12-26,"White Christmas","Bing Crosby",130,124,45,41,False
2020-12-26,"DAMN.","Kendrick Lamar",131,136,1,192,False
2020-12-26,"Ctrl","SZA",132,108,3,184,False
2020-12-26,"MAP OF THE SOUL : 7","BTS",133,135,1,43,False
2020-12-26,"Christmas Portrait","Carpenters",134,121,56,58,False
2020-12-26,"The Greatest Showman","Soundtrack",135,145,1,158,False
2020-12-26,"Starboy","The Weeknd",136,138,1,212,False
2020-12-26,"Believe","Andrea Bocelli",137,122,26,5,False
2020-12-26,"The Best Of Stevie Wonder: 20th Century Masters The Christmas Collection","Stevie Wonder",138,194,85,6,False
2020-12-26,"Sgt. Pepper's Lonely Hearts Club Band","The Beatles",139,0,1,230,False
2020-12-26,"Free Spirit","Khalid",140,148,1,89,False
2020-12-26,"Christmas Eve And Other Stories","Trans-Siberian Orchestra",141,178,48,63,False
2020-12-26,"Meet The Woo, V.2","Pop Smoke",142,144,7,45,False
2020-12-26,"Luv Is Rage 2","Lil Uzi Vert",143,133,1,173,False
2020-12-26,"Hot Pink","Doja Cat",144,130,9,59,False
2020-12-26,"Fun","Garth Brooks",145,149,42,4,False
2020-12-26,"Hey World","Lee Brice",146,128,45,4,False
2020-12-26,"Code Red","Moneybagg Yo & Blac Youngsta",147,125,6,13,False
2020-12-26,"We Will Always Love You","The Avalanches",148,0,148,1,True
2020-12-26,"A Winter Romance","Dean Martin",149,190,61,6,False
2020-12-26,"The Dark Side Of The Moon","Pink Floyd",150,175,1,953,False
2020-12-26,"The Beach Boys' Christmas Album","The Beach Boys",151,154,107,4,False
2020-12-26,"Harry Styles","Harry Styles",152,181,1,66,False
2020-12-26,"AM","Arctic Monkeys",153,171,6,126,False
2020-12-26,"Goldmine","Gabby Barrett",154,139,27,26,False
2020-12-26,"Cuz I Love You","Lizzo",155,158,4,87,False
2020-12-26,"No Pressure","Logic",156,0,2,7,False
2020-12-26,"Pegasus","Trippie Redd",157,123,2,7,False
2020-12-26,"Levon James","King Von",158,137,40,8,False
2020-12-26,"Take Care","Drake",159,146,1,407,False
2020-12-26,"McCartney II","Paul McCartney",160,168,3,28,False
2020-12-26,"Purple Rain (Soundtrack)","Prince And The Revolution",161,0,1,130,False
2020-12-26,"Ella Wishes You A Swinging Christmas","Ella Fitzgerald",162,0,111,2,False
2020-12-26,"Evolve","Imagine Dragons",163,170,2,182,False
2020-12-26,"Time Served","Moneybagg Yo",164,147,3,49,False
2020-12-26,"Purgatory","Tyler Childers",165,161,106,31,False
2020-12-26,"The Wall","Pink Floyd",166,0,1,156,False
2020-12-26,"That's Christmas To Me","Pentatonix",167,150,2,56,False
2020-12-26,"Kid Krow","Conan Gray",168,197,5,27,False
2020-12-26,"Greatest Hits","The Notorious B.I.G.",169,174,1,253,False
2020-12-26,"Metallica","Metallica",170,200,1,586,False
2020-12-26,"Chromatica","Lady Gaga",171,153,1,29,False
2020-12-26,"The Black Parade","My Chemical Romance",172,0,2,100,False
2020-12-26,"Queen Of Da Souf","Mulatto",173,0,44,12,False
2020-12-26,"Ghetto Gospel","Rod Wave",174,157,10,59,False
2020-12-26,"Look Up Child","Lauren Daigle",175,0,3,115,False
2020-12-26,"Beauty Behind The Madness","The Weeknd",176,162,1,276,False
2020-12-26,"Back To Black","Amy Winehouse",177,0,2,171,False
2020-12-26,"Invasion Of Privacy","Cardi B",178,169,1,141,False
2020-12-26,"Wildflowers","Tom Petty",179,187,5,63,False
2020-12-26,"G.I.H.F. (Goat In Human Form)","Rylo Rodriguez",180,109,37,3,False
2020-12-26,"The Essential Johnny Cash","Johnny Cash",181,0,35,32,False
2020-12-26,"MTV Unplugged In New York","Nirvana",182,0,1,98,False
2020-12-26,"Blurryface","twenty one pilots",183,0,1,282,False
2020-12-26,"A Donny Hathaway Collection","Donny Hathaway",184,177,177,3,False
2020-12-26,"The Very Best Of The Eagles","Eagles",185,172,3,216,False
2020-12-26,"Gimme Some Truth. (2020)","John Lennon",186,189,40,4,False
2020-12-26,"Papi Juancho","Maluma",187,160,34,17,False
2020-12-26,"While The World Was Burning","SAINt JHN",188,131,34,4,False
2020-12-26,"Blonde","Frank Ocean",189,155,1,209,False
2020-12-26,"Golden Hour","Kacey Musgraves",190,0,4,94,False
2020-12-26,"JACKBOYS","JACKBOYS",191,163,1,51,False
2020-12-26,"The Search","NF",192,173,1,73,False
2020-12-26,"Die A Legend","Polo G",193,176,6,80,False
2020-12-26,"All Eyez On Me","2Pac",194,0,1,122,False
2020-12-26,"KIRK","DaBaby",195,167,1,64,False
2020-12-26,"Their Greatest Hits 1971-1975","Eagles",196,0,1,355,False
2020-12-26,"Behold: A Christmas Collection","Lauren Daigle",197,0,29,24,False
2020-12-26,"X 100PRE","Bad Bunny",198,196,11,104,False
2020-12-26,"Music To Be Murdered By","Eminem",199,182,1,47,False
2020-12-26,"Mixtape, Vol. 1 (EP)","Kane Brown",200,159,15,18,False
2020-12-19,"Wonder","Shawn Mendes",1,0,1,1,True
2020-12-19,"El Ultimo Tour del Mundo","Bad Bunny",2,1,1,2,False
2020-12-19,"Positions","Ariana Grande",3,4,1,6,False
2020-12-19,"Christmas","Michael Buble",4,6,1,88,False
2020-12-19,"My Gift","Carrie Underwood",5,9,5,11,False
2020-12-19,"Shoot For The Stars Aim For The Moon","Pop Smoke",6,5,1,23,False
2020-12-19,"The Christmas Song","Nat King Cole",7,12,7,54,False
2020-12-19,"The Best Of Pentatonix Christmas","Pentatonix",8,16,7,16,False
2020-12-19,"Good News","Megan Thee Stallion",9,7,2,3,False
2020-12-19,"Merry Christmas","Mariah Carey",10,15,3,97,False
2020-12-19,"Folklore","Taylor Swift",11,8,1,20,False
2020-12-19,"Plastic Hearts","Miley Cyrus",12,2,2,2,False
2020-12-19,"Legends Never Die","Juice WRLD",13,10,1,22,False
2020-12-19,"A Charlie Brown Christmas (Soundtrack)","Vince Guaraldi Trio",14,14,13,86,False
2020-12-19,"What You See Is What You Get","Luke Combs",15,11,1,57,False
2020-12-19,"F*ck Love","The Kid LAROI",16,19,3,20,False
2020-12-19,"My Turn","Lil Baby",17,18,1,41,False
2020-12-19,"BE","BTS",18,3,1,3,False
2020-12-19,"Fine Line","Harry Styles",19,13,1,52,False
2020-12-19,"A Christmas Gift For You From Phil Spector","Various Artists",20,22,12,13,False
2020-12-19,"A Holly Dolly Christmas","Dolly Parton",21,20,16,10,False
2020-12-19,"The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection","Bing Crosby",22,54,14,44,False
2020-12-19,"We Need A Little Christmas","Pentatonix",23,32,23,4,False
2020-12-19,"Hollywood's Bleeding","Post Malone",24,26,1,66,False
2020-12-19,"After Hours","The Weeknd",25,25,1,38,False
2020-12-19,"Starting Over","Chris Stapleton",26,21,3,4,False
2020-12-19,"When We All Fall Asleep, Where Do We Go?","Billie Eilish",27,24,1,89,False
2020-12-19,"Ultimate Christmas","Frank Sinatra",28,28,12,23,False
2020-12-19,"Hamilton: An American Musical","Original Broadway Cast",29,27,2,272,False
2020-12-19,"Pluto x Baby Pluto","Future & Lil Uzi Vert",30,17,2,4,False
2020-12-19,"Goodbye & Good Riddance","Juice WRLD",31,31,4,134,False
2020-12-19,"The Classic Christmas Album","Perry Como",32,35,18,17,False
2020-12-19,"The White Stripes Greatest Hits","The White Stripes",33,0,33,1,True
2020-12-19,"Greatest Hits","Queen",34,30,8,416,False
2020-12-19,"Rudolph The Red Nosed Reindeer And Other Christmas Classics","Gene Autry",35,39,21,16,False
2020-12-19,"The Classic Christmas Album","Elvis Presley",36,43,36,40,False
2020-12-19,"BLAME IT ON BABY","DaBaby",37,33,1,34,False
2020-12-19,"Classic Christmas Album","Andy Williams",38,40,23,24,False
2020-12-19,"Wrapped In Red","Kelly Clarkson",39,46,3,48,False
2020-12-19,"Rockin' Around The Christmas Tree: The Decca Christmas Recordings","Brenda Lee",40,50,17,10,False
2020-12-19,"Power Up","AC/DC",41,29,1,4,False
2020-12-19,"The Dean Martin Christmas Album","Dean Martin",42,51,38,17,False
2020-12-19,"YHLQMDLG","Bad Bunny",43,36,2,41,False
2020-12-19,"The GOAT","Polo G",44,38,2,30,False
2020-12-19,"Tickets To My Downfall","Machine Gun Kelly",45,34,1,11,False
2020-12-19,"Death Race For Love","Juice WRLD",46,47,1,92,False
2020-12-19,"Pray 4 Love","Rod Wave",47,44,2,36,False
2020-12-19,"Savage Mode II","21 Savage & Metro Boomin",48,41,1,10,False
2020-12-19,"Wish Me Well 3","YFN Lucci",49,0,49,1,True
2020-12-19,"Christmas Classics","Bing Crosby",50,23,19,32,False
2020-12-19,"Future Nostalgia","Dua Lipa",51,49,4,36,False
2020-12-19,"Greatest Hits","Fleetwood Mac",52,42,14,172,False
2020-12-19,"This One's For You","Luke Combs",53,48,4,184,False
2020-12-19,"Welcome To O'Block","King Von",54,45,5,6,False
2020-12-19,"The Best Of Burl Ives: 20th Century Masters The Christmas Collection","Burl Ives",55,76,55,2,False
2020-12-19,"If I Know Me","Morgan Wallen",56,52,13,115,False
2020-12-19,"Abbey Road","The Beatles",57,67,1,391,False
2020-12-19,"Eternal Atake","Lil Uzi Vert",58,60,1,40,False
2020-12-19,"The Best Of Bobby Helms","Bobby Helms",59,69,27,7,False
2020-12-19,"Top","YoungBoy Never Broke Again",60,53,1,13,False
2020-12-19,"ASTROWORLD","Travis Scott",61,63,1,123,False
2020-12-19,"Diamonds","Elton John",62,56,7,161,False
2020-12-19,"Over It","Summer Walker",63,61,2,62,False
2020-12-19,"Dont Smile At Me","Billie Eilish",64,55,14,155,False
2020-12-19,"Last Christmas (Soundtrack)","George Michael & Wham!",65,79,43,11,False
2020-12-19,"Please Excuse Me For Being Antisocial","Roddy Ricch",66,70,1,53,False
2020-12-19,"Just Cause Y'all Waited 2","Lil Durk",67,62,2,31,False
2020-12-19,"The Andy Williams Christmas Album","Andy Williams",68,81,40,11,False
2020-12-19,"Legend: The Best Of...","Bob Marley And The Wailers",69,64,5,656,False
2020-12-19,"Traveller","Chris Stapleton",70,71,1,274,False
2020-12-19,"Divinely Uninspired To A Hellish Extent","Lewis Capaldi",71,57,20,82,False
2020-12-19,"Eyes Wide Open: The 2nd Full Album","TWICE",72,0,72,1,True
2020-12-19,"beerbongs & bentleys","Post Malone",73,73,1,137,False
2020-12-19,"B4 The Storm","Internet Money",74,66,10,15,False
2020-12-19,"Weird!","YUNGBLUD",75,0,75,1,True
2020-12-19,"Lover","Taylor Swift",76,58,1,68,False
2020-12-19,"Chilombo","Jhene Aiko",77,82,2,40,False
2020-12-19,"Manic","Halsey",78,80,2,47,False
2020-12-19,"A Pentatonix Christmas","Pentatonix",79,92,1,38,False
2020-12-19,"Chronicle The 20 Greatest Hits","Creedence Clearwater Revival",80,85,18,501,False
2020-12-19,"Thriller","Michael Jackson",81,84,1,448,False
2020-12-19,"Under The Mistletoe","Justin Bieber",82,103,1,52,False
2020-12-19,"Ones","Selena",83,173,83,10,False
2020-12-19,"Curtain Call: The Hits","Eminem",84,77,1,506,False
2020-12-19,"Feliz Navidad","Jose Feliciano",85,97,54,9,False
2020-12-19,"High Off Life","Future",86,93,1,30,False
2020-12-19,"Noel","Josh Groban",87,109,1,96,False
2020-12-19,"Scorpion","Drake",88,88,1,128,False
2020-12-19,"Until I Return","YoungBoy Never Broke Again",89,72,10,4,False
2020-12-19,"Love Goes","Sam Smith",90,78,5,6,False
