date,title,artist,current,previous,peak,weeks
2004-12-25,"Drop It Like It's Hot","Snoop Dogg Featuring Pharrell",1,1,1,13
2004-12-25,"Let Me Love You","Mario",2,3,2,10
2004-12-25,"1, 2 Step","Ciara Featuring Missy Elliott",3,5,3,9
2004-12-25,"My Boo","Usher And Alicia Keys",4,2,1,16
2004-12-25,"Over And Over","Nelly Featuring Tim McGraw",5,4,3,11
2004-12-25,"Lovers And Friends","Lil Jon & The East Side Boyz Featuring Usher & Ludacris",6,7,6,5
2004-12-25,"Soldier","Destiny's Child Featuring T.I. & Lil Wayne",7,10,7,5
2004-12-25,"Wonderful","Ja Rule Featuring R. Kelly & Ashanti",8,8,5,11
2004-12-25,"Lose My Breath","Destiny's Child",9,6,3,14
2004-12-25,"Breakaway","Kelly Clarkson",10,11,6,18
2004-12-25,"Let's Go","Trick Daddy Featuring Lil Jon & Twista",11,9,7,15
2004-12-25,"I Don't Want To Be","Gavin DeGraw",12,12,12,10
2004-12-25,"Disco Inferno","50 Cent",13,27,13,3
2004-12-25,"Only U","Ashanti",14,23,14,6
2004-12-25,"She Will Be Loved","Maroon 5",15,16,5,23
2004-12-25,"Goodies","Ciara Featuring Petey Pablo",16,15,1,27
2004-12-25,"Oye Mi Canto","N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",17,14,12,18
2004-12-25,"Get Back","Ludacris",18,21,18,6
2004-12-25,"Dare You To Move","Switchfoot",19,17,17,13
2004-12-25,"Breathe","Fabolous",20,13,10,15
2004-12-25,"U Make Me Wanna","Jadakiss Featuring Mariah Carey",21,29,21,6
2004-12-25,"What U Gon' Do","Lil Jon & The East Side Boyz Featuring Lil Scrappy",22,28,22,8
2004-12-25,"How We Do","The Game Featuring 50 Cent",23,32,23,5
2004-12-25,"Go D.J.","Lil Wayne",24,18,14,13
2004-12-25,"Karma","Lloyd Banks Featuring Avant",25,46,25,6
2004-12-25,"Encore","Eminem, Dr. Dre & 50 Cent",26,34,26,6
2004-12-25,"Boulevard Of Broken Dreams","Green Day",27,48,27,5
2004-12-25,"Some Beach","Blake Shelton",28,30,28,9
2004-12-25,"Charlene","Anthony Hamilton",29,19,19,17
2004-12-25,"Back When","Tim McGraw",30,31,30,10
2004-12-25,"Broken","Seether Featuring Amy Lee",31,20,20,17
2004-12-25,"New York","Ja Rule Featuring Fat Joe & Jadakiss",32,42,32,6
2004-12-25,"Baby It's You","JoJo Featuring Bow Wow",33,22,22,12
2004-12-25,"Daughters","John Mayer",34,43,34,8
2004-12-25,"Bring Em Out","T.I.",35,40,35,5
2004-12-25,"Vertigo","U2",36,36,31,12
2004-12-25,"Numb/Encore","Jay-Z/Linkin Park",37,53,37,5
2004-12-25,"Shorty Wanna Ride","Young Buck",38,24,17,11
2004-12-25,"True","Ryan Cabrera",39,52,39,3
2004-12-25,"Welcome To My Life","Simple Plan",40,45,40,7
2004-12-25,"One Thing","Finger Eleven",41,38,16,23
2004-12-25,"On The Way Down","Ryan Cabrera",42,33,15,22
2004-12-25,"My Happy Ending","Avril Lavigne",43,41,9,22
2004-12-25,"Awful, Beautiful Life","Darryl Worley",44,49,44,7
2004-12-25,"Just Lose It","Eminem",45,25,6,12
2004-12-25,"Lean Back","Terror Squad",46,37,1,27
2004-12-25,"The Woman With You","Kenny Chesney",47,47,33,11
2004-12-25,"Diary","Alicia Keys Featuring Tony! Toni! Tone!",48,39,8,28
2004-12-25,"Beautiful Soul","Jesse McCartney",49,58,49,3
2004-12-25,"Nothing On But The Radio","Gary Allan",50,44,32,15
2004-12-25,"How Am I Doin'","Dierks Bentley",51,51,49,10
2004-12-25,"Balla Baby","Chingy",52,35,20,12
2004-12-25,"Since U Been Gone","Kelly Clarkson",53,70,53,2
2004-12-25,"Hush","LL Cool J Featuring 7 Aurelius",54,26,26,14
2004-12-25,"When I Think About Cheatin'","Gretchen Wilson",55,56,55,3
2004-12-25,"You're My Better Half","Keith Urban",56,62,56,4
2004-12-25,"Nobody's Home","Avril Lavigne",57,57,57,3
2004-12-25,"Mud On The Tires","Brad Paisley",58,60,58,4
2004-12-25,"Mr. Mom","Lonestar",59,50,33,15
2004-12-25,"Nothin 'Bout Love Makes Sense","LeAnn Rimes",60,59,59,7
2004-12-25,"Party For Two","Shania Twain With Billy Currington Or Mark McGrath",61,61,58,8
2004-12-25,"Bless The Broken Road","Rascal Flatts",62,66,62,2
2004-12-25,"Somebody Told Me","The Killers",63,54,51,17
2004-12-25,"1985","Bowling For Soup",64,55,23,16
2004-12-25,"Lady","Lenny Kravitz",65,69,65,3
2004-12-25,"Karma","Alicia Keys",66,74,66,5
2004-12-25,"Monday Morning Church","Alan Jackson",67,64,64,4
2004-12-25,"Give A Little Bit","Goo Goo Dolls",68,73,66,5
2004-12-25,"Tempted To Touch","Rupee",69,63,39,12
2004-12-25,"Some Cut","Trillville Featuring Cutty",70,0,70,1
2004-12-25,"He Gets That From Me","Reba McEntire",71,71,71,2
