date,title,artist,current,previous,peak,weeks
2011-12-31,"We Found Love","Rihanna Featuring Calvin Harris",1,1,1,13
2011-12-31,"Sexy And I Know It","LMFAO",2,2,2,16
2011-12-31,"It Will Rain","Bruno Mars",3,3,3,12
2011-12-31,"Good Feeling","Flo Rida",4,5,4,12
2011-12-31,"The One That Got Away","Katy Perry",5,4,4,10
2011-12-31,"Ni**as in Paris","Jay Z Kanye West",6,6,6,19
2011-12-31,"Someone Like You","Adele",7,7,1,24
2011-12-31,"Without You","David Guetta Featuring Usher",8,9,4,16
2011-12-31,"Moves Like Jagger","Maroon 5 Featuring Christina Aguilera",9,8,1,26
2011-12-31,"5 O'Clock","T-Pain Featuring Wiz Khalifa & Lily Allen",10,10,10,12
2011-12-31,"Stereo Hearts","Gym Class Heroes Featuring Adam Levine",11,11,4,27
2011-12-31,"Dance (A$$)","Big Sean Featuring Nicki Minaj",12,14,12,11
2011-12-31,"Set Fire To The Rain","Adele",13,21,13,16
2011-12-31,"Work Out","J. Cole",14,15,14,16
2011-12-31,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock",15,13,1,39
2011-12-31,"Headlines","Drake",16,16,13,19
2011-12-31,"Red Solo Cup","Toby Keith",17,17,17,8
2011-12-31,"Young, Wild & Free","Snoop Dogg & Wiz Khalifa Featuring Bruno Mars",18,22,10,10
2011-12-31,"Pumped Up Kicks","Foster The People",19,18,3,34
2011-12-31,"You Make Me Feel...","Cobra Starship Featuring Sabi",20,19,7,23
2011-12-31,"Mr. Know It All","Kelly Clarkson",21,20,10,15
2011-12-31,"Not Over You","Gavin DeGraw",22,24,22,19
2011-12-31,"I Don't Want This Night To End","Luke Bryan",23,25,22,12
2011-12-31,"Make Me Proud","Drake Featuring Nicki Minaj",24,27,9,10
2011-12-31,"You Da One","Rihanna",25,23,14,6
2011-12-31,"Love You Like A Love Song","Selena Gomez & The Scene",26,31,26,26
2011-12-31,"Give Me Everything","Pitbull Featuring Ne-Yo, Afrojack & Nayer",27,26,1,38
2011-12-31,"Domino","Jessie J",28,38,28,10
2011-12-31,"The Motto","Drake Featuring Lil Wayne",29,30,18,5
2011-12-31,"International Love","Pitbull Featuring Chris Brown",30,46,30,7
2011-12-31,"Just A Kiss","Lady Antebellum",31,28,7,33
2011-12-31,"Mistletoe","Justin Bieber",32,34,11,8
2011-12-31,"Marry The Night","Lady Gaga",33,29,29,6
2011-12-31,"Super Bass","Nicki Minaj",34,33,3,34
2011-12-31,"She Will","Lil Wayne Featuring Drake",35,36,3,18
2011-12-31,"Keep Me In Mind","Zac Brown Band",36,35,35,12
2011-12-31,"Sleazy Remix 2.0 Get Sleazier","Ke$ha Featuring Lil Wayne, Wiz Khalifa, T.I. & Andre 3000",37,0,37,2
2011-12-31,"Lotus Flower Bomb","Wale Featuring Miguel",38,44,38,8
2011-12-31,"Paradise","Coldplay",39,42,15,14
2011-12-31,"In The Dark","Dev",40,32,11,20
2011-12-31,"Rolling In The Deep","Adele",41,40,1,50
2011-12-31,"Tattoos On This Town","Jason Aldean",42,39,38,13
2011-12-31,"Easy","Rascal Flatts Featuring Natasha Bedingfield",43,43,43,21
2011-12-31,"I Like It Like That","Hot Chelle Rae Featuring New Boyz",44,49,43,11
2011-12-31,"Drink In My Hand","Eric Church",45,50,40,13
2011-12-31,"Fly","Nicki Minaj Featuring Rihanna",46,37,19,17
2011-12-31,"Ours","Taylor Swift",47,65,13,6
