chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-01-29,1,Encanto,Soundtrack,3,1,8
2022-01-29,2,DS4EVER,Gunna,1,1,2
2022-01-29,3,Dawn FM,The Weeknd,2,2,2
2022-01-29,4,30,Adele,4,1,9
2022-01-29,5,Dangerous: The Double Album,Morgan Wallen,5,1,54
2022-01-29,6,Brightside,The Lumineers,-,6,1
2022-01-29,7,The Highlights,The Weeknd,6,2,49
2022-01-29,8,Certified Lover Boy,Drake,8,1,20
2022-01-29,9,Sour,Olivia Rodrigo,7,1,35
2022-01-29,10,Planet Her,Doja Cat,9,2,30
2022-01-29,11,Red (Taylor's Version),Taylor Swift,10,1,10
2022-01-29,12,Hall Of Fame,Polo G,12,1,32
2022-01-29,13,From A Birds Eye View,Cordae,-,13,1
2022-01-29,14,DIMENSION : ANSWER,ENHYPEN,-,14,1
2022-01-29,15,Fighting Demons,Juice WRLD,11,2,6
2022-01-29,16,=,Ed Sheeran,13,1,12
2022-01-29,17,F*ck Love,The Kid LAROI,15,1,78
2022-01-29,18,Still Over It,Summer Walker,14,1,11
2022-01-29,19,Happier Than Ever,Billie Eilish,16,1,25
2022-01-29,20,My Turn,Lil Baby,18,1,99
2022-01-29,21,Shoot For The Stars Aim For The Moon,Pop Smoke,21,1,81
2022-01-29,22,Goodbye & Good Riddance,Juice WRLD,19,4,192
2022-01-29,23,Rumours,Fleetwood Mac,17,1,460
2022-01-29,24,SoulFly,Rod Wave,24,1,43
2022-01-29,25,Hollywood's Bleeding,Post Malone,22,1,124
2022-01-29,26,Montero,Lil Nas X,20,2,18
2022-01-29,27,What You See Is What You Get,Luke Combs,23,1,115
2022-01-29,28,"good kid, m.A.A.d city",Kendrick Lamar,27,2,482
2022-01-29,29,Justice,Justin Bieber,28,1,44
2022-01-29,30,Legends Never Die,Juice WRLD,26,1,80
2022-01-29,31,Sniper Gang Presents Syko Bob & SnapKatt: Nightmare Babies,Various Artists,34,31,9
2022-01-29,32,Donda,Kanye West,25,1,21
2022-01-29,33,Future Nostalgia,Dua Lipa,30,3,94
2022-01-29,34,A Gangsta's Pain,Moneybagg Yo,31,1,39
2022-01-29,35,Curtain Call: The Hits,Eminem,37,1,564
2022-01-29,36,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),32,2,10
2022-01-29,37,Greatest Hits,Queen,39,8,474
2022-01-29,38,Dominion,Skillet,-,38,1
2022-01-29,39,Who Is Nardo Wick?,Nardo Wick,33,19,7
2022-01-29,40,Traveller,Chris Stapleton,57,1,332
2022-01-29,41,Folklore,Taylor Swift,40,1,78
