chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-02-05,1,Encanto,Soundtrack,1,1,9
2022-02-05,2,Colors,YoungBoy Never Broke Again,-,2,1
2022-02-05,3,DS4EVER,Gunna,2,1,3
2022-02-05,4,Dawn FM,The Weeknd,3,2,3
2022-02-05,5,Dangerous: The Double Album,Morgan Wallen,5,1,55
2022-02-05,6,30,Adele,4,1,10
2022-02-05,7,Certified Lover Boy,Drake,8,1,21
2022-02-05,8,The Highlights,The Weeknd,7,2,50
2022-02-05,9,Country Stuff: The Album,Walker Hayes,-,9,1
2022-02-05,10,Planet Her,Doja Cat,10,2,31
2022-02-05,11,Red (Taylor's Version),Taylor Swift,11,1,11
2022-02-05,12,Sour,Olivia Rodrigo,9,1,36
2022-02-05,13,Bat Out Of Hell,Meat Loaf,-,13,83
2022-02-05,14,Hall Of Fame,Polo G,12,1,33
2022-02-05,15,Fighting Demons,Juice WRLD,15,2,7
2022-02-05,16,=,Ed Sheeran,16,1,13
2022-02-05,17,F*ck Love,The Kid LAROI,17,1,79
2022-02-05,18,Still Over It,Summer Walker,18,1,12
2022-02-05,19,My Turn,Lil Baby,20,1,100
2022-02-05,20,Happier Than Ever,Billie Eilish,19,1,26
2022-02-05,21,Shoot For The Stars Aim For The Moon,Pop Smoke,21,1,82
2022-02-05,22,Rumours,Fleetwood Mac,23,1,461
2022-02-05,23,Goodbye & Good Riddance,Juice WRLD,22,4,193
2022-02-05,24,SoulFly,Rod Wave,24,1,44
2022-02-05,25,Hollywood's Bleeding,Post Malone,25,1,125
2022-02-05,26,Montero,Lil Nas X,26,2,19
2022-02-05,27,What You See Is What You Get,Luke Combs,27,1,116
2022-02-05,28,On To Better Things,iann dior,-,28,1
2022-02-05,29,"good kid, m.A.A.d city",Kendrick Lamar,28,2,483
2022-02-05,30,Sniper Gang Presents Syko Bob & SnapKatt: Nightmare Babies,Various Artists,31,30,10
2022-02-05,31,Legends Never Die,Juice WRLD,30,1,81
2022-02-05,32,Justice,Justin Bieber,29,1,45
2022-02-05,33,Donda,Kanye West,32,1,22
2022-02-05,34,Future Nostalgia,Dua Lipa,33,3,95
2022-02-05,35,Greatest Hits,Queen,37,8,475
2022-02-05,36,A Gangsta's Pain,Moneybagg Yo,34,1,40
2022-02-05,37,Folklore,Taylor Swift,41,1,79
2022-02-05,38,Death Race For Love,Juice WRLD,52,1,151
2022-02-05,39,Who Is Nardo Wick?,Nardo Wick,39,19,8
2022-02-05,40,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),36,2,11
2022-02-05,41,Diamonds,Elton John,45,7,220
2022-02-05,42,This One's For You,Luke Combs,44,4,243
2022-02-05,43,YHLQMDLG,Bad Bunny,53,2,100
2022-02-05,44,LLD (Long Live Young Dolph),Various Artists,-,44,1
2022-02-05,45,Hamilton: An American Musical,Original Broadway Cast,46,2,331
2022-02-05,46,Traveller,Chris Stapleton,40,1,333
2022-02-05,47,Fine Line,Harry Styles,43,1,111
2022-02-05,48,Dreamland,Glass Animals,50,7,64
2022-02-05,49,Starting Over,Chris Stapleton,49,3,63
2022-02-05,50,Channel Orange,Frank Ocean,65,2,64
2022-02-05,51,The Voice Of The Heroes,Lil Baby & Lil Durk,51,1,34
2022-02-05,52,If I Know Me,Morgan Wallen,48,10,174
2022-02-05,53,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,54,1,148
2022-02-05,54,Whole Lotta Red,Playboi Carti,55,1,51
2022-02-05,55,The Melodic Blue,Baby Keem,61,5,20
2022-02-05,56,DAMN.,Kendrick Lamar,68,1,250
2022-02-05,57,Luv Is Rage 2,Lil Uzi Vert,64,1,231
2022-02-05,58,Sing 2,Soundtrack,42,41,5
2022-02-05,59,Lover,Taylor Swift,66,1,127
2022-02-05,60,El Ultimo Tour del Mundo,Bad Bunny,77,1,61
2022-02-05,61,Greatest Hits,2Pac,72,3,407
2022-02-05,62,Evermore,Taylor Swift,63,1,59
2022-02-05,63,Ctrl,SZA,62,3,242
2022-02-05,64,ASTROWORLD,Travis Scott,70,1,182
2022-02-05,65,Nevermind,Nirvana,75,1,560
2022-02-05,66,The GOAT,Polo G,69,2,89
2022-02-05,67,"Sincerely, Kentrell",YoungBoy Never Broke Again,47,1,18
2022-02-05,68,Eternal Atake,Lil Uzi Vert,74,1,99
2022-02-05,69,beerbongs & bentleys,Post Malone,71,1,196
2022-02-05,70,Take Care,Drake,59,1,465
2022-02-05,71,Legend: The Best Of...,Bob Marley And The Wailers,67,5,715
2022-02-05,72,DIMENSION : ANSWER,ENHYPEN,14,14,2
2022-02-05,73,The Eminem Show,Eminem,-,1,397
2022-02-05,74,Scorpion,Drake,79,1,187
2022-02-05,75,?,XXXTENTACION,84,1,202
2022-02-05,76,Live Life Fast,Roddy Ricch,56,4,6
2022-02-05,77,Over It,Summer Walker,81,2,121
2022-02-05,78,Chronicle The 20 Greatest Hits,Creedence Clearwater Revival,58,18,574
2022-02-05,79,Positions,Ariana Grande,76,1,65
2022-02-05,80,Hot Pink,Doja Cat,78,9,117
2022-02-05,81,1989,Taylor Swift,73,1,372
2022-02-05,82,From A Birds Eye View,Cordae,13,13,2
2022-02-05,83,25,Adele,83,1,202
2022-02-05,84,2014 Forest Hills Drive,J. Cole,88,1,373
2022-02-05,85,Greatest Hits,Tom Petty And The Heartbreakers,86,2,446
2022-02-05,86,Pray 4 Love,Rod Wave,82,2,95
2022-02-05,87,Graduation,Kanye West,95,1,208
2022-02-05,88,IGOR,"Tyler, The Creator",114,1,120
2022-02-05,89,Artist,A Boogie Wit da Hoodie,-,70,58
2022-02-05,90,Brightside,The Lumineers,6,6,2
2022-02-05,91,Bat Out Of Hell II: Back Into Hell,Meat Loaf,-,1,56
2022-02-05,92,Views,Drake,90,1,298
2022-02-05,93,Las Leyendas Nunca Mueren,Anuel AA,85,30,9
2022-02-05,94,Shiesty Season,Pooh Shiesty,92,3,51
2022-02-05,95,Greatest Hits,Guns N' Roses,99,3,559
2022-02-05,96,Journey's Greatest Hits,Journey,93,10,697
2022-02-05,97,Circles,Mac Miller,89,3,70
2022-02-05,98,The Off-Season,J. Cole,100,1,37
2022-02-05,99,Tickets To My Downfall,Machine Gun Kelly,94,1,70
2022-02-05,100,Blonde,Frank Ocean,111,1,262
2022-02-05,101,Moana,Soundtrack,109,2,264
2022-02-05,102,Die Lit,Playboi Carti,102,3,113
2022-02-05,103,From The Bayou,YoungBoy Never Broke Again & Birdman,57,19,7
2022-02-05,104,Man On The Moon: The End Of Day,Kid Cudi,110,4,211
2022-02-05,105,Doo-Wops & Hooligans,Bruno Mars,104,3,556
2022-02-05,106,Curtain Call: The Hits,Eminem,35,1,565
2022-02-05,107,The Essential Michael Jackson,Michael Jackson,105,31,379
2022-02-05,108,Abbey Road,The Beatles,98,1,447
2022-02-05,109,Arcane League Of Legends,Soundtrack,96,94,9
2022-02-05,110,Stoney,Post Malone,108,4,268
2022-02-05,111,When It's All Said And Done... Take Time,Giveon,112,5,46
2022-02-05,112,Thats What They All Say,Jack Harlow,103,5,59
2022-02-05,113,21,Adele,97,1,526
2022-02-05,114,The Lockdown Sessions,Elton John,118,10,14
2022-02-05,115,Purgatory,Tyler Childers,144,106,81
2022-02-05,116,Back In Black,AC/DC,123,4,500
2022-02-05,117,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,113,20,140
2022-02-05,118,Swimming,Mac Miller,117,3,177
2022-02-05,119,x,Ed Sheeran,-,1,314
2022-02-05,120,Vice Versa,Rauw Alejandro,121,17,31
2022-02-05,121,The Voice,Lil Durk,115,2,58
2022-02-05,122,AM,Arctic Monkeys,107,6,184
2022-02-05,123,Invasion Of Privacy,Cardi B,124,1,199
2022-02-05,124,Up 2 Me,Yeat,146,124,3
2022-02-05,125,reputation,Taylor Swift,127,1,175
2022-02-05,126,The Best Of Nickelback: Volume 1,Nickelback,106,21,73
2022-02-05,127,Fearless (Taylor's Version),Taylor Swift,116,1,41
2022-02-05,128,Something For Thee Hotties: From Thee Archives,Megan Thee Stallion,132,5,13
2022-02-05,129,Top,YoungBoy Never Broke Again,122,1,71
2022-02-05,130,Dr. Dre -- 2001,Dr. Dre,199,2,166
2022-02-05,131,Thriller,Michael Jackson,125,1,506
2022-02-05,132,T R A P S O U L,Bryson Tiller,129,8,262
2022-02-05,133,Metallica,Metallica,131,1,644
2022-02-05,134,Currents,Tame Impala,181,4,47
2022-02-05,135,Nothing Was The Same,Drake,137,1,406
