chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-05-14,1,I Never Liked You,Future,-,1,1
2022-05-14,2,Dawn FM,The Weeknd,35,2,17
2022-05-14,3,Dangerous: The Double Album,Morgan Wallen,2,1,69
2022-05-14,4,Palomino,Miranda Lambert,-,4,1
2022-05-14,5,Sour,Olivia Rodrigo,4,1,50
2022-05-14,6,7220,Lil Durk,3,1,8
2022-05-14,7,Encanto,Soundtrack,5,1,23
2022-05-14,8,Mr. Crawford,NoCap,-,8,1
2022-05-14,9,Certified Lover Boy,Drake,7,1,35
2022-05-14,10,Planet Her,Doja Cat,6,2,45
2022-05-14,11,Shiesty Season,Pooh Shiesty,123,3,65
2022-05-14,12,"Dave's Picks, Volume 42: Winterland, San Francisco, CA - 2/23/74",Grateful Dead,-,12,1
2022-05-14,13,Blue Water Road,Kehlani,-,13,1
2022-05-14,14,My Turn,Lil Baby,10,1,114
2022-05-14,15,Zeit,Rammstein,-,15,1
2022-05-14,16,DS4EVER,Gunna,9,1,17
2022-05-14,17,=,Ed Sheeran,11,1,27
2022-05-14,18,What You See Is What You Get,Luke Combs,14,1,130
2022-05-14,19,YHLQMDLG,Bad Bunny,15,2,114
2022-05-14,20,Fine Line,Harry Styles,12,1,125
2022-05-14,21,Hollywood's Bleeding,Post Malone,19,1,139
2022-05-14,22,F*ck Love,The Kid LAROI,16,1,93
2022-05-14,23,"good kid, m.A.A.d city",Kendrick Lamar,18,2,497
2022-05-14,24,Justice,Justin Bieber,24,1,59
2022-05-14,25,It's Almost Dry,Pusha T,1,1,2
2022-05-14,26,This One's For You,Luke Combs,23,4,257
2022-05-14,27,Shoot For The Stars Aim For The Moon,Pop Smoke,21,1,96
2022-05-14,28,Happier Than Ever,Billie Eilish,17,1,40
2022-05-14,29,Goodbye & Good Riddance,Juice WRLD,26,4,207
2022-05-14,30,Rumours,Fleetwood Mac,31,1,475
2022-05-14,31,Future Nostalgia,Dua Lipa,28,3,109
2022-05-14,32,Fighting Demons,Juice WRLD,22,2,21
2022-05-14,33,If I Know Me,Morgan Wallen,33,10,188
2022-05-14,34,After Hours,The Weeknd,32,1,83
2022-05-14,35,Greatest Hits,Queen,36,8,489
2022-05-14,36,Red (Taylor's Version),Taylor Swift,29,1,25
2022-05-14,37,Legends Never Die,Juice WRLD,38,1,95
2022-05-14,38,Back For Everything,Kodak Black,30,2,10
2022-05-14,39,DAMN.,Kendrick Lamar,34,1,264
2022-05-14,40,Take Care,Drake,43,1,479
2022-05-14,41,Diamonds,Elton John,40,7,234
2022-05-14,42,Montero,Lil Nas X,42,2,33
2022-05-14,43,SoulFly,Rod Wave,41,1,58
2022-05-14,44,Hall Of Fame,Polo G,39,1,47
2022-05-14,45,Nevermind,Nirvana,25,1,574
2022-05-14,46,Greatest Hits,2Pac,51,3,421
2022-05-14,47,Lover,Taylor Swift,97,1,141
2022-05-14,48,El Ultimo Tour del Mundo,Bad Bunny,49,1,75
2022-05-14,49,Chronicle The 20 Greatest Hits,Creedence Clearwater Revival,66,18,588
2022-05-14,50,Starting Over,Chris Stapleton,47,3,77
2022-05-14,51,The Highlights,The Weeknd,50,2,64
2022-05-14,52,Hamilton: An American Musical,Original Broadway Cast,59,2,345
2022-05-14,53,Traveller,Chris Stapleton,46,1,347
2022-05-14,54,Country Stuff: The Album,Walker Hayes,54,9,15
2022-05-14,55,Curtain Call: The Hits,Eminem,53,1,578
2022-05-14,56,30,Adele,55,1,24
2022-05-14,57,Starboy,The Weeknd,63,1,240
2022-05-14,58,Death Race For Love,Juice WRLD,57,1,165
2022-05-14,59,Scorpion,Drake,61,1,201
2022-05-14,60,2 Alive,Yeat,45,6,11
2022-05-14,61,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,58,1,162
2022-05-14,62,Dreamland,Glass Animals,62,7,78
2022-05-14,63,Graduation,Kanye West,71,1,222
2022-05-14,64,Folklore,Taylor Swift,56,1,93
2022-05-14,65,Hot Pink,Doja Cat,60,9,131
2022-05-14,66,Who Is Nardo Wick?,Nardo Wick,76,19,22
2022-05-14,67,2014 Forest Hills Drive,J. Cole,73,1,387
2022-05-14,68,Thats What They All Say,Jack Harlow,70,5,73
2022-05-14,69,Luv Is Rage 2,Lil Uzi Vert,72,1,245
2022-05-14,70,beerbongs & bentleys,Post Malone,75,1,210
2022-05-14,71,Mainstream Sellout,Machine Gun Kelly,48,1,6
2022-05-14,72,Journey's Greatest Hits,Journey,85,10,711
2022-05-14,73,Still Over It,Summer Walker,65,1,26
2022-05-14,74,Ctrl,SZA,67,3,256
2022-05-14,75,IGOR,"Tyler, The Creator",64,1,134
2022-05-14,76,Georgia,Jason Aldean,8,8,2
2022-05-14,77,Greatest Hits,Tom Petty And The Heartbreakers,93,2,460
2022-05-14,78,Legend: The Best Of...,Bob Marley And The Wailers,92,5,729
2022-05-14,79,1989,Taylor Swift,96,1,386
2022-05-14,80,Views,Drake,81,1,312
2022-05-14,81,Donda,Kanye West,80,1,36
2022-05-14,82,777,Latto,79,15,6
2022-05-14,83,The College Dropout,Kanye West,74,2,107
2022-05-14,84,Up 2 Me,Yeat,86,58,17
2022-05-14,85,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),82,2,25
2022-05-14,86,Greatest Hits,Guns N' Roses,99,3,573
2022-05-14,87,The Melodic Blue,Baby Keem,83,5,34
2022-05-14,88,Doo-Wops & Hooligans,Bruno Mars,94,3,570
2022-05-14,89,A Gangsta's Pain,Moneybagg Yo,69,1,54
2022-05-14,90,All-Time Greatest Hits,The Judds,-,90,1
2022-05-14,91,ASTROWORLD,Travis Scott,88,1,196
2022-05-14,92,Greatest Hits,The Notorious B.I.G.,95,1,298
2022-05-14,93,Eternal Atake,Lil Uzi Vert,89,1,113
2022-05-14,94,Man On The Moon: The End Of Day,Kid Cudi,91,4,225
2022-05-14,95,The GOAT,Polo G,100,2,103
2022-05-14,96,Pray 4 Love,Rod Wave,101,2,109
2022-05-14,97,Over It,Summer Walker,102,2,135
2022-05-14,98,50 Number Ones,George Strait,197,1,196
2022-05-14,99,Familia,Camila Cabello,77,10,4
