chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-04-16,1,Unlimited Love,Red Hot Chili Peppers,-,1,1
2022-04-16,2,7220,Lil Durk,2,1,4
2022-04-16,3,Encanto,Soundtrack,3,1,19
2022-04-16,4,Dangerous: The Double Album,Morgan Wallen,4,1,65
2022-04-16,5,Sour,Olivia Rodrigo,5,1,46
2022-04-16,6,The Highlights,The Weeknd,6,2,60
2022-04-16,7,2 Alive,Yeat,69,6,7
2022-04-16,8,Certified Lover Boy,Drake,7,1,31
2022-04-16,9,Mainstream Sellout,Machine Gun Kelly,1,1,2
2022-04-16,10,Planet Her,Doja Cat,9,2,41
2022-04-16,11,DJ Drama & Dreamville Presents: D-Day: A Gangsta Grillz Mixtape,Various Artists,-,11,1
2022-04-16,12,Where We Started,Thomas Rhett,-,12,1
2022-04-16,13,DS4EVER,Gunna,10,1,13
2022-04-16,14,YHLQMDLG,Bad Bunny,19,2,110
2022-04-16,15,My Turn,Lil Baby,22,1,110
2022-04-16,16,Fighting Demons,Juice WRLD,14,2,17
2022-04-16,17,Happier Than Ever,Billie Eilish,31,1,36
2022-04-16,18,Back For Everything,Kodak Black,17,2,6
2022-04-16,19,Fine Line,Harry Styles,55,1,121
2022-04-16,20,Justice,Justin Bieber,35,1,55
2022-04-16,21,Goodbye & Good Riddance,Juice WRLD,27,4,203
2022-04-16,22,F*ck Love,The Kid LAROI,28,1,89
2022-04-16,23,Shoot For The Stars Aim For The Moon,Pop Smoke,33,1,92
2022-04-16,24,What You See Is What You Get,Luke Combs,30,1,126
2022-04-16,25,We Are,Jon Batiste,-,25,2
2022-04-16,26,Hollywood's Bleeding,Post Malone,32,1,135
2022-04-16,27,Future Nostalgia,Dua Lipa,26,3,105
2022-04-16,28,Starting Over,Chris Stapleton,79,3,73
2022-04-16,29,Red (Taylor's Version),Taylor Swift,36,1,21
2022-04-16,30,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),111,2,21
2022-04-16,31,"good kid, m.A.A.d city",Kendrick Lamar,34,2,493
2022-04-16,32,Dawn FM,The Weeknd,43,2,13
2022-04-16,33,Nevermind,Nirvana,25,1,570
2022-04-16,34,=,Ed Sheeran,37,1,23
2022-04-16,35,El Ultimo Tour del Mundo,Bad Bunny,23,1,71
2022-04-16,36,Hall Of Fame,Polo G,38,1,43
2022-04-16,37,This One's For You,Luke Combs,40,4,253
2022-04-16,38,Legends Never Die,Juice WRLD,39,1,91
2022-04-16,39,Rumours,Fleetwood Mac,41,1,471
2022-04-16,40,Montero,Lil Nas X,45,2,29
2022-04-16,41,30,Adele,29,1,20
2022-04-16,42,Greatest Hits,Queen,42,8,485
2022-04-16,43,Still Over It,Summer Walker,24,1,22
2022-04-16,44,SoulFly,Rod Wave,44,1,54
2022-04-16,45,777,Latto,15,15,2
2022-04-16,46,IGOR,"Tyler, The Creator",47,1,130
2022-04-16,47,If I Know Me,Morgan Wallen,48,10,184
2022-04-16,48,Diamonds,Elton John,46,7,230
2022-04-16,49,Traveller,Chris Stapleton,63,1,343
2022-04-16,50,Take Care,Drake,53,1,475
2022-04-16,51,Greatest Hits,Foo Fighters,18,11,176
2022-04-16,52,Death Race For Love,Juice WRLD,56,1,161
2022-04-16,53,Greatest Hits,2Pac,67,3,417
2022-04-16,54,Dreamland,Glass Animals,58,7,74
2022-04-16,55,Hamilton: An American Musical,Original Broadway Cast,54,2,341
2022-04-16,56,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,68,1,158
2022-04-16,57,Folklore,Taylor Swift,66,1,89
2022-04-16,58,Donda,Kanye West,64,1,32
2022-04-16,59,Stray Kids Mini Album: Oddinary (EP),Stray Kids,11,1,3
2022-04-16,60,LEGENDADDY,Daddy Yankee,8,8,2
2022-04-16,61,A Gangsta's Pain,Moneybagg Yo,62,1,50
2022-04-16,62,Country Stuff: The Album,Walker Hayes,71,9,11
2022-04-16,63,DAMN.,Kendrick Lamar,72,1,260
2022-04-16,64,Graduation,Kanye West,78,1,218
2022-04-16,65,Scorpion,Drake,70,1,197
2022-04-16,66,Who Is Nardo Wick?,Nardo Wick,74,19,18
2022-04-16,67,The College Dropout,Kanye West,60,2,103
2022-04-16,68,Chronicle The 20 Greatest Hits,Creedence Clearwater Revival,76,18,584
2022-04-16,69,Luv Is Rage 2,Lil Uzi Vert,75,1,241
2022-04-16,70,The Melodic Blue,Baby Keem,93,5,30
2022-04-16,71,Yellow Tape 2,Key Glock,20,7,6
2022-04-16,72,2014 Forest Hills Drive,J. Cole,82,1,383
2022-04-16,73,Ctrl,SZA,73,3,252
2022-04-16,74,Thats What They All Say,Jack Harlow,113,5,69
2022-04-16,75,Doo-Wops & Hooligans,Bruno Mars,89,3,566
2022-04-16,76,beerbongs & bentleys,Post Malone,86,1,206
2022-04-16,77,What It Means To Be King,King Von,57,2,5
2022-04-16,78,The Voice Of The Heroes,Lil Baby & Lil Durk,84,1,44
2022-04-16,79,Eternal Atake,Lil Uzi Vert,83,1,109
2022-04-16,80,Colors,YoungBoy Never Broke Again,59,2,11
2022-04-16,81,Man On The Moon: The End Of Day,Kid Cudi,85,4,221
2022-04-16,82,Views,Drake,88,1,308
2022-04-16,83,Currents,Tame Impala,81,4,57
2022-04-16,84,Up 2 Me,Yeat,80,58,13
2022-04-16,85,ASTROWORLD,Travis Scott,90,1,192
2022-04-16,86,Mercury - Act 1,Imagine Dragons,96,9,17
2022-04-16,87,Legend: The Best Of...,Bob Marley And The Wailers,91,5,725
2022-04-16,88,Call Me If You Get Lost,"Tyler, The Creator",129,1,35
2022-04-16,89,Journey's Greatest Hits,Journey,99,10,707
2022-04-16,90,The GOAT,Polo G,97,2,99
2022-04-16,91,Over It,Summer Walker,95,2,131
2022-04-16,92,Greatest Hits,Tom Petty And The Heartbreakers,102,2,456
2022-04-16,93,Pray 4 Love,Rod Wave,101,2,105
2022-04-16,94,?,XXXTENTACION,94,1,212
2022-04-16,95,My Beautiful Dark Twisted Fantasy,Kanye West,92,1,174
2022-04-16,96,I Know NIGO,Nigo,13,13,2
2022-04-16,97,1989,Taylor Swift,106,1,382
2022-04-16,98,Lover,Taylor Swift,104,1,137
2022-04-16,99,Hot Pink,Doja Cat,109,9,127
2022-04-16,100,Greatest Hits,Guns N' Roses,110,3,569
2022-04-16,101,Humble Quest,Maren Morris,21,21,2
2022-04-16,102,Moana,Soundtrack,103,2,274
2022-04-16,103,Evermore,Taylor Swift,123,1,69
2022-04-16,104,Back In Black,AC/DC,125,4,510
2022-04-16,105,Positions,Ariana Grande,117,1,75
2022-04-16,106,÷ (Divide),Ed Sheeran,108,1,265
2022-04-16,107,The Essential Michael Jackson,Michael Jackson,112,31,389
2022-04-16,108,The Off-Season,J. Cole,115,1,47
2022-04-16,109,Stoney,Post Malone,114,4,278
2022-04-16,110,Dr. Dre -- 2001,Dr. Dre,107,2,176
2022-04-16,111,Turning Red,Soundtrack,87,87,4
2022-04-16,112,Tickets To My Downfall,Machine Gun Kelly,98,1,80
2022-04-16,113,Immutable,Meshuggah,-,113,1
2022-04-16,114,More Life,Drake,116,1,250
2022-04-16,115,"Sincerely, Kentrell",YoungBoy Never Broke Again,105,1,28
2022-04-16,116,Microdosis,Mora,-,116,1
