chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-04-23,1,7220,Lil Durk,2,1,5
2022-04-23,2,Dangerous: The Double Album,Morgan Wallen,4,1,66
2022-04-23,3,Encanto,Soundtrack,3,1,20
2022-04-23,4,Fear Of The Dawn,Jack White,-,4,1
2022-04-23,5,Sour,Olivia Rodrigo,5,1,47
2022-04-23,6,Certified Lover Boy,Drake,8,1,32
2022-04-23,7,Last Ones Left,42 Dugg & EST Gee,-,7,1
2022-04-23,8,Planet Her,Doja Cat,10,2,42
2022-04-23,9,B.I.B.L.E.,Fivio Foreign,-,9,1
2022-04-23,10,Familia,Camila Cabello,-,10,1
2022-04-23,11,Unlimited Love,Red Hot Chili Peppers,1,1,2
2022-04-23,12,DS4EVER,Gunna,13,1,14
2022-04-23,13,My Turn,Lil Baby,15,1,111
2022-04-23,14,Wet Leg,Wet Leg,-,14,1
2022-04-23,15,Mainstream Sellout,Machine Gun Kelly,9,1,3
2022-04-23,16,YHLQMDLG,Bad Bunny,14,2,111
2022-04-23,17,Happier Than Ever,Billie Eilish,17,1,37
2022-04-23,18,Fighting Demons,Juice WRLD,16,2,18
2022-04-23,19,Encanto (Highlights),Soundtrack,-,19,1
2022-04-23,20,2 Alive,Yeat,7,6,8
2022-04-23,21,Ramona Park Broke My Heart,Vince Staples,-,21,1
2022-04-23,22,Fear Inoculum,Tool,-,1,17
2022-04-23,23,Back For Everything,Kodak Black,18,2,7
2022-04-23,24,Shoot For The Stars Aim For The Moon,Pop Smoke,23,1,93
2022-04-23,25,Justice,Justin Bieber,20,1,56
2022-04-23,26,F*ck Love,The Kid LAROI,22,1,90
2022-04-23,27,What You See Is What You Get,Luke Combs,24,1,127
2022-04-23,28,Chloe And The Next 20th Century,Father John Misty,-,28,1
2022-04-23,29,Goodbye & Good Riddance,Juice WRLD,21,4,204
2022-04-23,30,Hollywood's Bleeding,Post Malone,26,1,136
2022-04-23,31,Future Nostalgia,Dua Lipa,27,3,106
2022-04-23,32,"good kid, m.A.A.d city",Kendrick Lamar,31,2,494
2022-04-23,33,Red (Taylor's Version),Taylor Swift,29,1,22
2022-04-23,34,Fine Line,Harry Styles,19,1,122
2022-04-23,35,After Hours,The Weeknd,-,1,81
2022-04-23,36,Rumours,Fleetwood Mac,39,1,472
2022-04-23,37,Dawn FM,The Weeknd,32,2,14
2022-04-23,38,This One's For You,Luke Combs,37,4,254
2022-04-23,39,=,Ed Sheeran,34,1,24
2022-04-23,40,Montero,Lil Nas X,40,2,30
2022-04-23,41,Nevermind,Nirvana,33,1,571
2022-04-23,42,Legends Never Die,Juice WRLD,38,1,92
2022-04-23,43,Hall Of Fame,Polo G,36,1,44
2022-04-23,44,Greatest Hits,Queen,42,8,486
2022-04-23,45,El Ultimo Tour del Mundo,Bad Bunny,35,1,72
2022-04-23,46,Starting Over,Chris Stapleton,28,3,74
2022-04-23,47,Thats What They All Say,Jack Harlow,74,5,70
2022-04-23,48,Stereotype,Cole Swindell,-,48,1
2022-04-23,49,If I Know Me,Morgan Wallen,47,10,185
