chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-06-18,1,Un Verano Sin Ti,Bad Bunny,2,1,5
2022-06-18,2,Twelve Carat Toothache,Post Malone,-,2,1
2022-06-18,3,Harry's House,Harry Styles,1,1,3
2022-06-18,4,I Never Liked You,Future,4,1,6
2022-06-18,5,Mr. Morale & The Big Steppers,Kendrick Lamar,3,1,4
2022-06-18,6,Dangerous: The Double Album,Morgan Wallen,5,1,74
2022-06-18,7,SEVENTEEN 4th Album: Face The Sun,SEVENTEEN,-,7,1
2022-06-18,8,Sour,Olivia Rodrigo,8,1,55
2022-06-18,9,American Heartbreak,Zach Bryan,7,5,3
2022-06-18,10,Come Home The Kids Miss You,Jack Harlow,9,3,5
2022-06-18,11,Planet Her,Doja Cat,6,2,50
2022-06-18,12,Hounds Of Love,Kate Bush,28,12,29
2022-06-18,13,Certified Lover Boy,Drake,11,1,40
2022-06-18,14,The Highlights,The Weeknd,14,2,69
2022-06-18,15,7220,Lil Durk,12,1,13
2022-06-18,16,Encanto,Soundtrack,15,1,28
2022-06-18,17,=,Ed Sheeran,16,1,32
2022-06-18,18,My Turn,Lil Baby,18,1,119
2022-06-18,19,Hollywood's Bleeding,Post Malone,21,1,144
2022-06-18,20,What You See Is What You Get,Luke Combs,19,1,135
2022-06-18,21,If I Know Me,Morgan Wallen,22,10,193
2022-06-18,22,Prince And The Revolution: Live,Prince And The Revolution,-,22,1
2022-06-18,23,Top Gun: Maverick,Soundtrack,17,17,2
2022-06-18,24,Inside (The Songs),Bo Burnham,-,7,28
2022-06-18,25,This One's For You,Luke Combs,20,4,262
2022-06-18,26,"good kid, m.A.A.d city",Kendrick Lamar,24,2,502
2022-06-18,27,Rumours,Fleetwood Mac,27,1,480
2022-06-18,28,Greatest Hits,Queen,29,8,494
2022-06-18,29,Fine Line,Harry Styles,23,1,130
2022-06-18,30,DS4EVER,Gunna,25,1,22
2022-06-18,31,Shoot For The Stars Aim For The Moon,Pop Smoke,30,1,101
2022-06-18,32,Future Nostalgia,Dua Lipa,31,3,114
2022-06-18,33,Goodbye & Good Riddance,Juice WRLD,32,4,212
2022-06-18,34,F*ck Love,The Kid LAROI,33,1,98
2022-06-18,35,Ctrl,SZA,83,3,261
2022-06-18,36,Justice,Justin Bieber,37,1,64
2022-06-18,37,Happier Than Ever,Billie Eilish,38,1,45
2022-06-18,38,Diamonds,Elton John,35,7,239
2022-06-18,39,Starboy,The Weeknd,41,1,245
2022-06-18,40,DAMN.,Kendrick Lamar,34,1,269
2022-06-18,41,I Used To Think I Could Fly,Tate McRae,13,13,2
2022-06-18,42,YHLQMDLG,Bad Bunny,43,2,119
2022-06-18,43,Chronicle The 20 Greatest Hits,Creedence Clearwater Revival,36,18,593
2022-06-18,44,Legends Never Die,Juice WRLD,40,1,100
2022-06-18,45,Hall Of Fame,Polo G,48,1,52
2022-06-18,46,Starting Over,Chris Stapleton,44,3,82
2022-06-18,47,Traveller,Chris Stapleton,42,1,352
2022-06-18,48,beerbongs & bentleys,Post Malone,61,1,215
2022-06-18,49,Red (Taylor's Version),Taylor Swift,51,1,30
2022-06-18,50,Graduation,Kanye West,49,1,227
2022-06-18,51,Fighting Demons,Juice WRLD,46,2,26
2022-06-18,52,Take Care,Drake,45,1,484
2022-06-18,53,Curtain Call: The Hits,Eminem,69,1,583
2022-06-18,54,SoulFly,Rod Wave,54,1,63
2022-06-18,55,Greatest Hits,2Pac,50,3,426
2022-06-18,56,Scorpion,Drake,59,1,206
2022-06-18,57,Dawn FM,The Weeknd,52,2,22
2022-06-18,58,IGOR,"Tyler, The Creator",56,1,139
2022-06-18,59,Minisode 2: Thursday's Child (EP),TOMORROW X TOGETHER,26,4,4
2022-06-18,60,Legend: The Best Of...,Bob Marley And The Wailers,53,5,734
