chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-01-01,1,30,Adele,1,1,5
2022-01-01,2,Christmas,Michael Buble,4,1,99
2022-01-01,3,Red (Taylor's Version),Taylor Swift,3,1,6
2022-01-01,4,Live Life Fast,Roddy Ricch,-,4,1
2022-01-01,5,Sour,Olivia Rodrigo,5,1,31
2022-01-01,6,A Charlie Brown Christmas (Soundtrack),Vince Guaraldi Trio,8,6,98
2022-01-01,7,Merry Christmas,Mariah Carey,7,3,107
2022-01-01,8,The Christmas Song,Nat King Cole,11,6,64
2022-01-01,9,Fighting Demons,Juice WRLD,2,2,2
2022-01-01,10,Inside (The Songs),Bo Burnham,-,7,22
2022-01-01,11,A Christmas Gift For You From Phil Spector,Various Artists,14,11,22
2022-01-01,12,Dangerous: The Double Album,Morgan Wallen,6,1,50
2022-01-01,13,Man On The Moon III: The Chosen,Kid Cudi,-,2,18
2022-01-01,14,The Best Of Pentatonix Christmas,Pentatonix,17,7,26
2022-01-01,15,=,Ed Sheeran,13,1,8
2022-01-01,16,Happier Than Ever,Billie Eilish,16,1,21
2022-01-01,17,The Andy Williams Christmas Album,Andy Williams,18,17,20
2022-01-01,18,Certified Lover Boy,Drake,9,1,16
2022-01-01,19,Christmas Classics,Bing Crosby,20,18,42
2022-01-01,20,"Universe: The 3rd Album, Neo Culture Technology (2021)",NCT,-,20,1
2022-01-01,21,The Highlights,The Weeknd,15,2,45
2022-01-01,22,Ultimate Christmas,Frank Sinatra,25,12,31
2022-01-01,23,Planet Her,Doja Cat,12,2,26
2022-01-01,24,The Classic Christmas Album,Perry Como,-,18,21
2022-01-01,25,Rudolph The Red-Nosed Reindeer,Burl Ives,24,16,48
2022-01-01,26,Hall Of Fame,Polo G,10,1,28
2022-01-01,27,Rockin' Around The Christmas Tree: The Decca Christmas Recordings,Brenda Lee,30,17,18
2022-01-01,28,When Christmas Comes Around...,Kelly Clarkson,28,22,8
2022-01-01,29,My Gift,Carrie Underwood,27,5,21
2022-01-01,30,Wrapped In Red,Kelly Clarkson,33,3,56
2022-01-01,31,Let It Be (Soundtrack),The Beatles,31,1,71
2022-01-01,32,Abbey Road,The Beatles,34,1,442
2022-01-01,33,The Best Of Bobby Helms,Bobby Helms,39,27,13
2022-01-01,34,Fine Line,Harry Styles,32,1,106
2022-01-01,35,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),29,2,6
2022-01-01,36,Formula Of Love: O+T=<3,TWICE,84,3,6
2022-01-01,37,Still Over It,Summer Walker,23,1,7
2022-01-01,38,Rudolph The Red Nosed Reindeer And Other Christmas Classics,Gene Autry,43,21,24
2022-01-01,39,Rumours,Fleetwood Mac,58,1,456
2022-01-01,40,White Christmas,Bing Crosby,52,40,47
2022-01-01,41,Evermore,Taylor Swift,37,1,54
2022-01-01,42,The Dean Martin Christmas Album,Dean Martin,54,36,25
2022-01-01,43,Fearless (Taylor's Version),Taylor Swift,56,1,36
