chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-07-09,1,Un Verano Sin Ti,Bad Bunny,2,1,8
2022-07-09,2,Growin' Up,Luke Combs,-,2,1
2022-07-09,3,"Honestly, Nevermind",Drake,1,1,2
2022-07-09,4,Breezy,Chris Brown,-,4,1
2022-07-09,5,7220,Lil Durk,18,1,16
2022-07-09,6,Harry's House,Harry Styles,3,1,6
2022-07-09,7,IM NAYEON: The 1st Mini Album (EP),"NAYEON",-,7,1
2022-07-09,8,Dangerous: The Double Album,Morgan Wallen,5,1,77
2022-07-09,9,Superache,Conan Gray,-,9,1
2022-07-09,10,I Never Liked You,Future,6,1,9
2022-07-09,11,Give Or Take,Giveon,-,11,1
2022-07-09,12,Twelve Carat Toothache,Post Malone,7,2,4
2022-07-09,13,Proof,BTS,4,1,3
2022-07-09,14,Mr. Morale & The Big Steppers,Kendrick Lamar,9,1,7
2022-07-09,15,Call Me If You Get Lost,"Tyler, The Creator",-,1,43
2022-07-09,16,Sour,Olivia Rodrigo,10,1,58
2022-07-09,17,Mainstream Sellout,Machine Gun Kelly,85,1,14
2022-07-09,18,American Heartbreak,Zach Bryan,11,5,6
2022-07-09,19,Planet Her,Doja Cat,13,2,53
2022-07-09,20,Donda,Kanye West,118,1,44
2022-07-09,21,Certified Lover Boy,Drake,14,1,43
2022-07-09,22,Come Home The Kids Miss You,Jack Harlow,16,3,8
2022-07-09,23,Vaxis II: A Window Of The Waking Mind,Coheed And Cambria,-,23,1
2022-07-09,24,My Turn,Lil Baby,21,1,122
2022-07-09,25,What You See Is What You Get,Luke Combs,22,1,138
2022-07-09,26,Elvis (Soundtrack),Elvis Presley & Various Artists,-,26,1
2022-07-09,27,Khaza,Kevin Gates,8,8,2
2022-07-09,28,Hollywood's Bleeding,Post Malone,23,1,147
2022-07-09,29,This One's For You,Luke Combs,26,4,265
2022-07-09,30,If I Know Me,Morgan Wallen,27,10,196
2022-07-09,31,=,Ed Sheeran,24,1,35
2022-07-09,32,Encanto,Soundtrack,20,1,31
2022-07-09,33,Elv1s: 30 #1 Hits,Elvis Presley,103,1,126
2022-07-09,34,Greatest Hits,Queen,28,8,497
2022-07-09,35,Shoot For The Stars Aim For The Moon,Pop Smoke,35,1,104
2022-07-09,36,Rumours,Fleetwood Mac,29,1,483
2022-07-09,37,Goodbye & Good Riddance,Juice WRLD,38,4,215
2022-07-09,38,Future Nostalgia,Dua Lipa,36,3,117
2022-07-09,39,Ctrl,SZA,25,3,264
2022-07-09,40,"good kid, m.A.A.d city",Kendrick Lamar,32,2,505
2022-07-09,41,After Hours,The Weeknd,-,1,86
2022-07-09,42,Hounds Of Love,Kate Bush,30,12,32
2022-07-09,43,Fine Line,Harry Styles,34,1,133
2022-07-09,44,Diamonds,Elton John,52,7,242
2022-07-09,45,Starboy,The Weeknd,42,1,248
2022-07-09,46,Montega,French Montana & Harry Fraud,-,46,1
2022-07-09,47,Meet The Moonlight,Jack Johnson,-,47,1
2022-07-09,48,Traveller,Chris Stapleton,44,1,355
2022-07-09,49,F*ck Love,The Kid LAROI,46,1,101
2022-07-09,50,DS4EVER,Gunna,40,1,25
2022-07-09,51,YHLQMDLG,Bad Bunny,50,2,122
2022-07-09,52,The Highlights,The Weeknd,15,2,72
2022-07-09,53,Top Gun: Maverick,Soundtrack,41,17,5
2022-07-09,54,Lover,Taylor Swift,37,1,149
2022-07-09,55,Chronicle The 20 Greatest Hits,Creedence Clearwater Revival,43,18,596
