chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-07-23,1,Un Verano Sin Ti,Bad Bunny,1,1,10
2022-07-23,2,Wasteland,Brent Faiyaz,-,2,1
2022-07-23,3,Girls: The 2nd Mini Album (EP),aespa,-,3,1
2022-07-23,4,Harry's House,Harry Styles,2,1,8
2022-07-23,5,Dangerous: The Double Album,Morgan Wallen,4,1,79
2022-07-23,6,"Honestly, Nevermind",Drake,3,1,4
2022-07-23,7,I Never Liked You,Future,7,1,11
2022-07-23,8,7220,Lil Durk,6,1,18
2022-07-23,9,The Highlights,The Weeknd,9,2,74
2022-07-23,10,Breezy,Chris Brown,8,4,3
2022-07-23,11,Twelve Carat Toothache,Post Malone,10,2,6
2022-07-23,12,Sour,Olivia Rodrigo,14,1,60
2022-07-23,13,American Heartbreak,Zach Bryan,15,5,8
2022-07-23,14,"Love, Damini",Burna Boy,-,14,1
2022-07-23,15,Growin' Up,Luke Combs,11,2,3
2022-07-23,16,Mr. Morale & The Big Steppers,Kendrick Lamar,13,1,9
2022-07-23,17,Certified Lover Boy,Drake,18,1,45
2022-07-23,18,Planet Her,Doja Cat,16,2,55
2022-07-23,19,Proof,BTS,17,1,5
2022-07-23,20,Come Home The Kids Miss You,Jack Harlow,20,3,10
2022-07-23,21,My Turn,Lil Baby,22,1,124
2022-07-23,22,Mercury - Act 1,Imagine Dragons,12,9,31
2022-07-23,23,Give Or Take,Giveon,19,11,3
2022-07-23,24,Hollywood's Bleeding,Post Malone,29,1,149
2022-07-23,25,=,Ed Sheeran,32,1,37
2022-07-23,26,If I Know Me,Morgan Wallen,24,10,198
2022-07-23,27,Hounds Of Love,Kate Bush,21,12,34
2022-07-23,28,Encanto,Soundtrack,36,1,33
2022-07-23,29,Greatest Hits,Queen,33,8,499
2022-07-23,30,This One's For You,Luke Combs,30,4,267
2022-07-23,31,What You See Is What You Get,Luke Combs,26,1,140
2022-07-23,32,Red (Taylor's Version),Taylor Swift,45,1,35
2022-07-23,33,Curtain Call: The Hits,Eminem,69,1,588
2022-07-23,34,Elv1s: 30 #1 Hits,Elvis Presley,23,1,128
2022-07-23,35,Rumours,Fleetwood Mac,35,1,485
2022-07-23,36,Master Of Puppets,Metallica,55,29,140
2022-07-23,37,Mainstream Sellout,Machine Gun Kelly,28,1,16
2022-07-23,38,Shoot For The Stars Aim For The Moon,Pop Smoke,39,1,106
2022-07-23,39,"good kid, m.A.A.d city",Kendrick Lamar,43,2,507
2022-07-23,40,Call Me If You Get Lost,"Tyler, The Creator",25,1,45
2022-07-23,41,Diamonds,Elton John,38,7,244
2022-07-23,42,Goodbye & Good Riddance,Juice WRLD,42,4,217
2022-07-23,43,Greatest Hits,Tom Petty And The Heartbreakers,37,2,470
2022-07-23,44,Future Nostalgia,Dua Lipa,41,3,119
2022-07-23,45,Lover,Taylor Swift,57,1,151
2022-07-23,46,Top Gun: Maverick,Soundtrack,46,17,7
2022-07-23,47,Happier Than Ever,Billie Eilish,59,1,50
2022-07-23,48,Superache,Conan Gray,27,9,3
2022-07-23,49,F*ck Love,The Kid LAROI,52,1,103
2022-07-23,50,Fine Line,Harry Styles,48,1,135
2022-07-23,51,Abbey Road,The Beatles,95,1,471
2022-07-23,52,Journey's Greatest Hits,Journey,40,10,721
2022-07-23,53,Chronicle The 20 Greatest Hits,Creedence Clearwater Revival,34,18,598
2022-07-23,54,YHLQMDLG,Bad Bunny,49,2,124
2022-07-23,55,Ctrl,SZA,51,3,266
2022-07-23,56,Back In Black,AC/DC,71,4,524
2022-07-23,57,Greatest Hits,Guns N' Roses,70,3,583
2022-07-23,58,Traveller,Chris Stapleton,44,1,357
2022-07-23,59,Starting Over,Chris Stapleton,53,3,87
2022-07-23,60,Legends Never Die,Juice WRLD,60,1,105
2022-07-23,61,DS4EVER,Gunna,50,1,27
2022-07-23,62,Dawn FM,The Weeknd,68,2,27
2022-07-23,63,Justice,Justin Bieber,58,1,69
2022-07-23,64,Elvis (Soundtrack),Elvis Presley & Various Artists,47,26,3
2022-07-23,65,Legend: The Best Of...,Bob Marley And The Wailers,54,5,739
2022-07-23,66,Take Care,Drake,63,1,489
2022-07-23,67,Thriller,Michael Jackson,67,1,530
2022-07-23,68,Hamilton: An American Musical,Original Broadway Cast,65,2,355
2022-07-23,69,SoulFly,Rod Wave,77,1,68
2022-07-23,70,Gold: Greatest Hits,ABBA,78,25,230
2022-07-23,71,Folklore,Taylor Swift,84,1,103
2022-07-23,72,Scorpion,Drake,72,1,211
