chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-04-09,1,Mainstream Sellout,Machine Gun Kelly,-,1,1
2022-04-09,2,7220,Lil Durk,2,1,3
2022-04-09,3,Encanto,Soundtrack,3,1,18
2022-04-09,4,Dangerous: The Double Album,Morgan Wallen,4,1,64
2022-04-09,5,Sour,Olivia Rodrigo,11,1,45
2022-04-09,6,The Highlights,The Weeknd,6,2,59
2022-04-09,7,Certified Lover Boy,Drake,8,1,30
2022-04-09,8,LEGENDADDY,Daddy Yankee,-,8,1
2022-04-09,9,Planet Her,Doja Cat,10,2,40
2022-04-09,10,DS4EVER,Gunna,9,1,12
2022-04-09,11,Stray Kids Mini Album: Oddinary (EP),Stray Kids,1,1,2
2022-04-09,12,Higher,Michael Buble,-,12,1
2022-04-09,13,I Know NIGO,Nigo,-,13,1
2022-04-09,14,Fighting Demons,Juice WRLD,5,2,16
2022-04-09,15,777,Latto,-,15,1
2022-04-09,16,Gabriel,keshi,-,16,1
2022-04-09,17,Back For Everything,Kodak Black,12,2,5
2022-04-09,18,Greatest Hits,Foo Fighters,147,11,175
2022-04-09,19,YHLQMDLG,Bad Bunny,13,2,109
2022-04-09,20,Yellow Tape 2,Key Glock,-,7,5
2022-04-09,21,Humble Quest,Maren Morris,-,21,1
2022-04-09,22,My Turn,Lil Baby,14,1,109
2022-04-09,23,El Ultimo Tour del Mundo,Bad Bunny,28,1,70
2022-04-09,24,Still Over It,Summer Walker,41,1,21
2022-04-09,25,Nevermind,Nirvana,16,1,569
2022-04-09,26,Future Nostalgia,Dua Lipa,25,3,104
2022-04-09,27,Goodbye & Good Riddance,Juice WRLD,19,4,202
2022-04-09,28,F*ck Love,The Kid LAROI,22,1,88
2022-04-09,29,30,Adele,17,1,19
2022-04-09,30,What You See Is What You Get,Luke Combs,26,1,125
2022-04-09,31,Happier Than Ever,Billie Eilish,29,1,35
2022-04-09,32,Hollywood's Bleeding,Post Malone,23,1,134
2022-04-09,33,Shoot For The Stars Aim For The Moon,Pop Smoke,24,1,91
2022-04-09,34,"good kid, m.A.A.d city",Kendrick Lamar,21,2,492
2022-04-09,35,Justice,Justin Bieber,18,1,54
2022-04-09,36,Red (Taylor's Version),Taylor Swift,27,1,20
2022-04-09,37,=,Ed Sheeran,20,1,22
2022-04-09,38,Hall Of Fame,Polo G,30,1,42
2022-04-09,39,Legends Never Die,Juice WRLD,34,1,90
2022-04-09,40,This One's For You,Luke Combs,35,4,252
2022-04-09,41,Rumours,Fleetwood Mac,36,1,470
2022-04-09,42,Greatest Hits,Queen,38,8,484
2022-04-09,43,Dawn FM,The Weeknd,31,2,12
2022-04-09,44,SoulFly,Rod Wave,40,1,53
2022-04-09,45,Montero,Lil Nas X,37,2,28
2022-04-09,46,Diamonds,Elton John,49,7,229
2022-04-09,47,IGOR,"Tyler, The Creator",42,1,129
2022-04-09,48,If I Know Me,Morgan Wallen,39,10,183
2022-04-09,49,Tell Me That It’s Over,Wallows,-,49,1
2022-04-09,50,Glitch Mode,NCT DREAM,-,50,1
2022-04-09,51,Melt My Eyez See Your Future,Denzel Curry,-,51,1
2022-04-09,52,Curtain Call: The Hits,Eminem,43,1,574
2022-04-09,53,Take Care,Drake,58,1,474
2022-04-09,54,Hamilton: An American Musical,Original Broadway Cast,46,2,340
2022-04-09,55,Fine Line,Harry Styles,65,1,120
2022-04-09,56,Death Race For Love,Juice WRLD,52,1,160
2022-04-09,57,What It Means To Be King,King Von,32,2,4
2022-04-09,58,Dreamland,Glass Animals,51,7,73
2022-04-09,59,Colors,YoungBoy Never Broke Again,47,2,10
2022-04-09,60,The College Dropout,Kanye West,48,2,102
2022-04-09,61,Macadelic,Mac Miller,-,61,2
2022-04-09,62,A Gangsta's Pain,Moneybagg Yo,50,1,49
2022-04-09,63,Traveller,Chris Stapleton,55,1,342
2022-04-09,64,Donda,Kanye West,45,1,31
2022-04-09,65,Crash,Charli XCX,7,7,2
2022-04-09,66,Folklore,Taylor Swift,53,1,88
2022-04-09,67,Greatest Hits,2Pac,54,3,416
2022-04-09,68,"When We All Fall Asleep, Where Do We Go?",Billie Eilish,62,1,157
2022-04-09,69,2 Alive,Yeat,56,6,6
2022-04-09,70,Scorpion,Drake,60,1,196
2022-04-09,71,Country Stuff: The Album,Walker Hayes,59,9,10
2022-04-09,72,DAMN.,Kendrick Lamar,57,1,259
2022-04-09,73,Ctrl,SZA,72,3,251
2022-04-09,74,Who Is Nardo Wick?,Nardo Wick,66,19,17
2022-04-09,75,Luv Is Rage 2,Lil Uzi Vert,64,1,240
2022-04-09,76,Chronicle The 20 Greatest Hits,Creedence Clearwater Revival,67,18,583
2022-04-09,77,My Chains Are Gone: Hymns & Gospel Favorites,Reba McEntire,-,77,1
2022-04-09,78,Graduation,Kanye West,63,1,217
2022-04-09,79,Starting Over,Chris Stapleton,61,3,72
2022-04-09,80,Up 2 Me,Yeat,70,58,12
2022-04-09,81,Currents,Tame Impala,68,4,56
2022-04-09,82,2014 Forest Hills Drive,J. Cole,75,1,382
2022-04-09,83,Eternal Atake,Lil Uzi Vert,71,1,108
2022-04-09,84,The Voice Of The Heroes,Lil Baby & Lil Durk,73,1,43
2022-04-09,85,Man On The Moon: The End Of Day,Kid Cudi,69,4,220
2022-04-09,86,beerbongs & bentleys,Post Malone,74,1,205
2022-04-09,87,Turning Red,Soundtrack,89,87,3
2022-04-09,88,Views,Drake,80,1,307
2022-04-09,89,Doo-Wops & Hooligans,Bruno Mars,77,3,565
2022-04-09,90,ASTROWORLD,Travis Scott,78,1,191
2022-04-09,91,Legend: The Best Of...,Bob Marley And The Wailers,81,5,724
2022-04-09,92,My Beautiful Dark Twisted Fantasy,Kanye West,79,1,173
2022-04-09,93,The Melodic Blue,Baby Keem,84,5,29
2022-04-09,94,?,XXXTENTACION,85,1,211
2022-04-09,95,Over It,Summer Walker,88,2,130
2022-04-09,96,Mercury - Act 1,Imagine Dragons,82,9,16
2022-04-09,97,The GOAT,Polo G,90,2,98
2022-04-09,98,Tickets To My Downfall,Machine Gun Kelly,100,1,79
2022-04-09,99,Journey's Greatest Hits,Journey,86,10,706
2022-04-09,100,Three Cheers For Sweet Revenge,My Chemical Romance,-,28,102
2022-04-09,101,Pray 4 Love,Rod Wave,91,2,104
2022-04-09,102,Greatest Hits,Tom Petty And The Heartbreakers,95,2,455
2022-04-09,103,Moana,Soundtrack,98,2,273
2022-04-09,104,Lover,Taylor Swift,97,1,136
2022-04-09,105,"Sincerely, Kentrell",YoungBoy Never Broke Again,96,1,27
2022-04-09,106,1989,Taylor Swift,93,1,381
2022-04-09,107,Dr. Dre -- 2001,Dr. Dre,87,2,175
2022-04-09,108,÷ (Divide),Ed Sheeran,94,1,264
2022-04-09,109,Hot Pink,Doja Cat,101,9,126
2022-04-09,110,Greatest Hits,Guns N' Roses,103,3,568
2022-04-09,111,An Evening With Silk Sonic,Silk Sonic (Bruno Mars & Anderson .Paak),92,2,20
2022-04-09,112,The Essential Michael Jackson,Michael Jackson,102,31,388
2022-04-09,113,Thats What They All Say,Jack Harlow,99,5,68
2022-04-09,114,Stoney,Post Malone,104,4,277
2022-04-09,115,The Off-Season,J. Cole,105,1,46
2022-04-09,116,More Life,Drake,108,1,249
2022-04-09,117,Positions,Ariana Grande,109,1,74
2022-04-09,118,Better Than You,DaBaby & YoungBoy Never Broke Again,83,10,4
2022-04-09,119,Channel Orange,Frank Ocean,107,2,73
2022-04-09,120,Motomami,Rosalia,33,33,2
2022-04-09,121,Top,YoungBoy Never Broke Again,113,1,80
2022-04-09,122,Greatest Hits: God's Favorite Band,Green Day,114,39,32
2022-04-09,123,Evermore,Taylor Swift,112,1,68
