date,title,artist,current,previous,peak,weeks,new
2016-12-31,"4 Your Eyez Only","J. Cole",1,0,1,1,True
2016-12-31,"A Pentatonix Christmas","Pentatonix",2,3,2,8,False
2016-12-31,"Starboy","The Weeknd",3,2,1,3,False
2016-12-31,"24K Magic","Bruno Mars",4,6,2,4,False
2016-12-31,"That's Christmas To Me","Pentatonix",5,8,2,31,False
2016-12-31,"Stoney","Post Malone",6,0,6,1,True
2016-12-31,"Hamilton: An American Musical","Original Broadway Cast",7,11,3,64,False
2016-12-31,"Moana","Soundtrack",8,7,5,4,False
2016-12-31,"Christmas","Michael Buble",9,13,1,54,False
2016-12-31,"Blue & Lonesome","The Rolling Stones",10,4,4,2,False
2016-12-31,"Hardwired...To Self-Destruct","Metallica",11,12,1,4,False
2016-12-31,"The Storm","Tech N9ne",12,0,12,1,True
2016-12-31,"The Ultimate Collection","Garth Brooks",13,0,13,1,True
2016-12-31,"The Hamilton Mixtape","Various Artists",14,1,1,2,False
2016-12-31,"Trolls","Soundtrack",15,15,3,12,False
2016-12-31,"'Tis The Season","Jordan Smith",16,19,11,5,False
2016-12-31,"Views","Drake",17,17,1,33,False
2016-12-31,"Blurryface","twenty one pilots",18,21,1,83,False
2016-12-31,"Joanne","Lady Gaga",19,18,1,8,False
2016-12-31,"'Awaken, My Love!'","Childish Gambino",20,5,5,2,False
2016-12-31,"Traveller","Chris Stapleton",21,24,1,66,False
2016-12-31,"Christmas Together","Garth Brooks & Trisha Yearwood",22,16,7,5,False
2016-12-31,"25","Adele",23,26,1,56,False
2016-12-31,"The Weight Of These Wings","Miranda Lambert",24,20,3,4,False
2016-12-31,"Suicide Squad: The Album","Soundtrack",25,25,1,19,False
2016-12-31,"Sremmlife 2","Rae Sremmurd",26,22,4,18,False
2016-12-31,"Collage (EP)","The Chainsmokers",27,23,6,6,False
2016-12-31,"ANTI","Rihanna",28,29,1,47,False
2016-12-31,"Darkness And Light","John Legend",29,14,14,2,False
2016-12-31,"The Voice: The Complete Season 11 Collection","Sundance Head",30,0,30,1,True
2016-12-31,"Ripcord","Keith Urban",31,30,4,32,False
2016-12-31,"Merry Christmas","Mariah Carey",32,28,3,64,False
2016-12-31,"Adore: Christmas Songs Of Worship","Chris Tomlin",33,34,17,15,False
2016-12-31,"Do What Thou Wilt.","AB-Soul",34,0,34,1,True
2016-12-31,"Dangerous Woman","Ariana Grande",35,31,2,30,False
2016-12-31,"Illuminate","Shawn Mendes",36,32,1,12,False
2016-12-31,"A Charlie Brown Christmas (Soundtrack)","Vince Guaraldi Trio",37,33,23,56,False
2016-12-31,"2014 Forest Hills Drive","J. Cole",38,35,1,106,False
2016-12-31,"Glow","Brett Eldredge",39,52,29,7,False
2016-12-31,"The Getaway","Red Hot Chili Peppers",40,27,2,26,False
2016-12-31,"If I'm Honest","Blake Shelton",41,61,3,30,False
2016-12-31,"The RCA-List, Vol. 2","Various Artists",42,38,23,6,False
2016-12-31,"Savage Mode","21 Savage & Metro Boomin",43,51,28,22,False
2016-12-31,"The Ghosts Of Christmas Eve","Trans-Siberian Orchestra",44,37,9,8,False
2016-12-31,"Birds In The Trap Sing McKnight","Travis Scott",45,41,1,15,False
2016-12-31,"Behold: A Christmas Collection","Lauren Daigle",46,45,29,7,False
2016-12-31,"Kane Brown","Kane Brown",47,10,10,2,False
2016-12-31,"Acoustic Christmas","Neil Diamond",48,48,48,7,False
2016-12-31,"This Is Acting","Sia",49,42,4,46,False
2016-12-31,"NOW 60","Various Artists",50,50,7,6,False
2016-12-31,"Dig Your Roots","Florida Georgia Line",51,44,2,16,False
2016-12-31,"Tennessee Christmas","Amy Grant",52,39,31,8,False
2016-12-31,"Perfectly Imperfect (EP)","Grace VanderWaal",53,9,9,2,False
2016-12-31,"Noel","Josh Groban",54,43,1,72,False
2016-12-31,"You Want It Darker","Leonard Cohen",55,109,7,8,False
2016-12-31,"How Can It Be","Lauren Daigle",56,54,28,84,False
2016-12-31,"We Got It From Here...Thank You 4 Your Service","A Tribe Called Quest",57,40,1,5,False
2016-12-31,"I'll Have Another...Christmas Album","Straight No Chaser",58,47,47,7,False
2016-12-31,"Kidz Bop 33","Kidz Bop Kids",59,60,30,9,False
2016-12-31,"NOW That's What I Call Merry Christmas","Various Artists",60,70,60,5,False
2016-12-31,"WOW Hits 2017","Various Artists",61,76,61,12,False
2016-12-31,"PTXmas (EP)","Pentatonix",62,68,7,24,False
2016-12-31,"Lemonade","Beyonce",63,65,1,34,False
2016-12-31,"These Are Special Times","Celine Dion",64,49,2,60,False
2016-12-31,"Christmas Together / Gunslinger","Garth Brooks & Trisha Yearwood",65,36,21,4,False
2016-12-31,"Purpose","Justin Bieber",66,66,1,57,False
2016-12-31,"Beauty Behind The Madness","The Weeknd",67,55,1,68,False
2016-12-31,"White Christmas","Bing Crosby",68,59,59,32,False
2016-12-31,"The Life Of Pablo","Kanye West",69,57,1,37,False
2016-12-31,"Nobody But Me","Michael Buble",70,82,2,8,False
2016-12-31,"Vessel","twenty one pilots",71,62,21,122,False
2016-12-31,"A Seat At The Table","Solange",72,101,1,11,False
2016-12-31,"T R A P S O U L","Bryson Tiller",73,78,8,64,False
2016-12-31,"Coloring Book","Chance The Rapper",74,72,8,31,False
2016-12-31,"The Christmas Song","Nat King Cole",75,75,75,27,False
2016-12-31,"Peace Trail","Neil Young",76,0,76,1,True
2016-12-31,"The Voice: The Complete Season 11 Collection","Billy Gilman",77,0,77,1,True
2016-12-31,"Epic Lit (Version 2)","Various Artists",78,56,32,4,False
2016-12-31,"Cry Baby","Melanie Martinez",79,67,6,70,False
2016-12-31,"'Tis The Season","Jimmy Buffett",80,85,50,7,False
2016-12-31,"It's Christmas Time","Elvis Presley",81,63,41,57,False
2016-12-31,"Christmas Songs By Sinatra","Frank Sinatra",82,71,71,30,False
2016-12-31,"Death Of A Bachelor","Panic! At The Disco",83,86,1,48,False
2016-12-31,"Cleopatra","The Lumineers",84,87,1,36,False
2016-12-31,"Gunslinger","Garth Brooks",85,46,25,3,False
2016-12-31,"The Human Condition","Jon Bellion",86,91,5,21,False
2016-12-31,"Wrapped In Red","Kelly Clarkson",87,73,3,25,False
2016-12-31,"They Don't Know","Jason Aldean",88,97,1,14,False
2016-12-31,"Cosmic Hallelujah","Kenny Chesney",89,79,2,7,False
2016-12-31,"Tangled Up","Thomas Rhett",90,83,6,64,False
2016-12-31,"4Ever","Prince",91,53,35,4,False
2016-12-31,"The Classic Christmas Album","Elvis Presley",92,90,90,26,False
2016-12-31,"Know-It-All","Alessia Cara",93,80,9,57,False
2016-12-31,"The Ultimate Hits","Garth Brooks",94,58,3,120,False
2016-12-31,"Strait Out Of The Box: Part 2","George Strait",95,81,20,4,False
2016-12-31,"A Very Kacey Christmas","Kacey Musgraves",96,77,77,5,False
2016-12-31,"Wonderland","Sarah McLachlan",97,84,56,5,False
2016-12-31,"Encore","DJ Snake",98,95,8,19,False
2016-12-31,"Pentatonix","Pentatonix",99,144,1,27,False
2016-12-31,"Badlands","Halsey",100,98,2,68,False
2016-12-31,"Hero","Maren Morris",101,161,5,28,False
2016-12-31,"Lil Uzi Vert Vs. The World","Lil Uzi Vert",102,106,44,29,False
2016-12-31,"21","Adele",103,108,1,304,False
2016-12-31,"Big Baby D.R.A.M.","D.R.A.M.",104,93,19,8,False
2016-12-31,"Christmas Portrait","Carpenters",105,100,93,39,False
2016-12-31,"A Family Christmas","The Piano Guys",106,102,20,23,False
2016-12-31,"Islah","Kevin Gates",107,103,2,46,False
2016-12-31,"When It's Dark Out","G-Eazy",108,96,5,54,False
2016-12-31,"Once Upon A Christmas","Kenny Rogers & Dolly Parton",109,94,31,34,False
2016-12-31,"The Greatest Gift Of All","Rascal Flatts",110,69,60,6,False
2016-12-31,"DC4","Meek Mill",111,89,3,7,False
2016-12-31,"It Must Be Christmas","Chris Young",112,64,48,8,False
2016-12-31,"Sing","Soundtrack",113,0,113,1,True
2016-12-31,"Blonde","Frank Ocean",114,117,1,17,False
2016-12-31,"1989","Taylor Swift",115,130,1,112,False
2016-12-31,"To Celebrate Christmas","Jennifer Nettles",116,88,66,5,False
2016-12-31,"Gold: A 50th Anniversary Christmas Celebration","Johnny Mathis",117,105,104,21,False
2016-12-31,"La La Land","Soundtrack",118,0,118,1,True
2016-12-31,"Born Sinner","J. Cole",119,126,1,89,False
2016-12-31,"Take Care","Drake",120,107,1,198,False
2016-12-31,"Storyteller","Carrie Underwood",121,119,2,60,False
2016-12-31,"Under The Mistletoe","Justin Bieber",122,110,1,33,False
2016-12-31,"Personal Christmas Collection","Andy Williams",123,115,115,19,False
2016-12-31,"Oh My My","OneRepublic",124,120,3,10,False
2016-12-31,"Rudolph The Red-Nosed Reindeer","Burl Ives",125,112,92,24,False
2016-12-31,"good kid, m.A.A.d city","Kendrick Lamar",126,123,2,216,False
2016-12-31,"If You're Reading This It's Too Late","Drake",127,118,1,97,False
2016-12-31,"Abbey Road","The Beatles",128,153,1,194,False
2016-12-31,"The Essential NOW That's What I Call Christmas","Various Artists",129,104,25,46,False
2016-12-31,"Kill The Lights","Luke Bryan",130,134,1,71,False
2016-12-31,"Montevallo","Sam Hunt",131,139,3,112,False
2016-12-31,"MercyMe, It's Christmas!","MercyMe",132,159,38,10,False
2016-12-31,"Kidz Bop Christmas (2016)","Kidz Bop Kids",133,111,111,4,False
