chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-03-19,1,Heat Waves,Glass Animals,1,1,60
2022-03-19,2,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",2,1,11
2022-03-19,3,Super Gremlin,Kodak Black,4,3,18
2022-03-19,4,abcdefu,GAYLE,3,3,16
2022-03-19,5,Stay,The Kid LAROI & Justin Bieber,5,1,35
2022-03-19,6,Easy On Me,Adele,6,1,22
2022-03-19,7,Ghost,Justin Bieber,7,7,24
2022-03-19,8,Bad Habits,Ed Sheeran,9,2,37
2022-03-19,9,Shivers,Ed Sheeran,8,4,26
2022-03-19,10,Thats What I Want,Lil Nas X,11,9,25
2022-03-19,11,Cold Heart (PNAU Remix),Elton John & Dua Lipa,10,7,27
2022-03-19,12,Enemy,Imagine Dragons X JID,13,12,16
2022-03-19,13,Need To Know,Doja Cat,12,8,39
2022-03-19,14,Big Energy,Latto,17,14,20
2022-03-19,15,Woman,Doja Cat,21,15,32
2022-03-19,16,Levitating,Dua Lipa,15,2,70
2022-03-19,17,Save Your Tears,The Weeknd & Ariana Grande,20,1,62
2022-03-19,18,Pushin P,Gunna & Future Featuring Young Thug,14,7,9
2022-03-19,19,Industry Baby,Lil Nas X & Jack Harlow,16,1,33
2022-03-19,20,Surface Pressure,Jessica Darrow,18,8,11
2022-03-19,21,One Right Now,Post Malone & The Weeknd,22,6,18
2022-03-19,22,I Hate U,SZA,25,7,14
2022-03-19,23,Bam Bam,Camila Cabello Featuring Ed Sheeran,-,23,1
2022-03-19,24,Hrs And Hrs,Muni Long,23,16,11
2022-03-19,25,'Til You Can't,Cody Johnson,27,25,22
2022-03-19,26,MAMIII,Becky G X Karol G,24,15,4
2022-03-19,27,Light Switch,Charlie Puth,28,27,7
2022-03-19,28,Buy Dirt,Jordan Davis Featuring Luke Bryan,26,22,31
2022-03-19,29,You Right,Doja Cat & The Weeknd,32,11,36
2022-03-19,30,Fancy Like,Walker Hayes,31,3,38
2022-03-19,31,Good 4 U,Olivia Rodrigo,29,1,43
2022-03-19,32,Love Nwantiti (Ah Ah Ah),CKay,34,26,25
2022-03-19,33,Sand In My Boots,Morgan Wallen,33,30,34
2022-03-19,34,Ahhh Ha,Lil Durk,19,19,3
2022-03-19,35,Fingers Crossed,Lauren Spencer-Smith,36,19,10
2022-03-19,36,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",30,20,10
2022-03-19,37,Doin' This,Luke Combs,37,37,13
2022-03-19,38,Knife Talk,Drake Featuring 21 Savage & Project Pat,35,4,27
2022-03-19,39,Essence,Wizkid Featuring Justin Bieber & Tems,38,9,35
2022-03-19,40,Beers On Me,"Dierks Bentley, Breland & HARDY",42,40,11
2022-03-19,41,To Be Loved By You,Parker McCollum,46,41,15
2022-03-19,42,Boyfriend,Dove Cameron,55,42,4
2022-03-19,43,AA,Walker Hayes,50,43,9
2022-03-19,44,You Should Probably Leave,Chris Stapleton,44,28,36
2022-03-19,45,Never Say Never,Cole Swindell / Lainey Wilson,48,45,8
2022-03-19,46,One Mississippi,Kane Brown,39,36,24
2022-03-19,47,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,-,47,25
2022-03-19,48,Numb Little Bug,Em Beihold,54,48,6
2022-03-19,49,She's All I Wanna Be,Tate McRae,57,49,5
2022-03-19,50,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,40,21,26
2022-03-19,51,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,45,27,10
2022-03-19,52,Slow Down Summer,Thomas Rhett,88,52,3
2022-03-19,53,I'm Tired,Labrinth & Zendaya,76,53,2
2022-03-19,54,Do We Have A Problem?,Nicki Minaj X Lil Baby,52,2,5
2022-03-19,55,Nail Tech,Jack Harlow,41,18,3
2022-03-19,56,Sacrifice,The Weeknd,49,11,9
2022-03-19,57,Peru,Fireboy DML & Ed Sheeran,61,57,6
2022-03-19,58,Dos Oruguitas,Sebastian Yatra,51,36,10
2022-03-19,59,23,Sam Hunt,56,53,11
2022-03-19,60,Handsomer,Russ Featuring Ktlyn,-,60,1
2022-03-19,61,Don't Play That,King Von & 21 Savage,97,40,5
2022-03-19,62,Broadway Girls,Lil Durk Featuring Morgan Wallen,59,14,12
2022-03-19,63,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,53,53,17
2022-03-19,64,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),47,5,18
2022-03-19,65,Circles Around This Town,Maren Morris,69,63,9
2022-03-19,66,Me Or Sum,"Nardo Wick, Lil Baby & Future",58,58,9
2022-03-19,67,Freaky Deaky,Tyga X Doja Cat,43,43,2
2022-03-19,68,Heart On Fire,Eric Church,67,56,16
2022-03-19,69,Beautiful Lies,Yung Bleu & Kehlani,65,65,7
2022-03-19,70,Pressure,Ari Lennox,66,66,11
2022-03-19,71,The Motto,Tiesto & Ava Max,73,71,6
2022-03-19,72,Publicity Stunt,Gucci Mane,-,72,1
2022-03-19,73,War,King Von,-,73,1
2022-03-19,74,If I Was A Cowboy,Miranda Lambert,77,74,6
2022-03-19,75,P Power,Gunna Featuring Drake,72,24,8
2022-03-19,76,High,The Chainsmokers,68,57,6
2022-03-19,77,Rocking A Cardigan In Atlanta,Lil Shordie Scott,100,77,2
2022-03-19,78,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,85,78,9
2022-03-19,79,Rumors,Gucci Mane Featuring Lil Durk,64,51,6
2022-03-19,80,Banking On Me,Gunna,74,61,3
2022-03-19,81,I Hate YoungBoy,YoungBoy Never Broke Again,79,79,2
