chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-04-30,1,As It Was,Harry Styles,2,1,3
2022-04-30,2,First Class,Jack Harlow,1,1,2
2022-04-30,3,Heat Waves,Glass Animals,3,1,66
2022-04-30,4,Big Energy,Latto,4,3,26
2022-04-30,5,Enemy,Imagine Dragons X JID,5,5,22
2022-04-30,6,Stay,The Kid LAROI & Justin Bieber,6,1,41
2022-04-30,7,Don't Think Jesus,Morgan Wallen,-,7,1
2022-04-30,8,Woman,Doja Cat,8,8,38
2022-04-30,9,Super Gremlin,Kodak Black,7,3,24
2022-04-30,10,Ghost,Justin Bieber,9,5,30
2022-04-30,11,Thats What I Want,Lil Nas X,10,8,31
2022-04-30,12,Bad Habits,Ed Sheeran,12,2,43
2022-04-30,13,abcdefu,GAYLE,11,3,22
2022-04-30,14,Shivers,Ed Sheeran,15,4,32
2022-04-30,15,Cold Heart (PNAU Remix),Elton John & Dua Lipa,16,7,33
2022-04-30,16,Easy On Me,Adele,17,1,28
2022-04-30,17,Need To Know,Doja Cat,20,8,45
2022-04-30,18,Save Your Tears,The Weeknd & Ariana Grande,23,1,68
2022-04-30,19,One Right Now,Post Malone & The Weeknd,24,6,24
2022-04-30,20,In A Minute,Lil Baby,14,14,2
2022-04-30,21,Levitating,Dua Lipa,21,2,76
2022-04-30,22,'Til You Can't,Cody Johnson,22,18,28
2022-04-30,23,Industry Baby,Lil Nas X & Jack Harlow,19,1,39
2022-04-30,24,MAMIII,Becky G X Karol G,30,15,10
2022-04-30,25,Bam Bam,Camila Cabello Featuring Ed Sheeran,25,23,7
2022-04-30,26,Hrs And Hrs,Muni Long,26,16,17
2022-04-30,27,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",18,1,17
2022-04-30,28,Right On,Lil Baby,13,13,2
2022-04-30,29,Never Say Never,Cole Swindell / Lainey Wilson,27,27,14
2022-04-30,30,Doin' This,Luke Combs,31,27,19
2022-04-30,31,Wasted On You,Morgan Wallen,36,9,23
2022-04-30,32,AA,Walker Hayes,32,32,15
2022-04-30,33,Good 4 U,Olivia Rodrigo,28,1,49
2022-04-30,34,Sweetest Pie,Megan Thee Stallion & Dua Lipa,33,15,6
2022-04-30,35,Fingers Crossed,Lauren Spencer-Smith,34,19,16
2022-04-30,36,I Hate U,SZA,29,7,20
2022-04-30,37,Boyfriend,Dove Cameron,44,37,10
2022-04-30,38,To The Moon!,JNR CHOI & Sam Tompkins,42,38,8
2022-04-30,39,You Right,Doja Cat & The Weeknd,37,11,42
2022-04-30,40,Numb Little Bug,Em Beihold,45,40,12
2022-04-30,41,Fancy Like,Walker Hayes,38,3,44
2022-04-30,42,Sand In My Boots,Morgan Wallen,48,30,40
2022-04-30,43,What Happened To Virgil,Lil Durk Featuring Gunna,39,22,6
2022-04-30,44,Pushin P,Gunna & Future Featuring Young Thug,35,7,15
2022-04-30,45,Beers On Me,"Dierks Bentley, BRELAND & HARDY",41,40,17
2022-04-30,46,The Motto,Tiesto & Ava Max,49,42,12
2022-04-30,47,She's All I Wanna Be,Tate McRae,50,44,11
2022-04-30,48,When You're Gone,Shawn Mendes,52,38,3
2022-04-30,49,Buy Dirt,Jordan Davis Featuring Luke Bryan,47,22,37
2022-04-30,50,About Damn Time,Lizzo,-,50,1
2022-04-30,51,Shake It,"Kay Flock, Cardi B, Dougie B & Bory300",-,51,1
2022-04-30,52,Light Switch,Charlie Puth,43,27,13
2022-04-30,53,If I Was A Cowboy,Miranda Lambert,68,53,12
2022-04-30,54,Peru,Fireboy DML & Ed Sheeran,53,53,12
2022-04-30,55,Flowers,Lauren Spencer-Smith,-,55,1
2022-04-30,56,Nail Tech,Jack Harlow,40,18,9
2022-04-30,57,Freaky Deaky,Tyga X Doja Cat,60,43,8
2022-04-30,58,23,Sam Hunt,55,50,17
2022-04-30,59,Trouble With A Heartbreak,Jason Aldean,73,59,5
2022-04-30,60,Broadway Girls,Lil Durk Featuring Morgan Wallen,58,14,18
2022-04-30,61,Heart On Fire,Eric Church,63,56,22
2022-04-30,62,No Love,Summer Walker & SZA,59,13,16
2022-04-30,63,Surface Pressure,Jessica Darrow,56,8,17
2022-04-30,64,Slow Down Summer,Thomas Rhett,51,43,9
2022-04-30,65,Flower Shops,ERNEST Featuring Morgan Wallen,67,64,13
2022-04-30,66,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,65,63,15
