chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-07-23,1,As It Was,Harry Styles,1,1,15
2022-07-23,2,About Damn Time,Lizzo,2,2,13
2022-07-23,3,First Class,Jack Harlow,3,1,14
2022-07-23,4,Running Up That Hill (A Deal With God),Kate Bush,4,4,27
2022-07-23,5,Wait For U,Future Featuring Drake & Tems,5,1,11
2022-07-23,6,Me Porto Bonito,Bad Bunny & Chencho Corleone,7,6,10
2022-07-23,7,Heat Waves,Glass Animals,8,1,78
2022-07-23,8,Jimmy Cooks,Drake Featuring 21 Savage,6,1,4
2022-07-23,9,Break My Soul,Beyonce,9,7,4
2022-07-23,10,Big Energy,Latto,10,3,38
2022-07-23,11,Late Night Talking,Harry Styles,15,4,8
2022-07-23,12,Wasted On You,Morgan Wallen,12,9,35
2022-07-23,13,Titi Me Pregunto,Bad Bunny,11,5,10
2022-07-23,14,I Like You (A Happier Song),Post Malone Featuring Doja Cat,17,9,6
2022-07-23,15,Stay,The Kid LAROI & Justin Bieber,16,1,53
2022-07-23,16,Glimpse Of Us,Joji,14,8,5
2022-07-23,17,Sunroof,Nicky Youre & dazy,20,17,7
2022-07-23,18,Numb Little Bug,Em Beihold,18,18,24
2022-07-23,19,The Kind Of Love We Make,Luke Combs,19,13,4
2022-07-23,20,Get Into It (Yuh),Doja Cat,21,20,32
2022-07-23,21,Ghost,Justin Bieber,22,5,42
2022-07-23,22,You Proof,Morgan Wallen,28,6,9
2022-07-23,23,Boyfriend,Dove Cameron,23,16,22
2022-07-23,24,Bad Habits,Ed Sheeran,25,2,55
2022-07-23,25,She Had Me At Heads Carolina,Cole Swindell,33,25,7
2022-07-23,26,Like I Love Country Music,Kane Brown,27,26,8
2022-07-23,27,Moscow Mule,Bad Bunny,26,4,10
2022-07-23,28,Sticky,Drake,24,6,4
2022-07-23,29,Cold Heart (PNAU Remix),Elton John & Dua Lipa,29,7,45
2022-07-23,30,Something In The Orange,Zach Bryan,37,30,12
2022-07-23,31,I Ain't Worried,OneRepublic,44,31,5
2022-07-23,32,Vegas,Doja Cat,31,31,6
2022-07-23,33,Shivers,Ed Sheeran,34,4,44
2022-07-23,34,Hot Shit,"Cardi B, Ye & Lil Durk",13,13,2
2022-07-23,35,Master Of Puppets,Metallica,40,35,2
2022-07-23,36,Enemy,Imagine Dragons X JID,30,5,34
2022-07-23,37,Fall In Love,Bailey Zimmerman,43,37,11
2022-07-23,38,Damn Strait,Scotty McCreery,38,38,15
2022-07-23,39,Provenza,Karol G,36,25,12
2022-07-23,40,Woman,Doja Cat,32,7,50
2022-07-23,41,Super Gremlin,Kodak Black,35,3,36
2022-07-23,42,All Mine,Brent Faiyaz,-,42,1
2022-07-23,43,In A Minute,Lil Baby,45,14,14
2022-07-23,44,Thats What I Want,Lil Nas X,41,8,43
2022-07-23,45,Take My Name,Parmalee,39,22,15
2022-07-23,46,Thousand Miles,The Kid LAROI,49,15,12
2022-07-23,47,Efecto,Bad Bunny,42,34,10
2022-07-23,48,2step,Ed Sheeran Featuring Lil Baby,48,48,12
2022-07-23,49,Rock And A Hard Place,Bailey Zimmerman,54,24,5
2022-07-23,50,Bad Habit,Steve Lacy,100,50,2
2022-07-23,51,Left And Right,Charlie Puth Featuring Jung Kook,47,22,3
2022-07-23,52,Loose Change,Brent Faiyaz,-,52,1
2022-07-23,53,What Happened To Virgil,Lil Durk Featuring Gunna,53,22,18
2022-07-23,54,Sweetest Pie,Megan Thee Stallion & Dua Lipa,46,15,18
2022-07-23,55,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,55,47,7
2022-07-23,56,Despues de La Playa,Bad Bunny,50,6,10
2022-07-23,57,5 Foot 9,Tyler Hubbard,61,57,5
2022-07-23,58,Trouble With A Heartbreak,Jason Aldean,51,32,17
2022-07-23,59,Party,Bad Bunny & Rauw Alejandro,52,14,10
2022-07-23,60,Cooped Up,Post Malone Featuring Roddy Ricch,59,12,9
2022-07-23,61,Ojitos Lindos,Bad Bunny & Bomba Estereo,57,26,10
2022-07-23,62,Puffin On Zootiez,Future,58,4,11
2022-07-23,63,Last Night Lonely,Jon Pardi,62,62,7
2022-07-23,64,Massive,Drake,56,14,4
2022-07-23,65,So Good,Halsey,69,55,5
2022-07-23,66,7500 OBO,Tim McGraw,73,66,7
2022-07-23,67,Price Of Fame,Brent Faiyaz,-,67,1
2022-07-23,68,Betty (Get Money),Yung Gravy,-,68,1
2022-07-23,69,Wishful Drinking,Ingrid Andress With Sam Hunt,71,69,2
2022-07-23,70,When You're Gone,Shawn Mendes,60,38,15
2022-07-23,71,Tarot,Bad Bunny & Jhay Cortez,64,18,10
2022-07-23,72,Son Of A Sinner,Jelly Roll,67,67,2
2022-07-23,73,Flower Shops,ERNEST Featuring Morgan Wallen,68,64,25
2022-07-23,74,Gravity,"Brent Faiyaz & DJ Dahi Featuring Tyler, The Creator",-,71,2
2022-07-23,75,Silent Hill,Kendrick Lamar & Kodak Black,66,7,9
2022-07-23,76,Numb,Marshmello & Khalid,83,76,2
2022-07-23,77,Hotel Lobby (Unc And Phew),Quavo & Takeoff,72,59,8
2022-07-23,78,F.N.F. (Let's Go),Hitkidd & Glorilla,75,75,7
2022-07-23,79,Love Me More,Sam Smith,81,79,6
2022-07-23,80,Hold My Hand,Lady Gaga,65,49,10
2022-07-23,81,New Truck,Dylan Scott,78,78,5
2022-07-23,82,Wild As Her,Corey Kent,80,80,4
2022-07-23,83,Whiskey On You,Nate Smith,77,77,4
2022-07-23,84,Rolling Stone,Brent Faiyaz,-,84,1
2022-07-23,85,Bam Bam,Camila Cabello Featuring Ed Sheeran,63,21,19
2022-07-23,86,Last Last,Burna Boy,-,86,1
2022-07-23,87,Circles Around This Town,Maren Morris,79,52,25
2022-07-23,88,To The Moon!,JNR CHOI & Sam Tompkins,74,38,20
2022-07-23,89,Thought You Should Know,Morgan Wallen,88,12,10
2022-07-23,90,Unstoppable,Sia,98,90,2
2022-07-23,91,Ghetto Gatsby,Brent Faiyaz Featuring Alicia Keys,-,91,1
2022-07-23,92,She Likes It,Russell Dickerson & Jake Scott,90,63,15
2022-07-23,93,Heal Your Heart (Interlude),Brent Faiyaz,-,93,1
2022-07-23,94,Plan B,Megan Thee Stallion,91,29,7
2022-07-23,95,Un Ratito,Bad Bunny,85,16,10
2022-07-23,96,Ghost Story,Carrie Underwood,86,61,8
2022-07-23,97,FYTB,Brent Faiyaz Featuring Joony,-,97,1
2022-07-23,98,Wasting Time,Brent Faiyaz Featuring Drake,-,49,3
2022-07-23,99,Cash In Cash Out,"Pharrell Williams Featuring 21 Savage & Tyler, The Creator",84,26,5
2022-07-23,100,Te Felicito,Shakira & Rauw Alejandro,89,67,6
