chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-03-26,1,Heat Waves,Glass Animals,1,1,61
2022-03-26,2,Stay,The Kid LAROI & Justin Bieber,5,1,36
2022-03-26,3,Super Gremlin,Kodak Black,3,3,19
2022-03-26,4,abcdefu,GAYLE,4,3,17
2022-03-26,5,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",2,1,12
2022-03-26,6,Ghost,Justin Bieber,7,6,25
2022-03-26,7,Easy On Me,Adele,6,1,23
2022-03-26,8,Enemy,Imagine Dragons X JID,12,8,17
2022-03-26,9,Thats What I Want,Lil Nas X,10,9,26
2022-03-26,10,Bad Habits,Ed Sheeran,8,2,38
2022-03-26,11,Shivers,Ed Sheeran,9,4,27
2022-03-26,12,Woman,Doja Cat,15,12,33
2022-03-26,13,Cold Heart (PNAU Remix),Elton John & Dua Lipa,11,7,28
2022-03-26,14,Big Energy,Latto,14,14,21
2022-03-26,15,Sweetest Pie,Megan Thee Stallion & Dua Lipa,-,15,1
2022-03-26,16,Need To Know,Doja Cat,13,8,40
2022-03-26,17,Save Your Tears,The Weeknd & Ariana Grande,17,1,63
2022-03-26,18,Ahhh Ha,Lil Durk,34,18,4
2022-03-26,19,Levitating,Dua Lipa,16,2,71
2022-03-26,20,Pushin P,Gunna & Future Featuring Young Thug,18,7,10
2022-03-26,21,Industry Baby,Lil Nas X & Jack Harlow,19,1,34
2022-03-26,22,'Til You Can't,Cody Johnson,25,22,23
2022-03-26,23,One Right Now,Post Malone & The Weeknd,21,6,19
2022-03-26,24,What Happened To Virgil,Lil Durk Featuring Gunna,-,24,1
2022-03-26,25,I Hate U,SZA,22,7,15
2022-03-26,26,Petty Too,Lil Durk Featuring Future,-,26,1
2022-03-26,27,Hrs And Hrs,Muni Long,24,16,12
2022-03-26,28,MAMIII,Becky G X Karol G,26,15,5
2022-03-26,29,Surface Pressure,Jessica Darrow,20,8,12
2022-03-26,30,No Interviews,Lil Durk,-,30,1
2022-03-26,31,You Right,Doja Cat & The Weeknd,29,11,37
2022-03-26,32,Good 4 U,Olivia Rodrigo,31,1,44
2022-03-26,33,Light Switch,Charlie Puth,27,27,8
2022-03-26,34,Golden Child,Lil Durk,-,34,1
2022-03-26,35,Buy Dirt,Jordan Davis Featuring Luke Bryan,28,22,32
2022-03-26,36,Fancy Like,Walker Hayes,30,3,39
2022-03-26,37,Thinking With My Dick,Kevin Gates Featuring Juicy J,-,37,1
2022-03-26,38,Fingers Crossed,Lauren Spencer-Smith,35,19,11
2022-03-26,39,Bam Bam,Camila Cabello Featuring Ed Sheeran,23,23,2
2022-03-26,40,Handsomer,Russ Featuring Ktlyn,60,40,2
2022-03-26,41,Love Nwantiti (Ah Ah Ah),CKay,32,26,26
2022-03-26,42,Beers On Me,"Dierks Bentley, Breland & HARDY",40,40,12
2022-03-26,43,Broadway Girls,Lil Durk Featuring Morgan Wallen,62,14,13
2022-03-26,44,Sand In My Boots,Morgan Wallen,33,30,35
2022-03-26,45,Doin' This,Luke Combs,37,37,14
2022-03-26,46,Something In The Way,Nirvana,-,46,1
2022-03-26,47,Knife Talk,Drake Featuring 21 Savage & Project Pat,38,4,28
2022-03-26,48,Barbarian,Lil Durk,-,48,1
2022-03-26,49,Boyfriend,Dove Cameron,42,42,5
2022-03-26,50,To Be Loved By You,Parker McCollum,41,41,16
2022-03-26,51,Never Say Never,Cole Swindell / Lainey Wilson,45,45,9
2022-03-26,52,AA,Walker Hayes,43,43,10
2022-03-26,53,Shootout @ My Crib,Lil Durk,-,53,1
2022-03-26,54,Numb Little Bug,Em Beihold,48,48,7
2022-03-26,55,Started From,Lil Durk,-,55,1
2022-03-26,56,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,47,47,26
2022-03-26,57,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",36,20,11
2022-03-26,58,Headtaps,Lil Durk,-,58,1
2022-03-26,59,She's All I Wanna Be,Tate McRae,49,49,6
2022-03-26,60,Smoking & Thinking,Lil Durk,-,60,1
2022-03-26,61,23,Sam Hunt,59,53,12
2022-03-26,62,Slow Down Summer,Thomas Rhett,52,52,4
2022-03-26,63,Peru,Fireboy DML & Ed Sheeran,57,57,7
2022-03-26,64,The Motto,Tiesto & Ava Max,71,64,7
2022-03-26,65,Grow Up/Keep It On Speaker,Lil Durk,-,65,1
2022-03-26,66,Do We Have A Problem?,Nicki Minaj X Lil Baby,54,2,6
2022-03-26,67,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,51,27,11
2022-03-26,68,Nail Tech,Jack Harlow,55,18,4
2022-03-26,69,Blocklist,Lil Durk,-,69,1
2022-03-26,70,Me Or Sum,"Nardo Wick, Lil Baby & Future",66,58,10
2022-03-26,71,Heart On Fire,Eric Church,68,56,17
2022-03-26,72,Dos Oruguitas,Sebastian Yatra,58,36,11
2022-03-26,73,Difference Is,Lil Durk Featuring Summer Walker,-,73,1
2022-03-26,74,Circles Around This Town,Maren Morris,65,63,10
2022-03-26,75,Freaky Deaky,Tyga X Doja Cat,67,43,3
2022-03-26,76,If I Was A Cowboy,Miranda Lambert,74,74,7
2022-03-26,77,Beautiful Lies,Yung Bleu & Kehlani,69,65,8
2022-03-26,78,Flower Shops,ERNEST Featuring Morgan Wallen,88,68,8
2022-03-26,79,Sacrifice,The Weeknd,56,11,10
2022-03-26,80,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),64,5,19
2022-03-26,81,To The Moon!,JNR CHOI & Sam Tompkins,87,81,3
2022-03-26,82,P Power,Gunna Featuring Drake,75,24,9
2022-03-26,83,High,The Chainsmokers,76,57,7
2022-03-26,84,Pressure,Ari Lennox,70,66,12
2022-03-26,85,Federal Nightmares,Lil Durk,-,85,1
2022-03-26,86,Rumors,Gucci Mane Featuring Lil Durk,79,51,7
2022-03-26,87,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,78,78,10
2022-03-26,88,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,63,53,18
2022-03-26,89,I Love You So,The Walters,85,71,9
2022-03-26,90,Banking On Me,Gunna,80,61,4
2022-03-26,91,Give Heaven Some Hell,HARDY,91,91,3
2022-03-26,92,I'm Tired,Labrinth & Zendaya,53,53,3
2022-03-26,93,Bones,Imagine Dragons,-,93,1
2022-03-26,94,Rocking A Cardigan In Atlanta,Lil Shordie Scott,77,77,3
2022-03-26,95,Pissed Me Off,Lil Durk,-,39,4
2022-03-26,96,By Your Side,Rod Wave,86,58,16
2022-03-26,97,Waiting On A Miracle,Stephanie Beatriz,83,48,11
2022-03-26,98,I Hate YoungBoy,YoungBoy Never Broke Again,81,79,3
2022-03-26,99,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",90,46,5
2022-03-26,100,Closer,Saweetie Featuring H.E.R.,99,89,5
