chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-05-28,1,First Class,Jack Harlow,1,1,6
2022-05-28,2,As It Was,Harry Styles,2,1,7
2022-05-28,3,N95,Kendrick Lamar,-,3,1
2022-05-28,4,Wait For U,Future Featuring Drake & Tems,3,1,3
2022-05-28,5,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer",-,5,1
2022-05-28,6,You Proof,Morgan Wallen,-,6,1
2022-05-28,7,Silent Hill,Kendrick Lamar & Kodak Black,-,7,1
2022-05-28,8,United In Grief,Kendrick Lamar,-,8,1
2022-05-28,9,About Damn Time,Lizzo,9,9,5
2022-05-28,10,Big Energy,Latto,8,3,30
2022-05-28,11,Father Time,Kendrick Lamar Featuring Sampha,-,11,1
2022-05-28,12,Heat Waves,Glass Animals,7,1,70
2022-05-28,13,Rich Spirit,Kendrick Lamar,-,13,1
2022-05-28,14,Me Porto Bonito,Bad Bunny & Chencho Corleone,10,10,2
2022-05-28,15,Moscow Mule,Bad Bunny,4,4,2
2022-05-28,16,We Cry Together,Kendrick Lamar & Taylour Paige,-,16,1
2022-05-28,17,Enemy,Imagine Dragons X JID,11,5,26
2022-05-28,18,Titi Me Pregunto,Bad Bunny,5,5,2
2022-05-28,19,Worldwide Steppers,Kendrick Lamar,-,19,1
2022-05-28,20,Count Me Out,Kendrick Lamar,-,20,1
2022-05-28,21,Stay,The Kid LAROI & Justin Bieber,13,1,45
2022-05-28,22,Purple Hearts,"Kendrick Lamar, Summer Walker & Ghostface Killah",-,22,1
2022-05-28,23,Savior,"Kendrick Lamar, Baby Keem, & Sam Dew",-,23,1
2022-05-28,24,Woman,Doja Cat,20,7,42
2022-05-28,25,Ghost,Justin Bieber,17,5,34
2022-05-28,26,Despues de La Playa,Bad Bunny,6,6,2
2022-05-28,27,Party,Bad Bunny & Rauw Alejandro,14,14,2
2022-05-28,28,Wasted On You,Morgan Wallen,33,9,27
2022-05-28,29,Cooped Up,Post Malone Featuring Roddy Ricch,-,29,1
2022-05-28,30,Bad Habits,Ed Sheeran,24,2,47
2022-05-28,31,Puffin On Zootiez,Future,19,4,3
2022-05-28,32,Super Gremlin,Kodak Black,25,3,28
2022-05-28,33,Rich (Interlude),Kendrick Lamar,-,33,1
2022-05-28,34,Thats What I Want,Lil Nas X,28,8,35
2022-05-28,35,Provenza,Karol G,27,25,4
2022-05-28,36,Boyfriend,Dove Cameron,35,31,14
2022-05-28,37,Shivers,Ed Sheeran,29,4,36
2022-05-28,38,Cold Heart (PNAU Remix),Elton John & Dua Lipa,30,7,37
2022-05-28,39,Bam Bam,Camila Cabello Featuring Ed Sheeran,36,21,11
2022-05-28,40,Mr. Morale,Kendrick Lamar & Tanna Leone,-,40,1
2022-05-28,41,Crown,Kendrick Lamar,-,41,1
2022-05-28,42,Numb Little Bug,Em Beihold,43,37,16
2022-05-28,43,'Til You Can't,Cody Johnson,37,18,32
2022-05-28,44,MAMIII,Becky G X Karol G,38,15,14
2022-05-28,45,Sweetest Pie,Megan Thee Stallion & Dua Lipa,39,15,10
2022-05-28,46,AA,Walker Hayes,40,28,19
2022-05-28,47,Auntie Diaries,Kendrick Lamar,-,47,1
2022-05-28,48,Trouble With A Heartbreak,Jason Aldean,48,33,9
2022-05-28,49,Ojitos Lindos,Bad Bunny & Bomba Estereo,26,26,2
2022-05-28,50,Thought You Should Know,Morgan Wallen,12,12,2
2022-05-28,51,Savior (Interlude),Kendrick Lamar,-,51,1
2022-05-28,52,Tarot,Bad Bunny & Jhay Cortez,18,18,2
2022-05-28,53,Un Ratito,Bad Bunny,16,16,2
2022-05-28,54,Doin' This,Luke Combs,52,26,23
2022-05-28,55,Mirror,Kendrick Lamar,-,55,1
2022-05-28,56,Take My Name,Parmalee,66,56,7
2022-05-28,57,Thousand Miles,The Kid LAROI,58,15,4
2022-05-28,58,To The Moon!,JNR CHOI & Sam Tompkins,57,38,12
2022-05-28,59,Mother I Sober,Kendrick Lamar Featuring Beth Gibbons,-,59,1
2022-05-28,60,In A Minute,Lil Baby,53,14,6
2022-05-28,61,Yo No Soy Celoso,Bad Bunny,22,22,2
2022-05-28,62,Damn Strait,Scotty McCreery,71,62,7
2022-05-28,63,Dua Lipa,Jack Harlow,21,21,2
2022-05-28,64,She's All I Wanna Be,Tate McRae,68,44,15
2022-05-28,65,Efecto,Bad Bunny,34,34,2
2022-05-28,66,When You're Gone,Shawn Mendes,72,38,7
2022-05-28,67,Get Into It (Yuh),Doja Cat,81,67,24
2022-05-28,68,Freaky Deaky,Tyga X Doja Cat,76,43,12
2022-05-28,69,Neverita,Bad Bunny,31,31,2
2022-05-28,70,2step,Ed Sheeran Featuring Lil Baby,75,51,4
2022-05-28,71,Never Say Never,Cole Swindell / Lainey Wilson,67,27,18
2022-05-28,72,La Corriente,Bad Bunny & Tony Dize,32,32,2
2022-05-28,73,What Happened To Virgil,Lil Durk Featuring Gunna,78,22,10
2022-05-28,74,Right On,Lil Baby,69,13,6
2022-05-28,75,Something In The Orange,Zach Bryan,77,55,4
2022-05-28,76,Slow Down Summer,Thomas Rhett,83,43,13
2022-05-28,77,The Heart Part 5,Kendrick Lamar,15,15,2
2022-05-28,78,Churchill Downs,Jack Harlow Featuring Drake,23,23,2
2022-05-28,79,Love You Better,Future,61,12,3
2022-05-28,80,I'm On One,Future Featuring Drake,63,11,3
2022-05-28,81,Andrea,Bad Bunny & Buscabulla,51,51,2
2022-05-28,82,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,80,63,19
2022-05-28,83,Dos Mil 16,Bad Bunny,45,45,2
2022-05-28,84,Flower Shops,ERNEST Featuring Morgan Wallen,90,64,17
2022-05-28,85,Aguacero,Bad Bunny,44,44,2
2022-05-28,86,If I Was A Cowboy,Miranda Lambert,73,53,16
2022-05-28,87,Otro Atardecer,Bad Bunny & The Marias,49,49,2
2022-05-28,88,Un Coco,Bad Bunny,56,56,2
2022-05-28,89,El Apagon,Bad Bunny,54,54,2
2022-05-28,90,Pushin P,Gunna & Future Featuring Young Thug,89,7,19
2022-05-28,91,Me Or Sum,"Nardo Wick, Lil Baby & Future",91,58,19
2022-05-28,92,Fall In Love,Bailey Zimmerman,-,91,3
2022-05-28,93,712PM,Future,64,8,3
2022-05-28,94,Don't Think Jesus,Morgan Wallen,85,7,5
2022-05-28,95,No Love,Summer Walker & SZA,-,13,19
2022-05-28,96,The Motto,Tiesto & Ava Max,95,42,16
2022-05-28,97,Me Fui de Vacaciones,Bad Bunny,59,59,2
2022-05-28,98,Hold My Hand,Lady Gaga,82,82,2
2022-05-28,99,Ensename A Bailar,Bad Bunny,60,60,2
2022-05-28,100,Flowers,Lauren Spencer-Smith,93,55,5
