chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-02-26,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",1,1,8
2022-02-26,2,Heat Waves,Glass Animals,4,2,57
2022-02-26,3,Easy On Me,Adele,3,1,19
2022-02-26,4,abcdefu,GAYLE,7,4,13
2022-02-26,5,Stay,The Kid LAROI & Justin Bieber,5,1,32
2022-02-26,6,Super Gremlin,Kodak Black,6,5,15
2022-02-26,7,Shivers,Ed Sheeran,8,4,23
2022-02-26,8,Ghost,Justin Bieber,9,8,21
2022-02-26,9,Thats What I Want,Lil Nas X,12,9,22
2022-02-26,10,Pushin P,Gunna & Future Featuring Young Thug,11,7,6
2022-02-26,11,Surface Pressure,Jessica Darrow,10,8,8
2022-02-26,12,Cold Heart (PNAU Remix),Elton John & Dua Lipa,14,7,24
2022-02-26,13,Need To Know,Doja Cat,13,8,36
2022-02-26,14,Bad Habits,Ed Sheeran,15,2,34
2022-02-26,15,MAMIII,Becky G X Karol G,-,15,1
2022-02-26,16,Levitating,Dua Lipa,17,2,67
2022-02-26,17,Industry Baby,Lil Nas X & Jack Harlow,16,1,30
2022-02-26,18,Save Your Tears,The Weeknd & Ariana Grande,18,1,59
2022-02-26,19,Hrs And Hrs,Muni Long,19,16,8
2022-02-26,20,Bussin,Nicki Minaj X Lil Baby,-,20,1
2022-02-26,21,The Joker And The Queen,Ed Sheeran Featuring Taylor Swift,-,21,1
2022-02-26,22,One Right Now,Post Malone & The Weeknd,21,6,15
2022-02-26,23,Still D.R.E.,Dr. Dre Featuring Snoop Dogg,-,23,6
2022-02-26,24,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",20,20,7
2022-02-26,25,Big Energy,Latto,28,25,17
2022-02-26,26,Woman,Doja Cat,29,26,29
2022-02-26,27,Enemy,Imagine Dragons X JID,31,27,13
2022-02-26,28,I Hate U,SZA,24,7,11
2022-02-26,29,Oh My God,Adele,23,5,13
2022-02-26,30,Good 4 U,Olivia Rodrigo,25,1,40
2022-02-26,31,Knife Talk,Drake Featuring 21 Savage & Project Pat,27,4,24
2022-02-26,32,Do We Have A Problem?,Nicki Minaj X Lil Baby,2,2,2
2022-02-26,33,'Til You Can't,Cody Johnson,47,33,19
2022-02-26,34,Worst Day,Future,-,34,1
2022-02-26,35,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),22,5,15
2022-02-26,36,Love Nwantiti (Ah Ah Ah),CKay,26,26,22
2022-02-26,37,The Next Episode,Dr. Dre Featuring Snoop Dogg,-,23,21
2022-02-26,38,Sand In My Boots,Morgan Wallen,38,32,31
2022-02-26,39,Buy Dirt,Jordan Davis Featuring Luke Bryan,35,22,28
2022-02-26,40,Lose Yourself,Eminem,-,1,24
2022-02-26,41,Fancy Like,Walker Hayes,36,3,35
2022-02-26,42,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,33,27,7
2022-02-26,43,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,39,21,23
2022-02-26,44,You Should Probably Leave,Chris Stapleton,30,28,33
2022-02-26,45,You Right,Doja Cat & The Weeknd,37,11,33
2022-02-26,46,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",-,46,1
2022-02-26,47,Essence,Wizkid Featuring Justin Bieber & Tems,42,9,32
2022-02-26,48,Light Switch,Charlie Puth,49,42,4
2022-02-26,49,Fingers Crossed,Lauren Spencer-Smith,34,19,7
2022-02-26,50,Dos Oruguitas,Sebastian Yatra,41,36,7
2022-02-26,51,To Be Loved By You,Parker McCollum,48,48,12
2022-02-26,52,Better Days,NEIKED X Mae Muller X Polo G,32,23,18
2022-02-26,53,Sacrifice,The Weeknd,46,11,6
2022-02-26,54,One Mississippi,Kane Brown,51,40,21
2022-02-26,55,23,Sam Hunt,58,53,8
2022-02-26,56,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,54,53,14
2022-02-26,57,Waiting On A Miracle,Stephanie Beatriz,53,48,7
2022-02-26,58,Beers On Me,"Dierks Bentley, Breland & HARDY",57,57,8
2022-02-26,59,AA,Walker Hayes,59,55,6
2022-02-26,60,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,61,51,21
2022-02-26,61,Heart On Fire,Eric Church,56,56,13
2022-02-26,62,Doin' This,Luke Combs,62,53,10
2022-02-26,63,P Power,Gunna Featuring Drake,55,24,5
2022-02-26,64,Me Or Sum,"Nardo Wick, Lil Baby & Future",69,64,6
2022-02-26,65,Broadway Girls,Lil Durk Featuring Morgan Wallen,60,14,9
2022-02-26,66,Freedom Was A Highway,Jimmie Allen & Brad Paisley,45,45,19
2022-02-26,67,She's All I Wanna Be,Tate McRae,52,52,2
2022-02-26,68,Don't Play That,King Von & 21 Savage,40,40,2
2022-02-26,69,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",64,17,19
2022-02-26,70,Cigarettes,Juice WRLD,43,43,2
2022-02-26,71,Rumors,Gucci Mane Featuring Lil Durk,63,51,3
2022-02-26,72,Pressure,Ari Lennox,66,66,8
2022-02-26,73,Boyfriend,Dove Cameron,-,73,1
2022-02-26,74,All Of You,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast",71,71,5
2022-02-26,75,For Tonight,Giveon,65,61,20
2022-02-26,76,Peru,Fireboy DML & Ed Sheeran,80,76,3
2022-02-26,77,High,The Chainsmokers,82,57,3
2022-02-26,78,Beautiful Lies,Yung Bleu & Kehlani,81,78,4
2022-02-26,79,Never Say Never,Cole Swindell / Lainey Wilson,67,67,5
2022-02-26,80,Do It To It,Acraze Featuring Cherish,70,65,9
2022-02-26,81,I Love You So,The Walters,75,71,5
2022-02-26,82,Circles Around This Town,Maren Morris,83,63,6
2022-02-26,83,Good Morning Gorgeous,Mary J. Blige,-,83,1
2022-02-26,84,If I Was A Cowboy,Miranda Lambert,85,82,3
2022-02-26,85,Numb Little Bug,Em Beihold,91,85,3
2022-02-26,86,Scorpio,Moneybagg Yo,72,66,13
2022-02-26,87,By Your Side,Rod Wave,79,58,12
2022-02-26,88,Whiskey And Rain,Michael Ray,74,37,20
2022-02-26,89,Closer,Saweetie Featuring H.E.R.,-,89,1
2022-02-26,90,Cold December,Rod Wave,76,38,5
2022-02-26,91,The Motto,Tiesto & Ava Max,93,91,3
2022-02-26,92,Flower Shops,ERNEST Featuring Morgan Wallen,95,68,4
2022-02-26,93,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,90,90,6
2022-02-26,94,Get Into It (Yuh),Doja Cat,86,68,16
2022-02-26,95,Stay Alive,Jung Kook,-,95,1
2022-02-26,96,All Too Well (Taylor's Version),Taylor Swift,84,1,14
2022-02-26,97,Come Back As A Country Boy,Blake Shelton,89,85,5
2022-02-26,98,Iffy,Chris Brown,96,71,5
2022-02-26,99,Home Sweet,Russell Dickerson,94,88,5
2022-02-26,100,Too Easy,Gunna & Future,92,16,16
