chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2026-08-15,1,Choosin' Texas,Ella Langley,1,1,42
2026-08-15,2,Hate That I Made You Love Me,Ariana Grande,8,1,10
2026-08-15,3,Been By Now,Morgan Wallen,2,2,2
2026-08-15,4,Petal,Ariana Grande,-,4,1
2026-08-15,5,"I Knew It, I Knew You",Taylor Swift,3,1,9
2026-08-15,6,Boston,Stella Lefty,5,3,18
2026-08-15,7,I Can't Love You Anymore,Ella Langley & Morgan Wallen,4,4,15
2026-08-15,8,Dracula,Tame Impala & JENNIE,6,5,45
2026-08-15,9,So Easy (To Fall In Love),Olivia Dean,7,5,45
2026-08-15,10,Be Her,Ella Langley,9,2,25
2026-08-15,11,Man I Need,Olivia Dean,10,2,50
2026-08-15,12,Risk It All,Bruno Mars,11,4,23
2026-08-15,13,I Just Might,Bruno Mars,12,1,30
2026-08-15,14,Drop Dead,Olivia Rodrigo,13,1,16
2026-08-15,15,Janice STFU,Drake,14,1,12
2026-08-15,16,Stupid Song,Olivia Rodrigo,15,3,8
2026-08-15,17,Midnight Sun,Zara Larsson,16,14,29
2026-08-15,18,Be By You,Luke Combs,19,12,25
2026-08-15,19,Don't We,Morgan Wallen,17,16,26
2026-08-15,20,Dead Fresh,Lil Baby,18,18,3
2026-08-15,21,Kiss Me,Ariana Grande,-,21,1
2026-08-15,22,Stay,Ariana Grande,-,22,1
2026-08-15,23,Oh Well,Ariana Grande,-,23,1
2026-08-15,24,Like I Do,Ariana Grande,-,24,1
2026-08-15,25,AH HA,Cardi B,-,25,1
2026-08-15,26,Spend Dat,Yung Miami,21,17,11
2026-08-15,27,Big Feelings,Ariana Grande,-,27,1
2026-08-15,28,Earrings,Malcolm Todd,22,20,23
2026-08-15,29,Babydoll,Dominic Fike,25,16,26
2026-08-15,30,Stateside,PinkPantheress With Zara Larsson,23,6,31
2026-08-15,31,Dai Dai (FIFA World Cup Official Song 2026),Shakira X Burna Boy,20,17,8
2026-08-15,32,Freak,Ariana Grande,-,32,1
2026-08-15,33,Never Get Over Me,Ariana Grande,-,33,1
2026-08-15,34,The Cure,Olivia Rodrigo,26,5,11
2026-08-15,35,Animal,KATSEYE,24,24,2
2026-08-15,36,Bad Thing (Bunny Hop),Ariana Grande,-,36,1
2026-08-15,37,Shabang,Drake,27,4,12
2026-08-15,38,Warning Signs (Interlude),Ariana Grande,-,38,1
2026-08-15,39,"Nowhere, Nobody",Ariana Grande,-,39,1
2026-08-15,40,Homewrecker,sombr,28,15,26
2026-08-15,41,What You Need,Tems,29,29,20
2026-08-15,42,Loving Life Again,Ella Langley,31,21,20
2026-08-15,43,Cinderella,Mac Miller Featuring Ty Dolla $ign,30,25,13
2026-08-15,44,Morning Dew (Donk),Beyonce,50,26,5
2026-08-15,45,Orbiter,Noah Kahan,34,34,15
2026-08-15,46,Loser,Tame Impala,-,46,2
2026-08-15,47,Self Aware,Temper City,37,37,17
2026-08-15,48,Hit The Wall,Gracie Abrams,41,26,12
2026-08-15,49,Cowgirl,Shaboozey,74,49,5
2026-08-15,50,E85,Don Toliver,38,15,27
2026-08-15,51,Freakin' Out,Dexter And The Moonrocks,35,33,20
2026-08-15,52,Don't Tell On Me,Jason Aldean,39,34,17
2026-08-15,53,Mexico Honey,Kacey Musgraves,40,40,10
2026-08-15,54,Oh Yeah?,Steve Lacy,-,54,1
2026-08-15,55,Ghetto Love Story,BabyChiefDoit,44,44,5
2026-08-15,56,Mr. Know It All,Teddy Swims,63,56,16
2026-08-15,57,Bloodstream,Alyssa Grace,45,45,5
2026-08-15,58,"Phone, Keys, Wallet",Lainey Wilson & John Mayer,59,58,9
2026-08-15,59,Doors,Noah Kahan,43,9,15
2026-08-15,60,Raindance,Dave & Tems,51,49,27
2026-08-15,61,Something To Lose,Stella Lefty Featuring Vincent Mason,46,40,10
2026-08-15,62,Hustle,Rod Wave,-,62,1
2026-08-15,63,Rethink Some Things,Luke Combs,54,46,19
2026-08-15,64,Iloveitiloveitiloveit,Bella Kay,48,17,25
2026-08-15,65,Chevy Silverado,Bailey Zimmerman,57,57,7
2026-08-15,66,Great Expectation,Sienna Spiro,56,56,5
2026-08-15,67,House Tour,Sabrina Carpenter,61,27,14
2026-08-15,68,Woman,Kane Brown,55,55,17
2026-08-15,69,Hate How You Look,Josh Ross,58,52,18
2026-08-15,70,Rein Me In,Sam Fender & Olivia Dean,68,64,20
2026-08-15,71,Willing And Able,Noah Kahan,62,26,15
2026-08-15,72,Honeybee,Olivia Rodrigo,49,9,8
2026-08-15,73,Noble,F3miii,53,53,13
2026-08-15,74,Speed Demon,Justin Bieber,67,66,9
2026-08-15,75,My Body Isn't Ready,sombr,72,30,6
