chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2026-05-09,1,Choosin' Texas,Ella Langley,2,1,28
2026-05-09,2,I Just Might,Bruno Mars,3,1,16
2026-05-09,3,Man I Need,Olivia Dean,4,2,36
2026-05-09,4,Drop Dead,Olivia Rodrigo,1,1,2
2026-05-09,5,Be Her,Ella Langley,5,4,11
2026-05-09,6,So Easy (To Fall In Love),Olivia Dean,7,6,31
2026-05-09,7,I Can't Love You Anymore,Ella Langley & Morgan Wallen,-,7,1
2026-05-09,8,Ordinary,Alex Warren,6,1,63
2026-05-09,9,Doors,Noah Kahan,-,9,1
2026-05-09,10,Folded,Kehlani,10,6,46
2026-05-09,11,The Great Divide,Noah Kahan,44,6,13
2026-05-09,12,Daisies,Justin Bieber,8,2,32
2026-05-09,13,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",9,1,45
2026-05-09,14,End Of August,Noah Kahan,-,14,1
2026-05-09,15,Stateside,PinkPantheress With Zara Larsson,13,6,17
2026-05-09,16,American Cars,Noah Kahan,-,16,1
2026-05-09,17,The Fate Of Ophelia,Taylor Swift,14,1,30
2026-05-09,18,Dracula,Tame Impala & JENNIE,16,15,31
2026-05-09,19,Dashboard,Noah Kahan,-,19,1
2026-05-09,20,Risk It All,Bruno Mars,15,4,9
2026-05-09,21,Porch Light,Noah Kahan,60,20,7
2026-05-09,22,Sleepless In A Hotel Room,Luke Combs,18,11,16
2026-05-09,23,Downfall,Noah Kahan,-,23,1
2026-05-09,24,Yukon,Justin Bieber,12,12,42
2026-05-09,25,Opalite,Taylor Swift,17,1,30
2026-05-09,26,Willing And Able,Noah Kahan,-,26,1
2026-05-09,27,Babydoll,Dominic Fike,20,16,12
2026-05-09,28,Haircut,Noah Kahan,-,28,1
2026-05-09,29,Paid Time Off,Noah Kahan,-,29,1
2026-05-09,30,Homewrecker,sombr,23,22,12
2026-05-09,31,Be By You,Luke Combs,24,12,11
2026-05-09,32,Swim,BTS,22,1,6
2026-05-09,33,23,Noah Kahan,-,33,1
2026-05-09,34,Deny Deny Deny,Noah Kahan,-,34,1
2026-05-09,35,E85,Don Toliver,25,15,13
2026-05-09,36,Loving Life Again,Ella Langley,28,21,6
2026-05-09,37,Iloveitiloveitiloveit,Bella Kay,26,17,11
2026-05-09,38,Billie Jean,Michael Jackson,-,1,26
2026-05-09,39,The Fall,Cody Johnson,27,26,31
2026-05-09,40,Earrings,Malcolm Todd,35,35,9
2026-05-09,41,Change My Mind,Riley Green,31,27,13
2026-05-09,42,Boston,Stella Lefty,51,42,4
2026-05-09,43,Pop Dat Thang,DaBaby,30,29,13
2026-05-09,44,Staying Still,Noah Kahan,-,44,1
2026-05-09,45,All Them Horses,Noah Kahan,-,45,1
2026-05-09,46,Freakin' Out,Dexter And The Moonrocks,33,33,6
2026-05-09,47,Midnight Sun,Zara Larsson,47,39,15
2026-05-09,48,We Go Way Back,Noah Kahan,-,48,1
2026-05-09,49,American Girls,Harry Styles,34,4,8
2026-05-09,50,Dan,Noah Kahan,-,50,1
2026-05-09,51,Headed North,Noah Kahan,-,51,1
2026-05-09,52,Body,Don Toliver,32,14,13
2026-05-09,53,Bottom Of Your Boots,Ella Langley,29,20,3
2026-05-09,54,Die On This Hill,Sienna Spiro,38,19,19
2026-05-09,55,Fever Dream,Alex Warren,40,21,9
2026-05-09,56,Spoiled,Noah Kahan,-,56,1
2026-05-09,57,Dandelion,Ella Langley,37,27,13
2026-05-09,58,Let 'Em Know,T.I.,41,33,14
2026-05-09,59,White Keys,Dominic Fike,36,32,10
2026-05-09,60,Brunette,Tucker Wetmore,52,36,18
2026-05-09,61,Lush Life,Zara Larsson,48,35,20
2026-05-09,62,When Did You Get Hot?,Sabrina Carpenter,46,17,33
2026-05-09,63,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,42,8,46
2026-05-09,64,Elizabeth Taylor,Taylor Swift,21,3,26
2026-05-09,65,Lighthouse,Noah Kahan,-,65,1
2026-05-09,66,Motion Party,BossMan Dlow,50,41,7
2026-05-09,67,Don't Tell On Me,Jason Aldean,78,67,3
2026-05-09,68,Don't We,Morgan Wallen,56,48,12
2026-05-09,69,Raindance,Dave & Tems,54,49,13
2026-05-09,70,What You Saying,Lil Uzi Vert,53,12,18
2026-05-09,71,Pinky Up,KATSEYE,49,28,3
2026-05-09,72,McArthur,"HARDY, Eric Church, Morgan Wallen & Tim McGraw",55,31,13
2026-05-09,73,Beautiful Things,Megan Moroney,58,32,22
2026-05-09,74,Turn This Truck Around,Jordan Davis,57,57,9
2026-05-09,75,I Saw Your Face,Malcolm Todd,-,75,1
2026-05-09,76,Shoulda Never,Kehlani Featuring Usher,-,76,1
2026-05-09,77,What You Need,Tems,62,56,7
2026-05-09,78,Rethink Some Things,Luke Combs,75,46,6
2026-05-09,79,Orbiter,Noah Kahan,-,79,1
2026-05-09,80,Rein Me In,Sam Fender & Olivia Dean,66,64,7
2026-05-09,81,A Few Of Your Own,Noah Kahan,-,81,1
2026-05-09,82,In My Room,Julia Wolf,63,57,8
2026-05-09,83,Dry Spell,Kacey Musgraves,64,55,7
2026-05-09,84,She Did It Again,Tyla Featuring Zara Larsson,59,59,2
2026-05-09,85,Hate How You Look,Josh Ross,70,70,4
2026-05-09,86,FDO,Pooh Shiesty,67,12,19
2026-05-09,87,Self Aware,Temper City,85,85,4
2026-05-09,88,Father,Ye & Travis Scott,69,21,5
2026-05-09,89,Woman,Kane Brown,81,81,4
2026-05-09,90,GOMF,Latto Featuring GloRilla,-,90,1
2026-05-09,91,My Way,Riley Green,93,91,2
2026-05-09,92,Broken,Ella Langley,68,53,3
2026-05-09,93,Mr. Know It All,Teddy Swims,76,76,3
