chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2024-03-09,1,Texas Hold 'Em,Beyonce,1,1,3
2024-03-09,2,Carnival,¥$: Kanye West & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,4,2,3
2024-03-09,3,Lovin On Me,Jack Harlow,2,1,16
2024-03-09,4,Beautiful Things,Benson Boone,5,3,6
2024-03-09,5,Lose Control,Teddy Swims,3,2,29
2024-03-09,6,Saturn,SZA,-,6,1
2024-03-09,7,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,9,1,27
2024-03-09,8,Greedy,Tate McRae,8,3,24
2024-03-09,9,Snooze,SZA,6,2,63
2024-03-09,10,Cruel Summer,Taylor Swift,7,1,43
2024-03-09,11,Stick Season,Noah Kahan,12,10,22
2024-03-09,12,Agora Hills,Doja Cat,10,7,23
2024-03-09,13,Redrum,21 Savage,16,5,7
2024-03-09,14,Fast Car,Luke Combs,13,2,49
2024-03-09,15,Last Night,Morgan Wallen,15,1,57
2024-03-09,16,Water,Tyla,14,7,22
2024-03-09,17,Thinkin' Bout Me,Morgan Wallen,17,7,52
2024-03-09,18,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,18,1,18
2024-03-09,19,Pretty Little Poison,Warren Zeiders,19,19,25
2024-03-09,20,Made For Me,Muni Long,23,20,7
2024-03-09,21,Flowers,Miley Cyrus,20,1,54
2024-03-09,22,Whatever She Wants,Bryson Tiller,32,22,2
2024-03-09,23,Paint The Town Red,Doja Cat,21,1,30
2024-03-09,24,Houdini,Dua Lipa,22,11,16
2024-03-09,25,The Painter,Cody Johnson,28,25,21
2024-03-09,26,Never Lose Me,Flo Milli,24,18,11
2024-03-09,27,La Diabla,Xavi,25,20,11
2024-03-09,28,"Yes, And?",Ariana Grande,11,1,7
2024-03-09,29,Feather,Sabrina Carpenter,29,29,13
2024-03-09,30,What Was I Made For?,Billie Eilish,30,14,32
2024-03-09,31,Where The Wild Things Are,Luke Combs,26,26,15
2024-03-09,32,Truck Bed,HARDY,33,32,37
2024-03-09,33,Selfish,Justin Timberlake,34,19,5
2024-03-09,34,Praise Jah In The Moonlight,YG Marley,39,34,5
2024-03-09,35,End Of Beginning,Djo,51,35,2
2024-03-09,36,Vampire,Olivia Rodrigo,36,1,32
2024-03-09,37,Wild Ones,Jessie Murph & Jelly Roll,37,35,21
2024-03-09,38,Rich Baby Daddy,Drake Featuring Sexyy Red & SZA,31,11,21
2024-03-09,39,Save Me,Jelly Roll With Lainey Wilson,40,19,34
2024-03-09,40,Everybody,Nicki Minaj Featuring Lil Uzi Vert,35,24,12
2024-03-09,41,On My Mama,Victoria Monet,38,33,24
2024-03-09,42,Exes,Tate McRae,41,34,15
2024-03-09,43,Surround Sound,JID Featuring 21 Savage & Baby Tate,45,40,16
2024-03-09,44,Breathe,Yeat,42,42,2
2024-03-09,45,Need A Favor,Jelly Roll,44,13,46
2024-03-09,46,Man Made A Bar,Morgan Wallen Featuring Eric Church,54,15,23
2024-03-09,47,Dance The Night,Dua Lipa,43,6,35
2024-03-09,48,Burn It Down,Parker McCollum,48,48,19
2024-03-09,49,Get In With Me,BossMan Dlow,52,49,4
2024-03-09,50,World On Fire,Nate Smith,46,21,18
2024-03-09,51,One Of The Girls,"The Weeknd, Jennie & Lily Rose Depp",58,51,10
2024-03-09,52,You Broke My Heart,Drake,64,11,15
2024-03-09,53,La Victima,Xavi,50,46,11
2024-03-09,54,Holy Smokes,Bailey Zimmerman,-,54,1
2024-03-09,55,I Can Feel It,Kane Brown,69,55,9
2024-03-09,56,Love On,Selena Gomez,-,56,1
2024-03-09,57,23,Chayce Beckham,62,57,9
2024-03-09,58,FE!N,Travis Scott Featuring Playboi Carti,67,5,18
2024-03-09,59,Soak City,310babii,72,59,11
2024-03-09,60,One Call,Rich Amiri,60,60,5
2024-03-09,61,Training Season,Dua Lipa,27,27,2
2024-03-09,62,Old Days,Lil Durk,-,62,1
2024-03-09,63,Burn,¥$: Kanye West & Ty Dolla $ign,53,33,3
2024-03-09,64,Murder On The Dancefloor,Sophie Ellis-Bextor,63,51,9
2024-03-09,65,Mamaw's House,Thomas Rhett Featuring Morgan Wallen,74,55,9
2024-03-09,66,FTCU,Nicki Minaj,66,15,12
2024-03-09,67,Bandit,Don Toliver,70,38,4
2024-03-09,68,Act II: Date @ 8,4Batz,75,59,8
2024-03-09,69,Wildflowers And Wild Horses,Lainey Wilson,78,69,5
2024-03-09,70,Spin You Around (1/24),Morgan Wallen,71,24,5
2024-03-09,71,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",77,10,7
2024-03-09,72,Think U The Shit (Fart),Ice Spice,65,37,5
2024-03-09,73,Coal,Dylan Gossett,87,73,8
2024-03-09,74,16 Carriages,Beyonce,55,38,3
2024-03-09,75,Harley Quinn,Fuerza Regida & Marshmello,80,40,17
2024-03-09,76,Dont Let Me Go,mgk,-,76,1
2024-03-09,77,Wine Into Whiskey,Tucker Wetmore,-,77,1
2024-03-09,78,Igual Que Un Angel,Kali Uchis & Peso Pluma,76,22,7
2024-03-09,79,Bellakeo,Peso Pluma & Anitta,79,53,11
2024-03-09,80,Home,Good Neighbours,84,77,4
2024-03-09,81,Where It Ends,Bailey Zimmerman,98,32,9
2024-03-09,82,Fuk Sumn,¥$: Kanye West & Ty Dolla $ign,57,23,3
2024-03-09,83,Tu Name,Fuerza Regida,93,83,2
2024-03-09,84,Yeah Glo!,GloRilla,86,84,3
2024-03-09,85,Perro Negro,Bad Bunny & Feid,90,20,17
2024-03-09,86,Hiss,Megan Thee Stallion,68,1,5
2024-03-09,87,Standing Next To You,Jung Kook,81,5,17
2024-03-09,88,Mmhmm,BigXthaPlug,88,65,10
2024-03-09,89,Sensational,Chris Brown Featuring Davido & Lojay,91,89,4
2024-03-09,90,Contigo,Karol G & Tiesto,61,61,2
2024-03-09,91,Forever,Noah Kahan,73,28,3
2024-03-09,92,Oklahoma Smokeshow,Zach Bryan,92,72,18
2024-03-09,93,Worth It,Offset & Don Toliver,95,92,6
2024-03-09,94,Monaco,Bad Bunny,97,5,20
2024-03-09,95,Scared To Start,Michael Marcagi,-,95,2
2024-03-09,96,Let's Go,Key Glock,-,96,1
2024-03-09,97,Back To Me,¥$: Kanye West & Ty Dolla $ign,59,26,3
2024-03-09,98,Prove It,21 Savage & Summer Walker,-,43,6
2024-03-09,99,Easy,LE SSERAFIM,-,99,1
2024-03-09,100,My Eyes,Travis Scott,-,19,11
