chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2024-04-20,1,Like That,"Future, Metro Boomin & Kendrick Lamar",1,1,3
2024-04-20,2,Too Sweet,Hozier,4,2,3
2024-04-20,3,Beautiful Things,Benson Boone,3,2,12
2024-04-20,4,Lose Control,Teddy Swims,5,1,35
2024-04-20,5,Texas Hold 'Em,Beyonce,2,1,9
2024-04-20,6,7 Minute Drill,J. Cole,-,6,1
2024-04-20,7,Lovin On Me,Jack Harlow,8,1,22
2024-04-20,8,We Can't Be Friends (Wait For Your Love),Ariana Grande,9,1,5
2024-04-20,9,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",10,2,3
2024-04-20,10,Stick Season,Noah Kahan,15,10,28
2024-04-20,11,Wanna Be,GloRilla & Megan Thee Stallion,-,11,1
2024-04-20,12,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,12,1,33
2024-04-20,13,Cruel Summer,Taylor Swift,14,1,49
2024-04-20,14,Greedy,Tate McRae,13,3,30
2024-04-20,15,Saturn,SZA,19,6,7
2024-04-20,16,I Like The Way You Kiss Me,Artemas,23,16,3
2024-04-20,17,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,11,1,9
2024-04-20,18,Agora Hills,Doja Cat,21,7,29
2024-04-20,19,Crocodile Tearz,J. Cole,-,19,1
2024-04-20,20,Snooze,SZA,17,2,69
2024-04-20,21,Fast Car,Luke Combs,18,2,55
2024-04-20,22,Get It Sexyy,Sexyy Red,20,20,4
2024-04-20,23,End Of Beginning,Djo,24,11,8
2024-04-20,24,Water,Tyla,22,7,28
2024-04-20,25,Redrum,21 Savage,28,5,13
2024-04-20,26,Feather,Sabrina Carpenter,32,26,19
2024-04-20,27,Man Made A Bar,Morgan Wallen Featuring Eric Church,33,15,29
2024-04-20,28,Huntin' Wabbitz,J. Cole,-,28,1
2024-04-20,29,Pricey,"J. Cole Featuring Ari Lennox, Young Dro & Gucci Mane",-,29,1
2024-04-20,30,II Most Wanted,Beyonce & Miley Cyrus,6,6,2
2024-04-20,31,Never Lose Me,Flo Milli,29,15,17
2024-04-20,32,Austin,Dasha,57,32,5
2024-04-20,33,Made For Me,Muni Long,35,20,13
2024-04-20,34,Whatever She Wants,Bryson Tiller,34,19,8
2024-04-20,35,H.Y.B.,J. Cole Featuring Bas & Central Cee,-,35,1
2024-04-20,36,Act II: Date @ 8,4Batz Featuring Drake,36,7,14
2024-04-20,37,Cinderella,"Future, Metro Boomin & Travis Scott",25,6,3
2024-04-20,38,Ready '24,J. Cole Featuring Cam'Ron,-,38,1
2024-04-20,39,Yeah Glo!,GloRilla,56,35,9
2024-04-20,40,Slow It Down,Benson Boone,55,40,3
2024-04-20,41,Where The Wild Things Are,Luke Combs,46,26,21
2024-04-20,42,Burn It Down,Parker McCollum,47,42,25
2024-04-20,43,Obsessed,Olivia Rodrigo,41,14,3
2024-04-20,44,Where It Ends,Bailey Zimmerman,73,32,15
2024-04-20,45,Houdini,Dua Lipa,45,11,22
2024-04-20,46,Paint The Town Red,Doja Cat,50,1,36
2024-04-20,47,FE!N,Travis Scott Featuring Playboi Carti,53,5,23
2024-04-20,48,Gata Only,FloyyMenor X Cris Mj,74,48,4
2024-04-20,49,Wild Ones,Jessie Murph & Jelly Roll,58,35,27
2024-04-20,50,Selfish,Justin Timberlake,48,19,11
2024-04-20,51,Jolene,Beyonce,7,7,2
2024-04-20,52,23,Chayce Beckham,49,45,15
2024-04-20,53,Stickz N Stonez,J. Cole,-,53,1
2024-04-20,54,Scared To Start,Michael Marcagi,68,54,8
2024-04-20,55,Wildflowers And Wild Horses,Lainey Wilson,64,48,11
2024-04-20,56,Young Metro,"Future, Metro Boomin & The Weeknd",40,9,3
2024-04-20,57,Get In With Me,BossMan Dlow,66,49,10
2024-04-20,58,Enough (Miami),Cardi B,62,9,4
2024-04-20,59,Fever,J. Cole,-,59,1
2024-04-20,60,Cry,Benson Boone,-,60,1
2024-04-20,61,We Don't Trust You,Future & Metro Boomin,43,8,3
2024-04-20,62,Pi,J. Cole Featuring Daylyt & Ab-Soul,-,62,1
2024-04-20,63,Training Season,Dua Lipa,71,27,8
2024-04-20,64,La Diabla,Xavi,69,20,17
2024-04-20,65,Stealth Mode,J. Cole Featruing Bas,-,65,1
2024-04-20,66,Trae The Truth In Ibiza,J. Cole,-,66,1
2024-04-20,67,Levii's Jeans,Beyonce & Post Malone,16,16,2
2024-04-20,68,Mmhmm,BigXthaPlug,77,65,16
2024-04-20,69,Everybody,Nicki Minaj Featuring Lil Uzi Vert,75,24,18
2024-04-20,70,Bodyguard,Beyonce,26,26,2
2024-04-20,71,Soak City,310babii,76,53,17
2024-04-20,72,3001,J. Cole,-,72,1
2024-04-20,73,Hell N Back,Bakar Featuring Summer Walker,-,73,1
2024-04-20,74,Outskirts,Sam Hunt,95,74,5
2024-04-20,75,Praise Jah In The Moonlight,YG Marley,80,34,11
2024-04-20,76,One Of The Girls,"The Weeknd, Jennie & Lily Rose Depp",85,51,16
2024-04-20,77,"Good Luck, Babe!",Chappell Roan,-,77,1
2024-04-20,78,Corazon de Piedra,Xavi,83,73,3
2024-04-20,79,FTCU,Nicki Minaj,88,15,18
2024-04-20,80,Tucson Too Late,Jordan Davis,100,80,6
2024-04-20,81,Tu Name,Fuerza Regida,94,66,8
2024-04-20,82,Wine Into Whiskey,Tucker Wetmore,-,77,3
2024-04-20,83,Bandit,Don Toliver,84,38,10
2024-04-20,84,Halfway To Hell,Jelly Roll,-,84,1
2024-04-20,85,Home,Good Neighbours,99,77,10
2024-04-20,86,Back Then Right Now,Tyler Hubbard,97,83,4
2024-04-20,87,Spin You Around (1/24),Morgan Wallen,90,24,11
2024-04-20,88,Tyrant,Beyonce & Dolly Parton,44,44,2
