chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2024-06-08,1,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,3
2024-06-08,2,Not Like Us,Kendrick Lamar,2,1,4
2024-06-08,3,Million Dollar Baby,Tommy Richman,3,2,5
2024-06-08,4,A Bar Song (Tipsy),Shaboozey,4,3,7
2024-06-08,5,Espresso,Sabrina Carpenter,6,4,7
2024-06-08,6,Pink Skies,Zach Bryan,-,6,1
2024-06-08,7,Lose Control,Teddy Swims,7,1,42
2024-06-08,8,Too Sweet,Hozier,9,1,10
2024-06-08,9,Beautiful Things,Benson Boone,8,2,19
2024-06-08,10,Lunch,Billie Eilish,5,5,2
2024-06-08,11,Fortnight,Taylor Swift Featuring Post Malone,10,1,6
2024-06-08,12,Birds Of A Feather,Billie Eilish,13,12,2
2024-06-08,13,Like That,"Future, Metro Boomin & Kendrick Lamar",11,1,10
2024-06-08,14,Saturn,SZA,14,6,14
2024-06-08,15,We Can't Be Friends (Wait For Your Love),Ariana Grande,15,1,12
2024-06-08,16,Chihiro,Billie Eilish,12,12,2
2024-06-08,17,Stick Season,Noah Kahan,20,9,35
2024-06-08,18,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,19,1,40
2024-06-08,19,Lovin On Me,Jack Harlow,21,1,29
2024-06-08,20,Cowgirls,Morgan Wallen Featuring ERNEST,27,20,24
2024-06-08,21,Miles On It,Marshmello & Kane Brown,29,21,4
2024-06-08,22,BAND4BAND,Central Cee & Lil Baby,-,22,1
2024-06-08,23,Euphoria,Kendrick Lamar,16,3,5
2024-06-08,24,Get It Sexyy,Sexyy Red,32,20,11
2024-06-08,25,Austin,Dasha,34,25,12
2024-06-08,26,Feather,Sabrina Carpenter,28,21,26
2024-06-08,27,Wildflower,Billie Eilish,17,17,2
2024-06-08,28,Yeah Glo!,GloRilla,33,28,16
2024-06-08,29,Ain't No Love In Oklahoma,Luke Combs,23,23,2
2024-06-08,30,I Can Do It With A Broken Heart,Taylor Swift,26,3,6
2024-06-08,31,"Good Luck, Babe!",Chappell Roan,43,31,8
2024-06-08,32,Gata Only,FloyyMenor X Cris Mj,46,27,11
2024-06-08,33,Where It Ends,Bailey Zimmerman,35,32,22
2024-06-08,34,L'amour De Ma Vie,Billie Eilish,22,22,2
2024-06-08,35,Greedy,Tate McRae,38,3,37
2024-06-08,36,I Like The Way You Kiss Me,Artemas,39,12,10
2024-06-08,37,End Of Beginning,Djo,41,11,15
2024-06-08,38,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",40,2,10
2024-06-08,39,Wanna Be,GloRilla & Megan Thee Stallion,50,11,8
2024-06-08,40,Bulletproof,Nate Smith,44,40,8
2024-06-08,41,Down Bad,Taylor Swift,30,2,6
2024-06-08,42,Agora Hills,Doja Cat,42,7,36
2024-06-08,43,Slow It Down,Benson Boone,51,40,10
2024-06-08,44,U My Everything,Sexyy Red & Drake,-,44,1
2024-06-08,45,One Of Wun,Gunna,37,26,3
2024-06-08,46,Whatever She Wants,Bryson Tiller,49,19,15
2024-06-08,47,Blue,Billie Eilish,25,25,2
2024-06-08,48,Texas Hold 'Em,Beyonce,52,1,16
2024-06-08,49,Think I'm In Love With You,Chris Stapleton,69,49,4
2024-06-08,50,The Greatest,Billie Eilish,24,24,2
2024-06-08,51,Stargazing,Myles Smith,79,51,3
2024-06-08,52,Sweet Dreams,Koe Wetzel,47,47,2
2024-06-08,53,Skinny,Billie Eilish,18,18,2
2024-06-08,54,Wild Ones,Jessie Murph & Jelly Roll,56,35,34
2024-06-08,55,Made For Me,Muni Long,61,20,20
2024-06-08,56,Redrum,21 Savage,53,5,20
2024-06-08,57,Halfway To Hell,Jelly Roll,60,57,8
2024-06-08,58,Who's Afraid Of Little Old Me?,Taylor Swift,45,9,6
2024-06-08,59,Family Matters,Drake,48,7,4
2024-06-08,60,FE!N,Travis Scott Featuring Playboi Carti,62,5,30
2024-06-08,61,Dirt Cheap,Cody Johnson,70,61,6
2024-06-08,62,The Diner,Billie Eilish,31,31,2
2024-06-08,63,Si No Quieres No,Luis R Conriquez x Neton Vega,72,63,4
2024-06-08,64,Guilty As Sin?,Taylor Swift,55,10,6
2024-06-08,65,But Daddy I Love Him,Taylor Swift,54,7,6
2024-06-08,66,Obsessed,Olivia Rodrigo,68,14,10
2024-06-08,67,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,59,1,16
2024-06-08,68,"So Long, London",Taylor Swift,57,5,6
2024-06-08,69,We Ride,Bryan Martin,80,69,8
2024-06-08,70,Scared To Start,Michael Marcagi,73,54,15
2024-06-08,71,My Boy Only Breaks His Favorite Toys,Taylor Swift,58,6,6
2024-06-08,72,Si No Es Contigo,Cris Mj,-,72,1
2024-06-08,73,Bittersuite,Billie Eilish,36,36,2
2024-06-08,74,Enough (Miami),Cardi B,76,9,11
2024-06-08,75,Illusion,Dua Lipa,78,43,7
2024-06-08,76,Get In With Me,BossMan DLow,75,49,17
2024-06-08,77,Florida!!!,Taylor Swift Featuring Florence + The Machine,64,8,6
2024-06-08,78,Wind Up Missin' You,Tucker Wetmore,93,75,9
2024-06-08,79,The Smallest Man Who Ever Lived,Taylor Swift,65,14,6
2024-06-08,80,The Tortured Poets Department,Taylor Swift,66,4,6
2024-06-08,81,Hell N Back,Bakar Featuring Summer Walker,86,53,8
2024-06-08,82,Belong Together,Mark Ambor,90,82,5
2024-06-08,83,The Craving (Jenna's Version),Twenty One Pilots,-,83,1
2024-06-08,84,After Hours,Kehlani,-,84,1
2024-06-08,85,Take Her Home,Kenny Chesney,92,85,3
2024-06-08,86,Back Then Right Now,Tyler Hubbard,77,62,11
2024-06-08,87,Wondering Why,The Red Clay Strays,99,71,11
2024-06-08,88,Tucson Too Late,Jordan Davis,87,71,13
2024-06-08,89,Bandit,Don Toliver,89,38,16
2024-06-08,90,Wine Into Whiskey,Tucker Wetmore,97,77,10
2024-06-08,91,Push Ups,Drake,74,17,6
2024-06-08,92,loml,Taylor Swift,81,12,6
2024-06-08,93,Meet The Grahams,Kendrick Lamar,67,12,4
2024-06-08,94,Outskirts,Sam Hunt,96,66,12
2024-06-08,95,Your Place,Ashley Cooke,-,95,1
2024-06-08,96,Attitude,Don Toliver Featuring Charlie Wilson & Cash Cobain,-,96,1
2024-06-08,97,Heat Stick,Shoreline Mafia Presents OhGeesy & Fenix Flexin,98,97,2
2024-06-08,98,The Alchemy,Taylor Swift,82,13,6
2024-06-08,99,On One Tonight,Gunna,71,54,3
2024-06-08,100,Tu Name,Fuerza Regida,-,66,13
